Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI
B1,21/08/2004,Oostende,Club Brugge,A,5.5,3.6,1.5,6.25,3.8,1.45,5.4,3.8,1.45,5.5,3.6,1.5,2004/5,€8.60m,€53.03m,5.6625,0.34164125921791116,1.9974289998876467,0.06033399721287615,0.028145695364238277,0.25080062871200215,3.7,0.09999999999999987,1.9994730201859836,0.02702702702702699,0.013513513513513598,0.25018261504747985,1.475,0.025000000000000022,1.9997927658541268,0.016949152542372895,0.008474576271186418,0.2500718184429762
B1,22/08/2004,Cercle Brugge,Standard,A,3.2,3.2,2.0,3.25,3.25,2.0,3.2,3.1,2.0,3.6,3.3,1.83,2004/5,€10.98m,€43.55m,3.3125,0.16723860200324564,1.998193802466803,0.05048712513305529,0.02358490566037741,0.25057198433576977,3.2125,0.0739509972887451,1.9996164131297003,0.023019765692994586,0.012645914396887115,0.2501353104529847,1.9575,0.07361215932167725,1.998964558247855,0.03760518994721698,0.016283524904214586,0.2503863629476597
B1,22/08/2004,FC Brussels,Louvieroise,D,2.37,3.1,2.62,2.45,3.2,2.55,2.2,3.0,2.9,2.25,3.3,2.62,2004/5,€10.22m,€17.80m,2.3175,0.0983298021964857,1.998703468168383,0.042429256611212815,0.02346278317152084,0.2504455991317519,3.1500000000000004,0.11180339887498944,1.9990909597770783,0.03549314249999665,0.019841269841269993,0.250315704154906,2.6725,0.13442005058770062,1.998203840892648,0.05029749320400398,0.024555659494855053,0.2505748175901282
B1,22/08/2004,Genk,Lokeren,H,1.61,3.5,4.5,1.6,3.55,4.9,1.7,3.2,4.2,1.66,3.3,4.5,2004/5,€30.45m,€18.73m,1.6425,0.040233692348577633,1.9995682554434404,0.02449539869015381,0.013318112633181167,0.25014774909247023,3.3875,0.14306903927824488,1.9987104120231043,0.042234402738965275,0.02306273062730635,0.25045161425963985,4.525,0.24874685927665507,1.9978299048289299,0.054971681608100564,0.029005524861878573,0.2507375017170217
B1,27/08/2004,Louvieroise,Genk,H,2.62,3.1,2.37,2.45,3.2,2.55,2.6,3.0,2.4,2.62,3.1,2.37,2004/5,€17.80m,€30.45m,2.5725000000000002,0.07119515432949068,1.9994416699565032,0.02767547301437927,0.012876579203109806,0.2502038490872581,3.1,0.07071067811865482,1.9996246239978286,0.022809896167308007,0.012096774193548487,0.25013027604430177,2.4225,0.07462405778299638,1.999322752914743,0.03080456461630398,0.014705882352941346,0.2502224606475211
B1,28/08/2004,Anderlecht,Gent,H,1.25,5.0,8.0,1.25,5.0,9.0,1.25,4.5,9.0,1.25,5.0,8.0,2004/5,€63.60m,€26.63m,1.25,0.0,2.0,0.0,0.0,0.25,4.875,0.21650635094610965,1.9985517609237435,0.04441155916843275,0.019230769230769162,0.25054784514243966,8.5,0.5,1.9975025463691152,0.058823529411764705,0.02941176470588225,0.2508650519031142
B1,28/08/2004,Bergen,Oostende,H,1.72,3.4,4.0,1.75,3.4,4.05,1.8,3.1,3.8,1.8,3.1,4.0,2004/5,€15.63m,€8.60m,1.7674999999999998,0.03418698582794339,1.9997296338644182,0.019342000468426247,0.010254596888260359,0.2500945599885191,3.25,0.1499999999999999,1.9984628557283826,0.04615384615384613,0.023076923076923217,0.25053254437869826,3.9625000000000004,0.09601432184835763,1.9995729845957322,0.024230743684128107,0.011829652996845574,0.2501541763239171
B1,28/08/2004,Club Brugge,Lierse,H,1.25,5.0,8.0,1.3,4.5,8.25,1.25,4.5,9.0,1.25,5.0,8.0,2004/5,€53.03m,€14.83m,1.2625,0.021650635094610984,1.9997892361698864,0.01714901789672157,0.00742574257425721,0.250070694693185,4.75,0.25,1.9980008838722996,0.05263157894736842,0.026315789473684292,0.25069252077562326,8.3125,0.409839907768875,1.9982726160218498,0.04930404905490226,0.02443609022556381,0.25055508346810673
B1,28/08/2004,Lokeren,Mouscron,D,2.3,3.2,2.7,2.5,3.2,2.5,2.2,3.0,2.9,2.2,3.2,2.8,2004/5,€18.73m,€15.60m,2.3,0.12247448713915883,1.9979823804730947,0.05324977701702558,0.02717391304347827,0.25065283916196573,3.1500000000000004,0.08660254037844395,1.9994488293074122,0.027492869961410774,0.011904761904761862,0.25020155872077404,2.725,0.14790199457749034,1.997856306620098,0.054275961312840494,0.029816513761467878,0.2507770263234602
B1,28/08/2004,Standard,FC Brussels,A,1.33,4.33,7.0,1.3,4.5,8.25,1.35,4.0,7.0,1.3,4.33,8.0,2004/5,€43.55m,€10.22m,1.3199999999999998,0.021213203435596444,1.9998140039968655,0.01607060866333064,0.008522727272727293,0.2500639338735657,4.29,0.1812456896039186,1.9987002035188348,0.04224841249508592,0.021853146853146654,0.2504727075925038,7.5625,0.5694020986965187,1.9959138027782741,0.07529283949706032,0.03925619834710736,0.2514040830434787
B1,28/08/2004,Westerlo,Cercle Brugge,A,1.53,3.5,5.5,1.65,3.25,5.0,1.6,3.4,4.6,1.57,3.3,5.5,2004/5,€13.40m,€10.98m,1.5875,0.04380353866983804,1.9994514304146485,0.02759278026446491,0.015354330708661434,0.25018909778851983,3.3625000000000003,0.09601432184835762,1.999413276624735,0.028554445159362857,0.01579925650557601,0.25020088178268135,5.15,0.3774917217635376,1.9960819448770468,0.0732993634492306,0.038834951456310884,0.2514321657460374
B1,29/08/2004,Germinal,Charleroi,A,1.66,3.4,4.33,1.7,3.45,4.3,1.65,3.3,4.4,1.66,3.3,4.5,2004/5,€15.67m,€12.15m,1.6675,0.019202864369671536,1.9999046967600755,0.01151596064148218,0.005622188905546999,0.25003241213059174,3.3625,0.06495190528383303,1.999731193493306,0.019316551757273766,0.010223048327137718,0.25009254015542937,4.3825,0.07693341276714565,1.999778342768291,0.017554686313096552,0.009555048488305795,0.25007572547784557
B1,29/08/2004,St Truiden,Beveren,A,2.1,3.2,3.0,2.0,3.25,3.3,1.9,3.1,3.5,2.2,3.2,2.8,2004/5,€12.10m,€14.30m,2.05,0.11180339887498958,1.997852661428451,0.05453824335365346,0.030487804878048586,0.2507478727808443,3.1875,0.0544862367942584,1.9997884208163645,0.017093721347218323,0.008823529411764675,0.2500747487103138,3.15,0.26925824035672524,1.9947198662160177,0.08547880646245246,0.04761904761904767,0.2518459349349092
B1,11/09/2004,Charleroi,Club Brugge,A,5.0,3.5,1.571,4.55,3.5,1.65,4.6,3.4,1.6,4.8,3.4,1.6,2004/5,€12.15m,€53.03m,4.737500000000001,0.1780975856096877,1.9989853541024107,0.037593157912335126,0.020448548812665113,0.25034339542333034,3.45,0.050000000000000044,1.9998484829291059,0.014492753623188418,0.007246376811594457,0.25005250997689554,1.6052499999999998,0.028419843419695303,1.9997745890285783,0.017704309870546834,0.009227534651923275,0.25007695269972274
B1,11/09/2004,FC Brussels,Westerlo,A,2.375,3.1,2.625,2.35,3.2,2.65,2.1,3.1,3.0,2.37,3.1,2.62,2004/5,€10.22m,€13.40m,2.29875,0.11512900373059778,1.9981545728340184,0.050083307767524864,0.02297444263186521,0.25070492265625977,3.125,0.04330127018922197,1.9998622297342519,0.01385640646055103,0.006000000000000005,0.2500465000930002,2.72375,0.1598974280593656,1.9975662475672469,0.05870488409705943,0.026732446076181526,0.25075727844960116
B1,11/09/2004,Gent,St Truiden,H,1.727,3.25,4.333,1.8,3.4,3.8,1.75,3.2,4.0,1.7,3.3,4.2,2004/5,€26.63m,€12.10m,1.74425,0.03673128775308595,1.9996809925460155,0.02105849950012094,0.011573742296115741,0.25010906644092457,3.2874999999999996,0.0739509972887451,1.999636126442376,0.02249459993573996,0.012357414448669335,0.2501241872774089,4.08325,0.20196952121545483,1.9982285921341787,0.049462933010580995,0.027536276250535563,0.25062562468742816
B1,11/09/2004,Lierse,Bergen,H,1.833,3.2,3.75,1.9,3.3,3.5,1.9,3.1,3.5,1.9,3.2,3.5,2004/5,€14.83m,€15.63m,1.8832499999999999,0.02901185102677867,1.9998277784631227,0.015405204315294662,0.00667064914376736,0.2500614985412147,3.1999999999999997,0.07071067811865465,1.9996477221810776,0.02209708691207958,0.01171875,0.25012224927205307,3.5625,0.10825317547305482,1.9993414938042655,0.030386856273138196,0.013157894736842035,0.25021545532892847
B1,11/09/2004,Oostende,Anderlecht,A,7.0,3.75,1.4,5.75,3.65,1.5,6.0,3.9,1.4,7.0,3.75,1.4,2004/5,€8.60m,€63.60m,6.4375,0.5694020986965187,1.9943364432818118,0.0884508114480029,0.04611650485436902,0.2519855201147463,3.7625,0.08926785535678562,1.999595193557447,0.023725675842335047,0.012458471760797396,0.2501382195452373,1.4249999999999998,0.04330127018922197,1.9993414938042655,0.030386856273138228,0.013157894736842035,0.25021545532892847
B1,12/09/2004,Cercle Brugge,Germinal,H,2.3,3.2,2.625,2.3,3.2,2.75,2.2,3.0,2.9,2.35,3.25,2.55,2004/5,€10.98m,€15.67m,2.2874999999999996,0.054486236794258354,1.9995885420756534,0.0238191199100583,0.012295081967213184,0.25014651504994156,3.1625,0.09601432184835763,1.9993281850367581,0.03036025987299846,0.014822134387351804,0.25024515302034933,2.70625,0.13272975363497067,1.998272803275117,0.04904563644710233,0.027136258660508172,0.2505851362946967
B1,12/09/2004,Genk,Standard,D,2.25,3.0,2.875,2.35,3.2,2.65,2.2,3.0,2.9,2.15,3.2,2.9,2004/5,€30.45m,€43.55m,2.2375,0.07395099728874524,1.9992155480133311,0.03305072504524927,0.018156424581005748,0.2502659769448418,3.1,0.10000000000000009,1.9992492479956567,0.03225806451612906,0.016129032258064502,0.2502601456815817,2.8312500000000003,0.10514127400787951,1.998990827437187,0.03713599081956009,0.017108167770419458,0.2503755004412664
B1,12/09/2004,Lokeren,Louvieroise,H,2.2,3.0,3.0,2.1,3.25,3.05,2.0,3.1,3.2,2.2,3.2,2.8,2004/5,€18.73m,€17.80m,2.125,0.08291561975888508,1.9988942420654394,0.0390191151806518,0.020588235294117796,0.2503964325682372,3.1374999999999997,0.09601432184835762,1.999322379339828,0.030602174294297253,0.01693227091633487,0.2502384950108044,3.0125,0.14306903927824507,1.9983653156362977,0.04749179727078674,0.025933609958506354,0.25058111097929675
B1,12/09/2004,Mouscron,Beveren,H,1.571,3.5,5.0,1.6,3.55,4.9,1.55,3.5,4.8,1.55,3.35,5.5,2004/5,€15.60m,€14.30m,1.56775,0.020498475553074685,1.999877022851979,0.013075092044697615,0.0068170945622707535,0.2500420306206714,3.475,0.07499999999999993,1.9996617791343043,0.02158273381294962,0.010791366906474753,0.25012112045568996,5.05,0.2692582403567252,1.9979809078564819,0.053318463436975286,0.027227722772277252,0.2506473754944743
B1,17/09/2004,Louvieroise,Mouscron,H,2.2,3.2,2.8,2.2,3.2,2.9,2.3,2.9,2.8,2.15,3.1,2.95,2004/5,€17.80m,€15.60m,2.2125000000000004,0.054486236794258354,1.9995647768011051,0.024626547703619592,0.012711864406779627,0.25014704272423816,3.1,0.12247448713915901,1.998861354897418,0.039507899077148065,0.020161290322580516,0.25041733207827466,2.8625,0.06495190528383303,1.9996291640786055,0.02269062193321678,0.012008733624454093,0.25012752098579494
B1,18/09/2004,Anderlecht,Lierse,H,1.25,5.0,8.0,1.25,5.0,9.0,1.27,4.3,8.5,1.25,5.0,8.0,2004/5,€63.60m,€14.83m,1.255,0.008660254037844395,1.9999657412648204,0.006900600826967646,0.0029880478087649376,0.2500117171022824,4.825,0.3031088913245536,1.9970797682608326,0.06282049561130644,0.027202072538859978,0.2511469679473175,8.375,0.414578098794425,1.9982456333351248,0.04950186254261791,0.026119402985074647,0.25058533005626155
B1,18/09/2004,Bergen,Charleroi,A,2.1,3.0,3.2,2.0,3.25,3.3,2.0,3.0,3.3,2.1,3.1,3.05,2004/5,€15.63m,€12.15m,2.05,0.050000000000000044,1.9995708393473224,0.02439024390243905,0.012195121951219523,0.2501487209994051,3.0875,0.10231690964840563,1.9992135855771553,0.0331390800480666,0.01720647773279338,0.2502627485943357,3.2125000000000004,0.1023169096484056,1.9992626762497072,0.03184962168043754,0.01653696498054469,0.2502654276305436
B1,18/09/2004,Germinal,FC Brussels,H,1.72,3.2,4.33,1.75,3.4,4.05,1.85,3.1,3.6,1.8,3.1,4.0,2004/5,€15.67m,€10.22m,1.7799999999999998,0.049497474683058366,1.999443248502525,0.027807570046662008,0.015449438202247201,0.2501911770975407,3.1999999999999997,0.12247448713915883,1.998953844949236,0.03827327723098714,0.01953125,0.25034484724058254,3.9949999999999997,0.2604323328621083,1.996907530122658,0.0651895701782499,0.03504380475594493,0.2511234999431889
B1,18/09/2004,St Truiden,Oostende,D,1.8,3.2,4.0,1.75,3.4,4.05,1.75,3.2,4.0,1.72,3.2,4.3,2004/5,€12.10m,€8.60m,1.755,0.02872281323269017,1.999807299664365,0.016366275346262206,0.008547008547008517,0.25006590990697725,3.25,0.08660254037844375,1.9994929160860586,0.026646935501059617,0.011538461538461497,0.2501670750723992,4.0875,0.12437342963832743,1.999339136446055,0.030427750370233007,0.014525993883792054,0.2502172186225394
B1,18/09/2004,Westerlo,Genk,D,2.25,3.2,2.75,2.3,3.2,2.75,2.4,2.9,2.7,2.3,3.1,2.7,2004/5,€13.40m,€30.45m,2.3125,0.0544862367942584,1.9996015182098468,0.02356161591103066,0.012162162162162149,0.25013477062696704,3.1,0.12247448713915901,1.998861354897418,0.039507899077148065,0.020161290322580516,0.25041733207827466,2.7249999999999996,0.02499999999999991,1.999939284770655,0.009174311926605474,0.004587155963302836,0.25002104199983166
B1,19/09/2004,Beveren,Gent,A,2.1,3.2,3.0,2.15,3.25,2.95,2.2,3.0,2.9,2.05,3.1,3.15,2004/5,€14.30m,€26.63m,2.125,0.055901699437494845,1.9995007030889922,0.026306682088232867,0.014705882352941124,0.2501732405283318,3.1375,0.09601432184835762,1.999322379339828,0.03060217429429725,0.01693227091633487,0.2502384950108044,3.0,0.0935414346693485,1.9993034766637114,0.031180478223116165,0.016666666666666607,0.2502333220771304
B1,19/09/2004,Club Brugge,Cercle Brugge,H,1.25,5.0,8.0,1.25,5.0,9.0,1.22,4.8,9.5,1.28,4.5,8.0,2004/5,€53.03m,€10.98m,1.25,0.021213203435596444,1.9997922319656993,0.016970562748477157,0.008999999999999897,0.25007206223787193,4.825,0.20463381929681126,1.998689118372105,0.042411154258406476,0.022020725388600892,0.2504781825706648,8.625,0.649519052838329,1.9959263005261438,0.07530655685082076,0.03985507246376807,0.2513782293806075
B1,19/09/2004,Standard,Lokeren,H,1.72,3.4,4.0,1.75,3.4,4.05,1.8,3.1,3.8,1.72,3.25,4.2,2004/5,€43.55m,€18.73m,1.7474999999999998,0.032691742076555085,1.999748677524906,0.018707720787728234,0.009656652360514828,0.25008516080259363,3.2875,0.12437342963832743,1.998960717425831,0.03783222194321747,0.019961977186311763,0.2503721959174564,4.0125,0.14306903927824507,1.9990797912974683,0.03565583533414207,0.01947040498442365,0.2503247288524953
B1,24/09/2004,Charleroi,Anderlecht,H,5.0,3.6,1.53,4.9,3.55,1.6,5.0,3.7,1.5,5.5,3.5,1.53,2004/5,€12.15m,€63.60m,5.1,0.2345207879911714,1.9984979616628002,0.045984468233563024,0.022058823529411686,0.25048172907075555,3.5875000000000004,0.0739509972887453,1.9996943628033224,0.020613518408012624,0.011324041811846763,0.25010443817595335,1.54,0.036742346141747706,1.9995917702073829,0.0238586663258102,0.012175324675324672,0.250137442716554
B1,24/09/2004,FC Brussels,Club Brugge,A,5.5,3.6,1.5,6.2,3.8,1.45,5.4,3.8,1.45,6.0,3.75,1.44,2004/5,€10.22m,€53.03m,5.775,0.3344772040064913,1.9975831698092141,0.05791813056389459,0.031385281385281294,0.25083085053615434,3.7375,0.0819679815537749,1.9996505573604377,0.021931232522749138,0.010869565217391353,0.25012550107216547,1.4600000000000002,0.02345207879911717,1.9998149015402806,0.016063067670628196,0.0077054794520547976,0.25006239828590715
B1,25/09/2004,Cercle Brugge,Bergen,H,1.9,3.2,3.5,2.0,3.25,3.3,1.85,3.1,3.6,1.9,3.3,3.35,2004/5,€10.98m,€15.63m,1.9125,0.0544862367942584,1.999417977689527,0.0284895355786972,0.014705882352941346,0.2501959013070748,3.2125,0.0739509972887451,1.9996164131297003,0.023019765692994586,0.012645914396887115,0.2501353104529847,3.4375,0.11924240017711828,1.9991336304908485,0.0346886982333435,0.019090909090909047,0.25029734960619754
B1,25/09/2004,Lokeren,Westerlo,H,2.1,3.2,3.0,2.1,3.25,3.05,1.9,3.1,3.5,2.1,3.3,2.87,2004/5,€18.73m,€13.40m,2.0500000000000003,0.08660254037844395,1.998690780343815,0.042245141648021435,0.018292682926829285,0.25049309664694286,3.2125,0.0739509972887451,1.9996164131297003,0.023019765692994586,0.012645914396887115,0.2501353104529847,3.105,0.23732888572611635,1.9958723719537121,0.07643442374432088,0.039049919484702045,0.2512900997788221
B1,25/09/2004,Louvieroise,Standard,A,2.4,3.25,2.5,2.3,3.2,2.75,2.5,3.0,2.5,2.6,3.1,2.4,2004/5,€17.80m,€43.55m,2.4499999999999997,0.11180339887498958,1.998496962251376,0.04563404035713861,0.025510204081632626,0.25052270525401754,3.1375,0.09601432184835762,1.999322379339828,0.03060217429429725,0.01693227091633487,0.2502384950108044,2.5375,0.12930100540985753,1.9981506794711652,0.05095606124526405,0.025862068965517127,0.2506018758118084
B1,25/09/2004,Mouscron,Gent,A,1.8,3.25,3.75,1.7,3.45,4.3,1.75,3.2,4.0,1.8,3.3,3.75,2004/5,€15.60m,€26.63m,1.7625,0.04145780987944254,1.9995992793531778,0.023522161633726262,0.012411347517730542,0.25014168271727844,3.3,0.09354143466934856,1.999424016168298,0.028345889293741988,0.01515151515151536,0.25019351431806786,3.95,0.22638462845343532,1.9976547352981422,0.05731256416542666,0.030063291139240667,0.2507719107883512
B1,25/09/2004,Oostende,Beveren,D,2.4,3.25,2.5,2.3,3.2,2.75,2.5,3.0,2.5,2.45,3.3,2.4,2004/5,€8.60m,€14.30m,2.4124999999999996,0.0739509972887453,1.999318996523938,0.030653263124868522,0.01683937823834203,0.2502417418081649,3.1875,0.1138804197393037,1.9990696899529026,0.035727190506448216,0.018627450980392313,0.25033951522789333,2.5375,0.12930100540985753,1.9981506794711652,0.05095606124526405,0.025862068965517127,0.2506018758118084
B1,26/09/2004,Genk,Germinal,H,1.61,3.5,4.5,1.65,3.5,4.55,1.55,3.5,4.8,1.65,3.4,4.4,2004/5,€30.45m,€15.67m,1.615,0.04092676385936219,1.9995339601194986,0.02534164944852148,0.013157894736842257,0.250166433771573,3.475,0.043301270189221974,1.9998874512721907,0.012460797176754525,0.0053956834532373765,0.25003995950769886,4.5625,0.1473728265318948,1.9992527265425435,0.032300893486442696,0.017123287671232834,0.25025001462241875
B1,26/09/2004,Lierse,St Truiden,A,1.66,3.4,4.33,1.7,3.45,4.3,1.65,3.3,4.4,1.7,3.4,4.1,2004/5,€14.83m,€12.10m,1.6774999999999998,0.022776083947860768,1.9998669752151346,0.013577397286355155,0.007078986587183422,0.2500461782571139,3.3875,0.054486236794258534,1.9998127099686396,0.016084497946644585,0.00830258302583009,0.25006609040995864,4.2825,0.11143944544011358,1.9995080980523452,0.026022053809717127,0.013572679509632257,0.25017659653531255
B1,02/10/2004,Anderlecht,Cercle Brugge,H,1.22,5.0,11.0,1.2,5.5,10.0,1.2,5.0,10.0,1.2,5.0,11.0,2004/5,€63.60m,€10.98m,1.205,0.008660254037844393,1.9999628432802958,0.0071869328114891225,0.003112033195020736,0.2500127013158563,5.125,0.21650635094610965,1.998732720431958,0.04224514164802139,0.018292682926829285,0.25040562466197946,10.5,0.5,1.9983636725938132,0.047619047619047616,0.023809523809523725,0.25056689342403626
B1,02/10/2004,Bergen,FC Brussels,A,1.9,3.2,3.5,1.75,3.4,4.05,2.0,3.1,3.2,1.95,3.2,3.3,2004/5,€15.63m,€10.22m,1.9,0.09354143466934853,1.9982303987392946,0.04923233403649923,0.02631578947368407,0.2506516533137015,3.225,0.10897247358851676,1.9991821218999624,0.03378991429101295,0.017441860465116532,0.2502738984992825,3.5125,0.3285859857023728,1.9938296180947337,0.09354761158786414,0.04893238434163716,0.2519084056001309
B1,02/10/2004,Gent,Oostende,H,1.44,3.6,6.5,1.55,3.6,5.3,1.45,3.8,5.4,1.5,3.4,6.0,2004/5,€26.63m,€8.60m,1.485,0.04387482193696065,1.9993728166732447,0.029545334637683936,0.015993265993266004,0.2502130575047827,3.5999999999999996,0.14142135623730948,1.998886236044991,0.039283710065919304,0.02083333333333326,0.2503875931955596,5.800000000000001,0.4847679857416329,1.9950023192998243,0.08358068719683324,0.04525862068965503,0.25165896374803265
B1,02/10/2004,Germinal,Lokeren,A,2.1,3.2,3.0,2.0,3.3,3.25,2.1,3.0,3.1,2.1,3.3,2.87,2004/5,€15.67m,€18.73m,2.0749999999999997,0.043301270189221974,1.9996832923974168,0.020868082018902157,0.009036144578313143,0.25011431184270694,3.2,0.12247448713915883,1.998931798860051,0.038273277230987134,0.01953125,0.25039080291402804,3.055,0.13901438774457842,1.9985075953405456,0.04550389124208786,0.02536824877250421,0.25051566268659636
B1,02/10/2004,St Truiden,Charleroi,D,2.4,3.25,2.5,2.3,3.2,2.75,2.1,3.0,3.1,2.37,3.1,2.62,2004/5,€12.10m,€12.15m,2.2925,0.11691342951089917,1.998095084596119,0.05099822443223519,0.026444929116685056,0.2507123105218725,3.1375,0.09601432184835762,1.999322379339828,0.03060217429429725,0.01693227091633487,0.2502384950108044,2.7425,0.2245411988923191,1.9952405993579299,0.08187463952317925,0.04398359161349141,0.2515263584930258
B1,03/10/2004,Beveren,Lierse,H,2.1,3.2,3.0,2.15,3.25,2.95,2.2,3.0,2.9,2.2,3.1,2.87,2004/5,€14.30m,€14.83m,2.1625,0.04145780987944255,1.9997340157929084,0.019171241562748,0.01011560693641611,0.25009368772652296,3.1375,0.09601432184835762,1.999322379339828,0.03060217429429725,0.01693227091633487,0.2502384950108044,2.93,0.049497474683058325,1.9997943810753769,0.016893336069303183,0.009385665529010101,0.2500708445494754
B1,03/10/2004,Club Brugge,Genk,D,1.33,4.5,7.0,1.35,4.2,7.5,1.35,4.0,7.0,1.35,4.2,7.0,2004/5,€53.03m,€30.45m,1.3450000000000002,0.008660254037844393,1.999970019197433,0.006438850585757912,0.0027881040892194786,0.25001052055716877,4.225,0.17853571071357124,1.9987186277393103,0.04225697294995769,0.02218934911242587,0.2504332907337057,7.125,0.21650635094610965,1.9993414938042655,0.030386856273138196,0.013157894736842035,0.25021545532892847
B1,03/10/2004,Standard,Mouscron,H,1.83,3.25,3.6,1.8,3.4,3.8,1.8,3.1,3.8,1.7,3.2,4.5,2004/5,€43.55m,€15.60m,1.7825,0.04918078893226505,1.9994460024493972,0.027590905431845753,0.013674614305750454,0.2502006502753336,3.2375000000000003,0.10825317547305476,1.9991961166600714,0.033437274277391425,0.018339768339768137,0.250274318955567,3.925,0.3418698582794336,1.9946641857803464,0.0871006008355245,0.04299363057324834,0.2516294510596504
B1,03/10/2004,Westerlo,Louvieroise,A,2.0,3.2,3.2,2.1,3.25,3.05,2.1,3.0,3.1,2.1,3.2,3.0,2004/5,€13.40m,€17.80m,2.0749999999999997,0.043301270189221974,1.9996832923974168,0.020868082018902157,0.009036144578313143,0.25011431184270694,3.1625,0.09601432184835763,1.9993281850367586,0.03036025987299846,0.014822134387351804,0.25024515302034933,3.0875,0.0739509972887453,1.9995875369618703,0.023951740012549086,0.013157894736842035,0.2501406396381184
B1,15/10/2004,FC Brussels,Anderlecht,A,6.0,3.75,1.44,6.25,3.8,1.45,5.0,3.7,1.5,5.5,3.6,1.5,2004/5,€10.22m,€63.60m,5.6875,0.480071609241788,1.994810439435579,0.08440819503152316,0.04670329670329676,0.25188849967180393,3.7125000000000004,0.0739509972887451,1.9997129188839569,0.019919460549156928,0.01094276094276081,0.25010101566135046,1.4725,0.027726341266023566,1.9997441542063135,0.018829433796959977,0.009762308998302105,0.25008880460613553
B1,16/10/2004,Genk,Bergen,D,1.36,4.0,7.0,1.3,4.3,9.0,1.4,3.9,6.0,1.36,4.0,7.0,2004/5,€30.45m,€15.63m,1.355,0.03570714214271421,1.9994971393500218,0.026352134422667317,0.013837638376383632,0.25017776000842706,4.05,0.14999999999999997,1.9990208758549526,0.03703703703703703,0.01851851851851838,0.25032194987879564,7.25,1.0897247358851685,1.9841165493994963,0.1503068601220922,0.07758620689655182,0.2549097401309264
B1,16/10/2004,Lierse,Gent,H,2.4,3.1,2.6,2.55,3.2,2.45,2.3,3.0,2.7,2.3,3.3,2.6,2004/5,€14.83m,€26.63m,2.3874999999999997,0.10231690964840563,1.9986875064001102,0.04285525011451545,0.022251308900523625,0.2504340639959688,3.1500000000000004,0.11180339887498944,1.9990909597770783,0.03549314249999665,0.019841269841269993,0.250315704154906,2.5875000000000004,0.08926785535678562,1.9991370146725325,0.03449965424416835,0.018115942028985588,0.25030714437719054
B1,16/10/2004,Mouscron,Oostende,D,1.44,3.75,6.0,1.4,4.0,6.65,1.4,3.9,6.0,1.44,3.75,6.0,2004/5,€15.60m,€8.60m,1.42,0.020000000000000018,1.999856899152611,0.014084507042253534,0.007042253521126751,0.2500495933346559,3.85,0.10606601717798211,1.9994539944720882,0.027549614851423924,0.01461038961038974,0.2501866292850617,6.1625,0.28145825622994275,1.9985205537395245,0.04567273934765805,0.019776876267748378,0.2504705580986113
B1,16/10/2004,Standard,Westerlo,H,1.5,3.6,5.5,1.5,3.65,5.8,1.45,3.8,5.4,1.55,3.35,5.5,2004/5,€43.55m,€13.40m,1.5,0.03535533905932741,1.99959917713182,0.023570226039551608,0.012499999999999956,0.25013912058487187,3.5999999999999996,0.1620185174601964,1.9985282664267883,0.04500514373894345,0.02430555555555558,0.2505296565335544,5.550000000000001,0.14999999999999983,1.9994771667017321,0.027027027027026994,0.013513513513513375,0.25017429862812524
B1,17/10/2004,Cercle Brugge,St Truiden,H,1.9,3.2,3.5,2.0,3.25,3.3,1.9,3.1,3.5,1.9,3.3,3.4,2004/5,€10.98m,€12.10m,1.9249999999999998,0.04330127018922197,1.999638097006179,0.022494166332063362,0.009740259740259827,0.2501201730491909,3.2125,0.0739509972887451,1.9996164131297003,0.023019765692994586,0.012645914396887115,0.2501353104529847,3.425,0.08291561975888508,1.999575486409518,0.024208940075586886,0.012773722627737127,0.25015018575738035
B1,17/10/2004,Charleroi,Beveren,H,2.0,3.2,3.2,1.8,3.4,3.8,2.0,3.1,3.2,1.9,3.3,3.35,2004/5,€12.15m,€14.30m,1.9249999999999998,0.08291561975888499,1.9986515202158857,0.0430730492253948,0.02272727272727293,0.2504852606994066,3.2499999999999996,0.11180339887498938,1.999146057925888,0.034401045807689046,0.019230769230769384,0.25029653156166315,3.3875,0.24590394466132487,1.9962801602380662,0.0725915703797269,0.035977859778597576,0.2511558333271995
B1,17/10/2004,Lokeren,Club Brugge,A,4.5,3.3,1.66,4.3,3.45,1.7,4.2,3.2,1.7,4.0,3.4,1.72,2004/5,€18.73m,€53.03m,4.25,0.18027756377319945,1.998701351789302,0.04241825029957634,0.0235294117647058,0.2504519021504662,3.3375000000000004,0.09601432184835759,1.9994012777535664,0.02876833613433935,0.015917602996254665,0.25021051643143044,1.695,0.021794494717703387,1.9998803986832925,0.012858108977996099,0.006637168141592875,0.2500420485927875
