Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,B365H_Prob,BWH_Prob,WHH_Prob,IWH_Prob,B365D_Prob,BWD_Prob,WHD_Prob,IWD_Prob,B365A_Prob,BWA_Prob,WHA_Prob,IWA_Prob,Consensus,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A,League
T1,09/02/2018,Yeni Malatyaspor,Kasimpasa,D,2.2,3.25,3.29,2.1,3.3,3.3,2.3,3.3,2.9,2.25,3.2,3.0,2017/18,€18.73m,€23.80m,45.4545,47.619,44.4444,43.4783,30.7692,30.303,31.25,30.303,30.3951,30.303,33.3333,34.4828,H,45.249,1.7741,30.6563,0.4527,32.1285,2.108,FutbolLigi1
T1,10/02/2018,Besiktas,Karabukspor,H,1.1,9.0,21.0,1.13,7.25,17.5,1.15,7.0,15.0,1.12,8.0,13.0,2017/18,€122.55m,€14.75m,90.9091,88.4956,89.2857,86.9565,11.1111,13.7931,12.5,14.2857,4.7619,5.7143,7.6923,6.6667,H,88.9117,1.6457,12.9225,1.4231,6.2088,1.2581,FutbolLigi1
T1,10/02/2018,Genclerbirligi,Trabzonspor,D,2.7,3.25,2.6,2.6,3.1,2.65,2.6,3.2,2.6,2.62,3.1,2.6,2017/18,€16.90m,€64.55m,37.037,38.4615,38.1679,38.4615,30.7692,32.2581,32.2581,31.25,38.4615,37.7358,38.4615,38.4615,A,38.032,0.6776,31.6338,0.7471,38.2801,0.3629,FutbolLigi1
T1,10/02/2018,Goztep,Osmanlispor,D,1.95,3.5,3.79,2.0,3.4,3.5,2.1,3.3,3.3,1.95,3.4,3.5,2017/18,€24.60m,€25.50m,51.2821,50.0,51.2821,47.619,28.5714,29.4118,29.4118,30.303,26.3852,28.5714,28.5714,30.303,H,50.0458,1.7271,29.4245,0.7071,28.4578,1.6048,FutbolLigi1
T1,11/02/2018,Akhisar Belediyespor,Bursaspor,H,2.29,3.29,3.1,2.3,3.2,3.0,2.3,3.3,2.9,2.2,3.3,3.0,2017/18,€18.60m,€31.90m,43.6681,43.4783,45.4545,43.4783,30.3951,31.25,30.303,30.303,32.2581,33.3333,33.3333,34.4828,H,44.0198,0.9606,30.5628,0.4602,33.3519,0.9085,FutbolLigi1
T1,11/02/2018,Alanyaspor,Konyaspor,A,2.29,3.29,3.1,2.2,3.3,3.1,2.2,3.3,3.1,2.15,3.3,3.1,2017/18,€29.18m,€26.28m,43.6681,45.4545,46.5116,45.4545,30.3951,30.303,30.303,30.303,32.2581,32.2581,32.2581,32.2581,H,45.2722,1.1798,30.326,0.046,32.2581,0.0,FutbolLigi1
T1,11/02/2018,Buyuksehyr,Fenerbahce,A,1.85,3.5,4.2,1.91,3.4,3.8,2.1,3.3,3.3,1.85,3.5,3.8,2017/18,€51.80m,€74.93m,54.0541,52.356,54.0541,47.619,28.5714,29.4118,28.5714,30.303,23.8095,26.3158,26.3158,30.303,H,52.0208,3.0418,29.2144,0.8268,26.686,2.6852,FutbolLigi1
T1,11/02/2018,Kayserispor,Sivasspor,D,2.14,3.39,3.29,2.0,3.3,3.6,2.1,3.3,3.3,2.1,3.25,3.25,2017/18,€22.65m,€22.93m,46.729,50.0,47.619,47.619,29.4985,30.303,30.7692,30.303,30.3951,27.7778,30.7692,30.303,H,47.9918,1.403,30.2184,0.5279,29.8113,1.3706,FutbolLigi1
T1,12/02/2018,Galatasaray,Antalyaspor,H,1.25,5.5,12.0,1.25,5.25,11.5,1.27,5.5,9.0,1.29,5.0,9.0,2017/18,€96.05m,€30.15m,80.0,80.0,77.5194,78.7402,18.1818,19.0476,20.0,18.1818,8.3333,8.6957,11.1111,11.1111,H,79.0649,1.1892,18.8528,0.8669,9.8128,1.5064,FutbolLigi1
T1,16/02/2018,Konyaspor,Besiktas,D,5.0,4.0,1.61,5.0,3.6,1.65,4.5,3.5,1.75,4.5,4.0,1.62,2017/18,€26.28m,€122.55m,20.0,20.0,22.2222,22.2222,25.0,27.7778,25.0,28.5714,62.1118,60.6061,61.7284,57.1429,A,21.1111,1.283,26.5873,1.8613,60.3973,2.2617,FutbolLigi1
T1,17/02/2018,Antalyaspor,Kayserispor,H,2.87,3.1,2.54,2.8,3.1,2.5,2.65,3.3,2.5,2.7,3.2,2.45,2017/18,€30.15m,€22.65m,34.8432,35.7143,37.037,37.7358,32.2581,32.2581,31.25,30.303,39.3701,40.0,40.8163,40.0,A,36.3326,1.2995,31.5173,0.9387,40.0466,0.5929,FutbolLigi1
T1,17/02/2018,Fenerbahce,Alanyaspor,H,1.36,5.0,7.5,1.35,5.0,7.0,1.35,4.8,7.6,1.36,4.75,7.0,2017/18,€74.93m,€29.18m,73.5294,74.0741,73.5294,74.0741,20.0,20.0,21.0526,20.8333,13.3333,14.2857,14.2857,13.1579,H,73.8018,0.3145,20.4715,0.5517,13.7656,0.6048,FutbolLigi1
T1,17/02/2018,Sivasspor,Osmanlispor,H,2.04,3.25,3.75,1.95,3.25,3.8,2.1,3.3,3.3,2.05,3.25,3.4,2017/18,€22.93m,€25.50m,49.0196,51.2821,48.7805,47.619,30.7692,30.7692,30.7692,30.303,26.6667,26.3158,29.4118,30.303,H,49.1753,1.532,30.6526,0.2331,28.1743,1.9824,FutbolLigi1
T1,18/02/2018,Karabukspor,Akhisar Belediyespor,A,3.75,3.39,2.0,3.6,3.3,2.0,3.3,3.3,2.1,3.2,3.2,2.15,2017/18,€14.75m,€18.60m,26.6667,27.7778,31.25,30.303,29.4985,30.303,31.25,30.303,50.0,50.0,46.5116,47.619,A,28.9994,2.1368,30.3386,0.7162,48.5326,1.7536,FutbolLigi1
T1,18/02/2018,Kasimpasa,Galatasaray,H,4.75,3.5,1.75,4.4,3.6,1.75,4.5,3.5,1.75,3.8,4.0,1.75,2017/18,€23.80m,€96.05m,21.0526,22.7273,26.3158,22.2222,28.5714,27.7778,25.0,28.5714,57.1429,57.1429,57.1429,57.1429,A,23.0795,2.2687,27.4802,1.6952,57.1429,0.0,FutbolLigi1
T1,18/02/2018,Trabzonspor,Buyuksehyr,A,2.6,3.2,2.75,2.6,3.1,2.7,2.6,3.2,2.6,2.5,3.25,2.6,2017/18,€64.55m,€51.80m,38.4615,38.4615,40.0,38.4615,31.25,32.2581,30.7692,31.25,36.3636,37.037,38.4615,38.4615,H,38.8461,0.7692,31.3818,0.6266,37.5809,1.0533,FutbolLigi1
T1,19/02/2018,Genclerbirligi,Goztep,H,2.1,3.25,3.5,2.1,3.25,3.4,2.1,3.2,3.4,2.15,3.2,3.2,2017/18,€16.90m,€24.60m,47.619,47.619,46.5116,47.619,30.7692,30.7692,31.25,31.25,28.5714,29.4118,31.25,29.4118,H,47.3421,0.5537,31.0096,0.2776,29.6612,1.1308,FutbolLigi1
T1,23/02/2018,Akhisar Belediyespor,Konyaspor,H,2.25,3.2,3.29,2.25,3.1,3.2,2.2,3.3,3.1,2.15,3.3,3.1,2017/18,€18.60m,€26.28m,44.4444,44.4444,46.5116,45.4545,31.25,32.2581,30.303,30.303,30.3951,31.25,32.2581,32.2581,H,45.2137,0.9876,31.0285,0.9334,31.5403,0.8993,FutbolLigi1
T1,23/02/2018,Galatasaray,Bursaspor,H,1.25,5.5,12.0,1.3,5.25,8.5,1.4,4.4,7.3,1.3,5.0,8.5,2017/18,€96.05m,€31.90m,80.0,76.9231,76.9231,71.4286,18.1818,19.0476,20.0,22.7273,8.3333,11.7647,11.7647,13.6986,H,76.3187,3.5682,19.9892,1.9707,11.3903,2.2326,FutbolLigi1
T1,24/02/2018,Alanyaspor,Trabzonspor,A,2.79,3.39,2.45,2.8,3.25,2.4,2.75,3.3,2.4,2.7,3.5,2.3,2017/18,€29.18m,€64.55m,35.8423,35.7143,37.037,36.3636,29.4985,30.7692,28.5714,30.303,40.8163,41.6667,43.4783,41.6667,A,36.2393,0.6014,29.7855,0.9647,41.907,1.1216,FutbolLigi1
T1,24/02/2018,Kayserispor,Kasimpasa,H,1.95,3.29,4.0,2.0,3.25,3.7,2.0,3.3,3.6,2.0,3.3,3.5,2017/18,€22.65m,€23.80m,51.2821,50.0,50.0,50.0,30.3951,30.7692,30.303,30.303,25.0,27.027,28.5714,27.7778,H,50.3205,0.641,30.4426,0.222,27.094,1.5318,FutbolLigi1
T1,25/02/2018,Besiktas,Fenerbahce,H,2.14,3.29,3.39,2.15,3.3,3.2,2.2,3.3,3.1,2.15,3.3,3.1,2017/18,€122.55m,€74.93m,46.729,46.5116,46.5116,45.4545,30.3951,30.303,30.303,30.303,29.4985,31.25,32.2581,32.2581,H,46.3017,0.574,30.326,0.046,31.3162,1.3016,FutbolLigi1
T1,25/02/2018,Goztep,Sivasspor,H,2.39,3.25,2.89,2.35,3.2,2.95,2.4,3.3,2.75,2.4,3.3,2.7,2017/18,€24.60m,€22.93m,41.841,42.5532,41.6667,41.6667,30.7692,31.25,30.303,30.303,34.6021,33.8983,37.037,36.3636,H,41.9319,0.4223,30.6563,0.4527,35.4752,1.4694,FutbolLigi1
T1,25/02/2018,Osmanlispor,Antalyaspor,D,1.75,3.5,4.75,1.8,3.3,4.6,2.0,3.3,3.6,1.8,3.5,4.0,2017/18,€25.50m,€30.15m,57.1429,55.5556,55.5556,50.0,28.5714,30.303,28.5714,30.303,21.0526,21.7391,25.0,27.7778,H,54.5635,3.133,29.4372,0.9997,23.8924,3.1104,FutbolLigi1
T1,26/02/2018,Buyuksehyr,Genclerbirligi,D,1.44,4.5,6.5,1.5,4.2,5.75,1.5,4.0,6.1,1.53,4.0,5.5,2017/18,€51.80m,€16.90m,69.4444,66.6667,65.3595,66.6667,22.2222,23.8095,25.0,25.0,15.3846,17.3913,18.1818,16.3934,H,67.0343,1.7208,24.0079,1.3161,16.8378,1.2141,FutbolLigi1
T1,02/03/2018,Bursaspor,Kayserispor,H,2.45,3.29,2.87,2.45,3.2,2.75,2.5,3.3,2.65,2.45,3.1,2.8,2017/18,€31.90m,€22.65m,40.8163,40.8163,40.8163,40.0,30.3951,31.25,32.2581,30.303,34.8432,36.3636,35.7143,37.7358,H,40.6122,0.4081,31.0516,0.9104,36.1642,1.2189,FutbolLigi1
T1,03/03/2018,Buyuksehyr,Goztep,H,1.39,4.2,9.0,1.4,4.33,7.25,1.45,4.0,7.0,1.4,4.5,6.5,2017/18,€51.80m,€24.60m,71.9424,71.4286,71.4286,68.9655,23.8095,23.0947,22.2222,25.0,11.1111,13.7931,15.3846,14.2857,H,70.9413,1.3393,23.5316,1.1746,13.6436,1.8147,FutbolLigi1
T1,03/03/2018,Karabukspor,Galatasaray,A,10.0,6.0,1.25,9.25,5.5,1.26,13.0,5.8,1.2,9.0,5.5,1.25,2017/18,€14.75m,€96.05m,10.0,10.8108,11.1111,7.6923,16.6667,18.1818,18.1818,17.2414,80.0,79.3651,80.0,83.3333,A,9.9036,1.5471,17.5679,0.7467,80.6746,1.7976,FutbolLigi1
T1,03/03/2018,Kasimpasa,Osmanlispor,D,2.14,3.39,3.29,2.15,3.3,3.25,2.2,3.3,3.1,2.15,3.4,3.0,2017/18,€23.80m,€25.50m,46.729,46.5116,46.5116,45.4545,29.4985,30.303,29.4118,30.303,30.3951,30.7692,33.3333,32.2581,H,46.3017,0.574,29.8791,0.4908,31.6889,1.3599,FutbolLigi1
T1,04/03/2018,Antalyaspor,Sivasspor,A,2.54,3.39,2.62,2.6,3.3,2.55,2.6,3.2,2.6,2.5,3.25,2.6,2017/18,€30.15m,€22.93m,39.3701,38.4615,40.0,38.4615,29.4985,30.303,30.7692,31.25,38.1679,39.2157,38.4615,38.4615,H,39.0733,0.7518,30.4552,0.7458,38.5766,0.448,FutbolLigi1
T1,04/03/2018,Fenerbahce,Akhisar Belediyespor,A,1.33,5.0,9.0,1.36,4.75,7.25,1.35,4.8,7.6,1.35,4.6,7.5,2017/18,€74.93m,€18.60m,75.188,73.5294,74.0741,74.0741,20.0,21.0526,21.7391,20.8333,11.1111,13.7931,13.3333,13.1579,H,74.2164,0.6968,20.9062,0.7169,12.8488,1.1891,FutbolLigi1
T1,04/03/2018,Genclerbirligi,Alanyaspor,A,1.75,3.6,4.59,1.85,3.5,4.0,1.9,3.45,3.8,1.83,3.6,3.75,2017/18,€16.90m,€29.18m,57.1429,54.0541,54.6448,52.6316,27.7778,28.5714,27.7778,28.9855,21.7865,25.0,26.6667,26.3158,H,54.6184,1.8832,28.2781,0.602,24.9422,2.2228,FutbolLigi1
T1,04/03/2018,Konyaspor,Yeni Malatyaspor,A,1.9,3.39,4.0,1.9,3.25,4.1,2.1,3.3,3.3,2.0,3.1,3.75,2017/18,€26.28m,€18.73m,52.6316,52.6316,50.0,47.619,29.4985,30.7692,32.2581,30.303,25.0,24.3902,26.6667,30.303,H,50.7205,2.4113,30.7072,1.1595,26.59,2.6558,FutbolLigi1
T1,05/03/2018,Trabzonspor,Besiktas,A,3.29,3.5,2.1,3.2,3.4,2.1,3.1,3.3,2.2,3.25,3.4,2.05,2017/18,€64.55m,€122.55m,30.3951,31.25,30.7692,32.2581,28.5714,29.4118,29.4118,30.303,47.619,47.619,48.7805,45.4545,A,31.1681,0.8065,29.4245,0.7071,47.3683,1.3884,FutbolLigi1
T1,09/03/2018,Alanyaspor,Buyuksehyr,H,4.0,3.6,1.85,3.7,3.5,1.91,3.8,3.45,1.9,3.8,3.5,1.85,2017/18,€29.18m,€51.80m,25.0,27.027,26.3158,26.3158,27.7778,28.5714,28.5714,28.9855,54.0541,52.356,54.0541,52.6316,A,26.1646,0.8457,28.4765,0.5051,53.274,0.9078,FutbolLigi1
T1,10/03/2018,Besiktas,Genclerbirligi,H,1.28,5.5,9.5,1.3,5.0,9.25,1.3,5.0,9.0,1.3,5.0,8.5,2017/18,€122.55m,€16.90m,78.125,76.9231,76.9231,76.9231,18.1818,20.0,20.0,20.0,10.5263,10.8108,11.7647,11.1111,H,77.2236,0.6009,19.5454,0.9091,11.0532,0.531,FutbolLigi1
T1,10/03/2018,Osmanlispor,Bursaspor,H,2.04,3.29,3.6,2.0,3.3,3.6,2.0,3.3,3.6,2.0,3.4,3.4,2017/18,€25.50m,€31.90m,49.0196,50.0,50.0,50.0,30.3951,30.303,29.4118,30.303,27.7778,27.7778,29.4118,27.7778,H,49.7549,0.4902,30.1032,0.463,28.1863,0.817,FutbolLigi1
T1,10/03/2018,Sivasspor,Kasimpasa,D,1.9,3.6,4.0,1.91,3.5,3.7,2.0,3.3,3.6,1.95,3.5,3.4,2017/18,€22.93m,€23.80m,52.6316,52.356,51.2821,50.0,27.7778,28.5714,28.5714,30.303,25.0,27.027,29.4118,27.7778,H,51.5674,1.1962,28.8059,1.0659,27.3042,1.8305,FutbolLigi1
T1,11/03/2018,Galatasaray,Konyaspor,H,1.22,6.5,11.0,1.22,5.75,11.0,1.22,5.5,12.0,1.25,5.5,9.0,2017/18,€96.05m,€26.28m,81.9672,81.9672,80.0,81.9672,15.3846,17.3913,18.1818,18.1818,9.0909,9.0909,11.1111,8.3333,H,81.4754,0.9836,17.2849,1.3205,9.4066,1.1912,FutbolLigi1
T1,11/03/2018,Goztep,Antalyaspor,H,2.25,3.39,3.1,2.2,3.2,3.2,2.2,3.3,3.1,2.2,3.3,3.0,2017/18,€24.60m,€30.15m,44.4444,45.4545,45.4545,45.4545,29.4985,31.25,30.303,30.303,32.2581,31.25,33.3333,32.2581,H,45.202,0.5051,30.3386,0.7162,32.2749,0.8507,FutbolLigi1
T1,11/03/2018,Yeni Malatyaspor,Fenerbahce,A,4.0,3.6,1.85,3.75,3.3,1.95,4.2,3.5,1.8,3.5,3.3,2.0,2017/18,€18.73m,€74.93m,25.0,26.6667,28.5714,23.8095,27.7778,30.303,30.303,28.5714,54.0541,51.2821,50.0,55.5556,A,26.0119,2.07,29.2388,1.2708,52.723,2.5355,FutbolLigi1
T1,12/03/2018,Akhisar Belediyespor,Trabzonspor,A,2.37,3.29,2.89,2.45,3.2,2.8,2.6,3.2,2.6,2.6,3.1,2.6,2017/18,€18.60m,€64.55m,42.1941,40.8163,38.4615,38.4615,30.3951,31.25,32.2581,31.25,34.6021,35.7143,38.4615,38.4615,H,39.9834,1.8451,31.2883,0.7619,36.8098,1.9605,FutbolLigi1
T1,16/03/2018,Karabukspor,Osmanlispor,A,6.0,4.5,1.5,5.75,4.2,1.5,5.1,4.2,1.55,5.0,3.75,1.6,2017/18,€14.75m,€25.50m,16.6667,17.3913,20.0,19.6078,22.2222,23.8095,26.6667,23.8095,66.6667,66.6667,62.5,64.5161,A,18.4164,1.637,24.127,1.8511,65.0874,2.0008,FutbolLigi1
T1,16/03/2018,Kasimpasa,Antalyaspor,A,2.0,3.6,3.5,1.95,3.6,3.4,2.0,3.3,3.6,2.0,3.6,3.2,2017/18,€23.80m,€30.15m,50.0,51.2821,50.0,50.0,27.7778,27.7778,27.7778,30.303,28.5714,29.4118,31.25,27.7778,H,50.3205,0.641,28.4091,1.2626,29.2528,1.4893,FutbolLigi1
T1,17/03/2018,Bursaspor,Sivasspor,H,2.39,3.2,3.0,2.45,3.2,2.75,2.4,3.3,2.75,2.4,3.25,2.75,2017/18,€31.90m,€22.93m,41.841,40.8163,41.6667,41.6667,31.25,31.25,30.7692,30.303,33.3333,36.3636,36.3636,36.3636,H,41.4977,0.4616,30.893,0.454,35.606,1.5151,FutbolLigi1
T1,17/03/2018,Fenerbahce,Galatasaray,D,2.1,3.5,3.29,2.2,3.4,3.0,2.4,3.3,2.75,2.25,3.3,2.9,2017/18,€74.93m,€96.05m,47.619,45.4545,44.4444,41.6667,28.5714,29.4118,30.303,30.303,30.3951,33.3333,34.4828,36.3636,H,44.7962,2.4711,29.6473,0.8312,33.6437,2.5001,FutbolLigi1
T1,17/03/2018,Genclerbirligi,Akhisar Belediyespor,D,2.25,3.2,3.25,2.3,3.25,2.95,2.3,3.3,2.9,2.25,3.2,3.0,2017/18,€16.90m,€18.60m,44.4444,43.4783,44.4444,43.4783,31.25,30.7692,31.25,30.303,30.7692,33.8983,33.3333,34.4828,H,43.9613,0.5578,30.893,0.454,33.1209,1.6365,FutbolLigi1
T1,18/03/2018,Alanyaspor,Goztep,D,2.04,3.6,3.29,2.1,3.2,3.4,1.95,3.35,3.7,2.0,3.6,3.2,2017/18,€29.18m,€24.60m,49.0196,47.619,50.0,51.2821,27.7778,31.25,27.7778,29.8507,30.3951,29.4118,31.25,27.027,H,49.4802,1.5485,29.1641,1.6996,29.521,1.8244,FutbolLigi1
T1,18/03/2018,Buyuksehyr,Besiktas,H,3.39,3.1,2.25,3.0,3.3,2.25,2.9,3.3,2.3,3.0,3.3,2.2,2017/18,€51.80m,€122.55m,29.4985,33.3333,33.3333,34.4828,32.2581,30.303,30.303,30.303,44.4444,44.4444,45.4545,43.4783,A,32.662,2.1775,30.7918,0.9775,44.4554,0.8069,FutbolLigi1
T1,18/03/2018,Konyaspor,Kayserispor,H,2.39,3.2,3.0,2.5,3.2,2.7,2.5,3.3,2.65,2.45,3.0,2.88,2017/18,€26.28m,€22.65m,41.841,40.0,40.8163,40.0,31.25,31.25,33.3333,30.303,33.3333,37.037,34.7222,37.7358,H,40.6643,0.8737,31.5341,1.2799,35.7071,2.0404,FutbolLigi1
T1,18/03/2018,Trabzonspor,Yeni Malatyaspor,H,1.64,3.6,5.5,1.65,3.7,5.0,1.65,3.6,5.1,1.65,3.5,5.0,2017/18,€64.55m,€18.73m,60.9756,60.6061,60.6061,60.6061,27.7778,27.027,28.5714,27.7778,18.1818,20.0,20.0,19.6078,H,60.6985,0.1848,27.7885,0.6306,19.4474,0.8638,FutbolLigi1
T1,30/03/2018,Sivasspor,Karabukspor,H,1.28,5.5,10.0,1.26,5.75,8.75,1.25,5.5,10.3,1.29,5.5,7.5,2017/18,€22.93m,€14.75m,78.125,79.3651,77.5194,80.0,18.1818,17.3913,18.1818,18.1818,10.0,11.4286,13.3333,9.7087,H,78.7524,1.1322,17.9842,0.3952,11.1176,1.6573,FutbolLigi1
T1,31/03/2018,Antalyaspor,Bursaspor,H,2.2,3.2,3.39,2.2,3.4,3.0,2.2,3.3,3.1,2.25,3.3,2.9,2017/18,€30.15m,€31.90m,45.4545,45.4545,44.4444,45.4545,31.25,29.4118,30.303,30.303,29.4985,33.3333,34.4828,32.2581,H,45.202,0.5051,30.317,0.7506,32.3932,2.1329,FutbolLigi1
T1,31/03/2018,Besiktas,Alanyaspor,H,1.25,6.0,10.0,1.3,5.5,7.5,1.27,5.2,10.0,1.29,5.5,8.0,2017/18,€122.55m,€29.18m,80.0,76.9231,77.5194,78.7402,16.6667,18.1818,18.1818,19.2308,10.0,13.3333,12.5,10.0,H,78.2957,1.3649,18.0653,1.0554,11.4583,1.7179,FutbolLigi1
T1,31/03/2018,Yeni Malatyaspor,Genclerbirligi,H,2.2,3.1,3.5,2.2,3.2,3.2,2.2,3.3,3.1,2.15,3.1,3.3,2017/18,€18.73m,€16.90m,45.4545,45.4545,46.5116,45.4545,32.2581,31.25,32.2581,30.303,28.5714,31.25,30.303,32.2581,H,45.7188,0.5285,31.5173,0.9387,30.5956,1.5679,FutbolLigi1
T1,01/04/2018,Akhisar Belediyespor,Buyuksehyr,A,4.0,3.39,1.9,3.7,3.4,1.95,3.1,3.3,2.2,3.6,3.2,2.0,2017/18,€18.60m,€51.80m,25.0,27.027,27.7778,32.2581,29.4985,29.4118,31.25,30.303,52.6316,51.2821,50.0,45.4545,A,28.0157,3.0619,30.1158,0.856,49.842,3.1161,FutbolLigi1
T1,01/04/2018,Galatasaray,Trabzonspor,H,1.5,4.33,6.0,1.5,4.5,5.25,1.5,4.0,6.1,1.53,4.2,5.0,2017/18,€96.05m,€64.55m,66.6667,66.6667,65.3595,66.6667,23.0947,22.2222,23.8095,25.0,16.6667,19.0476,20.0,16.3934,H,66.3399,0.6536,23.5316,1.1746,18.0269,1.7751,FutbolLigi1
T1,01/04/2018,Goztep,Kasimpasa,A,2.14,3.39,3.29,2.15,3.5,3.0,2.1,3.3,3.3,2.05,3.6,3.1,2017/18,€24.60m,€23.80m,46.729,46.5116,48.7805,47.619,29.4985,28.5714,27.7778,30.303,30.3951,33.3333,32.2581,30.303,H,47.41,1.0316,29.0377,1.0982,31.5724,1.4797,FutbolLigi1
T1,01/04/2018,Osmanlispor,Konyaspor,D,2.29,3.1,3.29,2.4,3.25,2.8,2.2,3.3,3.1,2.38,3.2,2.8,2017/18,€25.50m,€26.28m,43.6681,41.6667,42.0168,45.4545,32.2581,30.7692,31.25,30.303,30.3951,35.7143,35.7143,32.2581,H,43.2015,1.7371,31.1451,0.8367,33.5204,2.645,FutbolLigi1
T1,02/04/2018,Kayserispor,Fenerbahce,A,3.6,3.29,2.04,3.3,3.3,2.1,3.3,3.3,2.1,3.2,3.2,2.15,2017/18,€22.65m,€74.93m,27.7778,30.303,31.25,30.303,30.3951,30.303,31.25,30.303,49.0196,47.619,46.5116,47.619,A,29.9084,1.4889,30.5628,0.4602,47.6923,1.0274,FutbolLigi1
T1,06/04/2018,Buyuksehyr,Yeni Malatyaspor,H,1.39,4.5,8.0,1.36,4.6,7.75,1.37,4.6,7.5,1.4,4.2,7.5,2017/18,€51.80m,€18.73m,71.9424,73.5294,71.4286,72.9927,22.2222,21.7391,23.8095,21.7391,12.5,12.9032,13.3333,13.3333,H,72.4733,0.9589,22.3775,0.9815,13.0174,0.4001,FutbolLigi1
T1,07/04/2018,Besiktas,Goztep,H,1.19,7.0,12.0,1.2,6.0,12.0,1.2,6.6,11.0,1.22,6.0,9.5,2017/18,€122.55m,€24.60m,84.0336,83.3333,81.9672,83.3333,14.2857,16.6667,16.6667,15.1515,8.3333,8.3333,10.5263,9.0909,H,83.1668,0.8652,15.6926,1.179,9.071,1.0339,FutbolLigi1
T1,07/04/2018,Karabukspor,Antalyaspor,A,8.0,5.0,1.36,7.0,5.0,1.35,7.1,4.85,1.37,8.5,5.0,1.3,2017/18,€14.75m,€30.15m,12.5,14.2857,11.7647,14.0845,20.0,20.0,20.0,20.6186,73.5294,74.0741,76.9231,72.9927,A,13.1587,1.2253,20.1546,0.3093,74.3798,1.7521,FutbolLigi1
T1,07/04/2018,Trabzonspor,Kayserispor,H,1.66,3.75,5.0,1.65,3.7,5.0,1.67,3.85,4.6,1.7,3.6,4.4,2017/18,€64.55m,€22.65m,60.241,60.6061,58.8235,59.8802,26.6667,27.027,27.7778,25.974,20.0,20.0,22.7273,21.7391,H,59.8877,0.7689,26.8614,0.7511,21.1166,1.351,FutbolLigi1
T1,08/04/2018,Alanyaspor,Akhisar Belediyespor,H,1.9,3.5,4.0,2.0,3.3,3.6,1.93,3.6,3.55,2.0,3.5,3.3,2017/18,€29.18m,€18.60m,52.6316,50.0,50.0,51.8135,28.5714,30.303,28.5714,27.7778,25.0,27.7778,30.303,28.169,H,51.1113,1.3259,28.8059,1.0659,27.8124,2.1788,FutbolLigi1
T1,08/04/2018,Bursaspor,Kasimpasa,A,2.0,3.29,3.75,2.1,3.3,3.3,2.05,3.45,3.35,2.1,3.4,3.1,2017/18,€31.90m,€23.80m,50.0,47.619,47.619,48.7805,30.3951,30.303,29.4118,28.9855,26.6667,30.303,32.2581,29.8507,H,48.5046,1.1374,29.7738,0.6876,29.7696,2.3174,FutbolLigi1
T1,08/04/2018,Fenerbahce,Osmanlispor,H,1.28,5.0,11.0,1.3,5.0,9.0,1.3,5.2,8.3,1.3,5.0,8.5,2017/18,€74.93m,€25.50m,78.125,76.9231,76.9231,76.9231,20.0,20.0,20.0,19.2308,9.0909,11.1111,11.7647,12.0482,H,77.2236,0.6009,19.8077,0.3846,11.0037,1.3342,FutbolLigi1
T1,08/04/2018,Konyaspor,Sivasspor,H,1.95,3.29,4.0,2.0,3.25,3.7,1.95,3.3,3.8,2.0,3.2,3.6,2017/18,€26.28m,€22.93m,51.2821,50.0,50.0,51.2821,30.3951,30.7692,31.25,30.303,25.0,27.027,27.7778,26.3158,H,50.6411,0.7402,30.6793,0.4306,26.5302,1.1819,FutbolLigi1
T1,09/04/2018,Genclerbirligi,Galatasaray,H,7.5,3.79,1.5,5.5,3.9,1.55,5.6,4.1,1.53,5.0,3.8,1.6,2017/18,€16.90m,€96.05m,13.3333,18.1818,20.0,17.8571,26.3852,25.641,26.3158,24.3902,66.6667,64.5161,62.5,65.3595,A,17.343,2.8346,25.6831,0.925,64.7606,1.7476,FutbolLigi1
T1,13/04/2018,Akhisar Belediyespor,Besiktas,A,7.5,4.5,1.39,6.25,4.5,1.44,6.0,4.5,1.45,6.0,4.33,1.44,2017/18,€18.60m,€122.55m,13.3333,16.0,16.6667,16.6667,22.2222,22.2222,23.0947,22.2222,71.9424,69.4444,69.4444,68.9655,A,15.6667,1.587,22.4403,0.4362,69.9492,1.3479,FutbolLigi1
T1,14/04/2018,Kasimpasa,Karabukspor,H,1.33,5.75,7.5,1.28,5.5,8.75,1.25,6.0,8.9,1.29,5.5,7.5,2017/18,€23.80m,€14.75m,75.188,78.125,77.5194,80.0,17.3913,18.1818,18.1818,16.6667,13.3333,11.4286,13.3333,11.236,H,77.7081,1.9844,17.6054,0.7283,12.3328,1.158,FutbolLigi1
T1,14/04/2018,Sivasspor,Fenerbahce,A,5.75,4.0,1.57,5.0,3.8,1.62,5.2,3.9,1.57,5.0,3.75,1.6,2017/18,€22.93m,€74.93m,17.3913,20.0,20.0,19.2308,25.0,26.3158,26.6667,25.641,63.6943,61.7284,62.5,63.6943,A,19.1555,1.2308,25.9059,0.7388,62.9042,0.9651,FutbolLigi1
