Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,LBH,LBD,LBA,Season,HomeValue,AwayValue,HS,AS,HST,AST,HY,AY,HR,AR,VCH,VCD,VCA,HC,AC,HF,AF,PSCH,PSCD,PSCA
F1,06/04/2013,Sochaux,Ajaccio,0.0,0.0,D,0.0,0.0,D,2.05,3.2,3.8,2.05,3.25,3.7,2.05,3.25,3.7,2.1,3.3,3.5,2012/13,€46.85m,€34.10m,12.0,12.0,6.0,2.0,1.0,2.0,0.0,0.0,2.1,3.3,3.9,4.0,2.0,17.0,15.0,2.1,3.41,3.99
F1,06/04/2013,Toulouse,Nice,3.0,4.0,A,2.0,2.0,D,2.0,3.2,4.0,2.0,3.0,4.33,2.0,3.0,4.33,2.15,3.2,3.5,2012/13,€82.00m,€59.15m,13.0,9.0,5.0,7.0,5.0,2.0,1.0,1.0,2.05,3.25,4.33,8.0,4.0,16.0,18.0,2.06,3.23,4.46
F1,07/04/2013,Lille,Lorient,5.0,0.0,H,4.0,0.0,H,1.67,3.5,5.5,1.62,3.6,6.0,1.62,3.6,6.0,1.7,3.6,5.0,2012/13,€114.60m,€63.75m,16.0,5.0,8.0,3.0,0.0,3.0,0.0,0.0,1.7,3.9,5.5,2.0,0.0,9.0,7.0,1.64,3.81,6.53
F1,07/04/2013,Reims,Lyon,1.0,0.0,H,0.0,0.0,D,3.8,3.3,2.0,4.0,3.3,1.95,4.0,3.3,1.95,4.0,3.4,1.9,2012/13,€29.50m,€155.65m,13.0,6.0,7.0,3.0,1.0,2.0,0.0,1.0,3.9,3.4,2.05,9.0,2.0,13.0,16.0,3.49,3.24,2.35
F1,07/04/2013,St Etienne,Evian Thonon Gaillard,1.0,0.0,H,0.0,0.0,D,1.45,4.1,7.5,1.5,3.75,7.5,1.5,3.75,7.5,1.5,4.2,6.5,2012/13,€97.60m,€34.55m,13.0,8.0,6.0,2.0,0.0,3.0,0.0,0.0,1.5,4.3,7.5,9.0,0.0,12.0,12.0,1.56,4.18,7.19
F1,12/04/2013,Valenciennes,St Etienne,0.0,0.0,D,0.0,0.0,D,4.0,3.3,1.95,3.8,3.3,2.0,3.8,3.3,2.0,3.75,3.3,2.0,2012/13,€49.75m,€97.60m,11.0,10.0,1.0,1.0,0.0,3.0,0.0,0.0,4.1,3.5,2.0,4.0,5.0,16.0,13.0,4.01,3.52,2.04
F1,13/04/2013,Ajaccio,Nancy,1.0,1.0,D,1.0,1.0,D,2.25,3.1,3.4,2.3,3.0,3.4,2.3,3.0,3.4,2.2,3.1,3.5,2012/13,€34.10m,€36.85m,16.0,10.0,5.0,4.0,2.0,0.0,0.0,0.0,2.38,3.25,3.4,7.0,3.0,22.0,10.0,2.27,3.31,3.57
F1,13/04/2013,Bordeaux,Montpellier,4.0,2.0,H,3.0,1.0,H,2.25,3.1,3.4,2.3,3.0,3.4,2.3,3.0,3.4,2.29,3.1,3.2,2012/13,€80.95m,€78.70m,15.0,10.0,6.0,4.0,2.0,4.0,0.0,0.0,2.3,3.2,3.6,3.0,3.0,14.0,17.0,2.36,3.21,3.51
F1,13/04/2013,Brest,Reims,0.0,2.0,A,0.0,1.0,A,2.5,3.1,2.9,2.5,3.1,2.95,2.5,3.1,2.95,2.4,3.1,3.0,2012/13,€36.10m,€29.50m,14.0,8.0,3.0,4.0,3.0,2.0,0.0,0.0,2.62,3.2,3.0,6.0,3.0,20.0,11.0,2.59,3.09,3.22
F1,13/04/2013,Evian Thonon Gaillard,Stade Rennais FC,4.0,2.0,H,2.0,1.0,H,2.5,3.1,2.9,2.55,3.1,2.85,2.55,3.1,2.85,2.5,3.2,2.8,2012/13,€34.55m,€97.80m,16.0,10.0,7.0,4.0,1.0,2.0,0.0,0.0,2.55,3.2,3.0,4.0,3.0,14.0,15.0,2.41,3.32,3.3
F1,13/04/2013,Lorient,Bastia,4.0,1.0,H,1.0,0.0,H,1.95,3.3,4.0,1.91,3.4,4.0,1.91,3.4,4.0,1.9,3.4,4.0,2012/13,€63.75m,€36.05m,20.0,10.0,10.0,2.0,1.0,2.0,0.0,0.0,2.0,3.5,4.0,6.0,4.0,7.0,11.0,1.88,3.65,4.68
F1,13/04/2013,Troyes,Paris SG,0.0,1.0,A,0.0,0.0,D,5.5,3.8,1.62,6.25,3.75,1.57,6.25,3.75,1.57,6.0,3.8,1.57,2012/13,€21.80m,€313.60m,11.0,12.0,6.0,5.0,1.0,1.0,0.0,0.0,6.0,3.8,1.67,3.0,2.0,10.0,9.0,5.8,4.13,1.65
F1,14/04/2013,Lille,Marseille,0.0,0.0,D,0.0,0.0,D,2.0,3.2,4.0,2.0,3.2,4.0,2.0,3.2,4.0,2.04,3.4,3.5,2012/13,€114.60m,€150.65m,16.0,6.0,7.0,3.0,1.0,1.0,0.0,0.0,2.05,3.3,4.1,7.0,2.0,14.0,15.0,1.96,3.6,4.29
F1,14/04/2013,Lyon,Toulouse,3.0,1.0,H,1.0,1.0,D,1.91,3.3,4.2,1.83,3.3,4.6,1.83,3.3,4.6,1.8,3.5,4.5,2012/13,€155.65m,€82.00m,10.0,9.0,3.0,1.0,1.0,1.0,0.0,0.0,1.95,3.25,4.5,8.0,2.0,16.0,15.0,2.04,3.2,4.59
F1,14/04/2013,Nice,Sochaux,3.0,0.0,H,0.0,0.0,D,1.83,3.2,5.0,1.83,3.3,4.6,1.83,3.3,4.6,1.8,3.4,4.59,2012/13,€59.15m,€46.85m,18.0,5.0,6.0,0.0,1.0,2.0,0.0,0.0,1.91,3.4,4.6,7.0,1.0,11.0,10.0,1.85,3.36,5.45
F1,19/04/2013,Montpellier,Lyon,1.0,2.0,A,1.0,1.0,D,2.3,3.25,3.1,2.35,3.2,3.1,2.35,3.2,3.1,2.25,3.3,3.1,2012/13,€78.70m,€155.65m,13.0,13.0,4.0,4.0,0.0,3.0,0.0,0.0,2.4,3.3,3.2,4.0,5.0,16.0,20.0,2.29,3.32,3.53
F1,20/04/2013,Marseille,Brest,1.0,0.0,H,1.0,0.0,H,1.36,4.5,9.0,1.33,4.33,12.0,1.33,4.33,12.0,1.36,4.33,10.0,2012/13,€150.65m,€36.10m,9.0,10.0,2.0,2.0,1.0,2.0,0.0,0.0,1.4,4.6,10.0,6.0,4.0,7.0,11.0,1.36,4.84,12.72
F1,21/04/2013,Bastia,Lille,1.0,2.0,A,0.0,0.0,D,3.4,3.2,2.2,3.6,3.2,2.1,3.6,3.2,2.1,3.4,3.25,2.15,2012/13,€36.05m,€114.60m,6.0,19.0,2.0,6.0,3.0,2.0,0.0,0.0,3.5,3.4,2.2,1.0,10.0,14.0,16.0,4.3,3.57,1.97
F1,21/04/2013,Nancy,Evian Thonon Gaillard,3.0,1.0,H,1.0,1.0,D,2.15,3.1,3.6,2.1,3.1,3.75,2.1,3.1,3.75,2.15,3.1,3.6,2012/13,€36.85m,€34.55m,11.0,10.0,7.0,4.0,2.0,1.0,0.0,0.0,2.15,3.3,3.7,5.0,2.0,9.0,7.0,2.27,3.18,3.77
F1,21/04/2013,Paris SG,Nice,3.0,0.0,H,1.0,0.0,H,1.45,4.0,8.0,1.44,3.9,8.75,1.44,3.9,8.75,1.44,4.33,7.0,2012/13,€313.60m,€59.15m,16.0,6.0,8.0,1.0,2.0,2.0,0.0,1.0,1.45,4.33,8.5,6.0,3.0,17.0,15.0,1.39,4.73,10.49
F1,21/04/2013,Reims,Valenciennes,0.0,1.0,A,0.0,0.0,D,2.2,3.1,3.5,2.3,2.85,3.6,2.3,2.85,3.6,2.2,3.1,3.5,2012/13,€29.50m,€49.75m,10.0,15.0,1.0,5.0,2.0,2.0,0.0,0.0,2.25,3.25,3.6,7.0,6.0,12.0,12.0,2.37,3.18,3.52
F1,21/04/2013,Sochaux,Bordeaux,2.0,2.0,D,1.0,0.0,H,3.0,3.0,2.5,2.85,3.1,2.55,2.85,3.1,2.55,2.87,3.0,2.6,2012/13,€46.85m,€80.95m,18.0,23.0,6.0,5.0,3.0,2.0,0.0,0.0,3.0,3.1,2.7,6.0,11.0,11.0,13.0,2.86,3.08,2.89
F1,21/04/2013,Toulouse,Lorient,0.0,1.0,A,0.0,0.0,D,2.0,3.3,3.75,1.95,3.2,4.2,1.95,3.2,4.2,2.0,3.3,3.75,2012/13,€82.00m,€63.75m,14.0,9.0,4.0,2.0,1.0,0.0,0.0,0.0,2.05,3.4,4.1,8.0,4.0,13.0,12.0,1.85,3.53,5.11
F1,24/04/2013,Stade Rennais FC,Troyes,1.0,2.0,A,1.0,2.0,A,1.83,3.4,4.5,1.8,3.4,4.5,1.8,3.4,4.5,1.83,3.5,4.33,2012/13,€97.80m,€21.80m,10.0,10.0,2.0,6.0,1.0,0.0,0.0,0.0,1.87,3.5,4.6,4.0,4.0,14.0,10.0,1.94,3.59,4.42
F1,24/04/2013,St Etienne,Ajaccio,4.0,2.0,H,1.0,1.0,D,1.44,4.1,8.0,1.44,4.0,8.0,1.44,4.0,8.0,1.44,4.2,7.5,2012/13,€97.60m,€34.10m,19.0,11.0,9.0,5.0,2.0,2.0,0.0,0.0,1.5,4.2,8.0,10.0,6.0,12.0,12.0,1.45,4.49,9.36
F1,26/04/2013,Lille,Sochaux,3.0,3.0,D,2.0,0.0,H,1.33,4.75,9.5,1.36,4.5,9.25,1.36,4.5,9.25,1.4,4.33,8.5,2012/13,€114.60m,€46.85m,23.0,6.0,9.0,4.0,0.0,2.0,0.0,0.0,1.36,4.8,10.5,7.0,0.0,9.0,26.0,1.4,4.69,10.75
F1,27/04/2013,Ajaccio,Montpellier,2.0,1.0,H,0.0,0.0,D,3.1,3.1,2.4,3.1,3.1,2.4,3.1,3.1,2.4,2.8,3.2,2.5,2012/13,€34.10m,€78.70m,14.0,7.0,4.0,2.0,2.0,1.0,1.0,1.0,3.1,3.2,2.55,5.0,4.0,15.0,19.0,2.58,3.27,3.06
F1,27/04/2013,Bastia,Toulouse,0.0,0.0,D,0.0,0.0,D,2.55,3.1,2.88,2.65,3.1,2.75,2.65,3.1,2.75,2.6,3.1,2.8,2012/13,€36.05m,€82.00m,15.0,11.0,2.0,2.0,0.0,2.0,0.0,0.0,2.55,3.25,2.9,5.0,4.0,12.0,14.0,2.82,3.18,2.85
F1,27/04/2013,Bordeaux,Reims,0.0,0.0,D,0.0,0.0,D,1.67,3.5,5.5,1.7,3.4,5.5,1.7,3.4,5.5,1.66,3.5,5.5,2012/13,€80.95m,€29.50m,11.0,6.0,3.0,0.0,2.0,2.0,0.0,0.0,1.73,3.6,5.75,10.0,4.0,11.0,13.0,1.81,3.49,5.55
F1,27/04/2013,Brest,Stade Rennais FC,0.0,2.0,A,0.0,2.0,A,2.8,3.0,2.7,2.75,3.0,2.7,2.75,3.0,2.7,2.87,3.2,2.5,2012/13,€36.10m,€97.80m,17.0,7.0,5.0,4.0,0.0,1.0,0.0,0.0,2.88,3.12,2.75,10.0,3.0,20.0,13.0,2.78,3.25,2.84
F1,27/04/2013,Lorient,Marseille,0.0,1.0,A,0.0,1.0,A,3.1,3.1,2.4,3.1,3.2,2.35,3.1,3.2,2.35,2.9,3.1,2.5,2012/13,€63.75m,€150.65m,12.0,6.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,3.3,2.5,4.0,7.0,10.0,13.0,2.77,3.19,2.88
F1,27/04/2013,Valenciennes,Nancy,0.0,0.0,D,0.0,0.0,D,2.25,3.1,3.4,2.4,3.1,3.1,2.4,3.1,3.1,2.2,3.25,3.25,2012/13,€49.75m,€36.85m,18.0,9.0,4.0,4.0,1.0,2.0,0.0,0.0,2.4,3.3,3.2,4.0,2.0,11.0,12.0,2.42,3.2,3.39
F1,28/04/2013,Evian Thonon Gaillard,Paris SG,0.0,1.0,A,0.0,0.0,D,4.75,3.75,1.7,5.0,3.6,1.7,5.0,3.6,1.7,5.0,3.75,1.66,2012/13,€34.55m,€313.60m,14.0,10.0,3.0,5.0,2.0,1.0,0.0,2.0,5.2,3.8,1.73,6.0,4.0,19.0,20.0,6.65,4.24,1.58
F1,28/04/2013,Lyon,St Etienne,1.0,1.0,D,0.0,1.0,A,2.3,3.1,3.3,2.2,3.25,3.3,2.2,3.25,3.3,2.29,3.2,3.1,2012/13,€155.65m,€97.60m,13.0,13.0,3.0,4.0,2.0,2.0,0.0,0.0,2.3,3.3,3.3,4.0,6.0,10.0,10.0,2.85,3.14,2.85
F1,28/04/2013,Nice,Troyes,3.0,1.0,H,2.0,1.0,H,1.8,3.3,5.0,1.75,3.25,5.5,1.75,3.25,5.5,1.7,3.5,5.25,2012/13,€59.15m,€21.80m,17.0,11.0,4.0,3.0,1.0,2.0,0.0,0.0,1.83,3.5,5.0,7.0,4.0,12.0,12.0,1.89,3.57,4.72
F1,03/05/2013,St Etienne,Bordeaux,0.0,0.0,D,0.0,0.0,D,1.53,3.8,6.5,1.53,4.1,6.0,1.53,4.1,6.0,1.53,3.75,6.5,2012/13,€97.60m,€80.95m,15.0,4.0,5.0,0.0,1.0,2.0,0.0,0.0,1.55,4.1,7.0,10.0,0.0,10.0,10.0,1.54,4.17,7.55
F1,04/05/2013,Marseille,Bastia,2.0,1.0,H,1.0,0.0,H,1.53,4.0,6.0,1.45,4.2,7.25,1.45,4.2,7.25,1.5,4.0,6.5,2012/13,€150.65m,€36.05m,16.0,6.0,8.0,3.0,0.0,1.0,0.0,0.0,1.53,4.2,6.5,13.0,4.0,11.0,12.0,1.65,3.86,6.45
F1,04/05/2013,Montpellier,Brest,2.0,1.0,H,1.0,1.0,D,1.45,4.2,7.5,1.44,4.0,8.25,1.44,4.0,8.25,1.44,4.0,7.5,2012/13,€78.70m,€36.10m,8.0,11.0,4.0,2.0,1.0,3.0,0.0,0.0,1.5,4.33,7.5,8.0,4.0,12.0,18.0,1.5,4.28,8.44
F1,04/05/2013,Reims,Ajaccio,1.0,1.0,D,1.0,1.0,D,2.2,3.0,3.5,2.3,2.85,3.6,2.3,2.85,3.6,2.2,3.0,3.5,2012/13,€29.50m,€34.10m,15.0,9.0,8.0,4.0,2.0,3.0,0.0,0.0,2.4,3.0,3.5,8.0,8.0,11.0,17.0,2.29,3.15,3.73
F1,04/05/2013,Sochaux,Lorient,1.0,0.0,H,1.0,0.0,H,2.0,3.2,4.0,1.95,3.25,4.1,1.95,3.25,4.1,2.0,3.25,3.75,2012/13,€46.85m,€63.75m,8.0,13.0,3.0,7.0,1.0,1.0,0.0,0.0,2.05,3.3,3.9,5.0,5.0,15.0,10.0,1.99,3.58,4.2
F1,04/05/2013,Toulouse,Lille,4.0,2.0,H,2.0,1.0,H,3.75,3.4,2.0,3.6,3.3,2.05,3.6,3.3,2.05,3.75,3.3,2.0,2012/13,€82.00m,€114.60m,14.0,11.0,9.0,8.0,2.0,0.0,0.0,0.0,3.8,3.4,2.1,3.0,6.0,24.0,16.0,3.89,3.48,2.1
F1,04/05/2013,Troyes,Evian Thonon Gaillard,1.0,0.0,H,0.0,0.0,D,2.38,3.2,3.0,2.4,3.2,3.0,2.4,3.2,3.0,2.4,3.1,3.0,2012/13,€21.80m,€34.55m,9.0,10.0,3.0,3.0,2.0,3.0,0.0,0.0,2.45,3.4,3.1,3.0,3.0,13.0,12.0,2.25,3.59,3.35
F1,05/05/2013,Nancy,Lyon,0.0,3.0,A,0.0,0.0,D,2.8,3.1,2.6,2.95,3.1,2.5,2.95,3.1,2.5,3.1,3.2,2.29,2012/13,€36.85m,€155.65m,15.0,17.0,3.0,5.0,0.0,2.0,0.0,0.0,3.12,3.12,2.55,8.0,6.0,11.0,15.0,2.69,3.24,2.94
F1,05/05/2013,Paris SG,Valenciennes,1.0,1.0,D,0.0,1.0,A,1.2,6.5,12.0,1.16,6.5,18.5,1.16,6.5,18.5,1.2,6.0,15.0,2012/13,€313.60m,€49.75m,19.0,17.0,4.0,6.0,5.0,2.0,1.0,0.0,1.25,6.5,15.0,14.0,5.0,8.0,15.0,1.21,7.25,17.69
F1,05/05/2013,Stade Rennais FC,Nice,0.0,3.0,A,0.0,0.0,D,2.6,3.1,2.8,2.7,2.9,2.85,2.7,2.9,2.85,2.7,3.1,2.7,2012/13,€97.80m,€59.15m,12.0,9.0,2.0,5.0,2.0,1.0,1.0,1.0,2.7,3.1,2.88,1.0,4.0,9.0,18.0,2.76,3.14,2.95
F1,10/05/2013,Lille,Reims,3.0,0.0,H,1.0,0.0,H,1.36,4.5,9.5,1.34,4.6,9.5,1.34,4.6,9.5,1.36,4.5,9.0,2012/13,€114.60m,€29.50m,19.0,14.0,4.0,1.0,2.0,3.0,0.0,0.0,1.36,5.0,10.0,5.0,7.0,15.0,15.0,1.36,4.8,12.5
F1,11/05/2013,Ajaccio,Troyes,0.0,1.0,A,0.0,1.0,A,2.25,3.1,3.4,2.2,3.2,3.3,2.2,3.2,3.3,2.15,3.25,3.4,2012/13,€34.10m,€21.80m,16.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,2.3,3.3,3.4,4.0,5.0,13.0,12.0,2.13,3.37,3.89
F1,11/05/2013,Bastia,Montpellier,3.0,1.0,H,2.0,1.0,H,2.3,3.1,3.25,2.35,3.1,3.1,2.35,3.1,3.1,2.3,3.2,3.1,2012/13,€36.05m,€78.70m,12.0,11.0,4.0,5.0,2.0,1.0,0.0,0.0,2.4,3.4,3.13,7.0,5.0,19.0,10.0,2.45,3.49,3.02
F1,11/05/2013,Bordeaux,Nancy,3.0,2.0,H,2.0,0.0,H,2.2,3.1,3.5,2.3,3.0,3.3,2.3,3.0,3.3,2.15,3.25,3.4,2012/13,€80.95m,€36.85m,24.0,9.0,12.0,3.0,3.0,2.0,0.0,0.0,2.3,3.3,3.4,7.0,4.0,16.0,11.0,2.12,3.36,3.9
F1,11/05/2013,Brest,Sochaux,0.0,2.0,A,0.0,0.0,D,2.7,3.1,2.7,2.75,3.2,2.55,2.75,3.2,2.55,2.7,3.1,2.7,2012/13,€36.10m,€46.85m,12.0,13.0,4.0,7.0,3.0,3.0,1.0,0.0,2.9,3.1,2.8,6.0,10.0,18.0,12.0,2.68,3.2,2.93
F1,11/05/2013,Marseille,Toulouse,2.0,1.0,H,1.0,0.0,H,1.73,3.4,5.25,1.65,3.5,5.5,1.65,3.5,5.5,1.67,3.5,5.5,2012/13,€150.65m,€82.00m,14.0,7.0,4.0,4.0,2.0,2.0,0.0,0.0,1.7,3.7,5.75,4.0,2.0,10.0,19.0,1.9,3.29,5.13
F1,11/05/2013,Valenciennes,Stade Rennais FC,4.0,1.0,H,1.0,1.0,D,2.15,3.1,3.6,2.15,3.1,3.5,2.15,3.1,3.5,2.25,3.1,3.4,2012/13,€49.75m,€97.80m,13.0,10.0,6.0,4.0,0.0,2.0,0.0,2.0,2.3,3.25,3.5,3.0,3.0,8.0,16.0,2.02,3.47,4.13
F1,12/05/2013,Evian Thonon Gaillard,Nice,4.0,0.0,H,1.0,0.0,H,2.55,3.1,2.88,2.8,2.9,2.7,2.8,2.9,2.7,2.9,3.1,2.5,2012/13,€34.55m,€59.15m,16.0,9.0,8.0,3.0,3.0,2.0,0.0,0.0,2.88,3.2,2.7,2.0,11.0,17.0,15.0,2.58,3.24,3.04
F1,12/05/2013,Lorient,St Etienne,3.0,1.0,H,0.0,0.0,D,3.6,3.25,2.1,3.5,3.25,2.1,3.5,3.25,2.1,3.25,3.25,2.2,2012/13,€63.75m,€97.60m,11.0,11.0,6.0,4.0,1.0,3.0,0.0,0.0,3.7,3.3,2.2,7.0,8.0,11.0,11.0,4.18,3.56,1.98
F1,12/05/2013,Lyon,Paris SG,0.0,1.0,A,0.0,0.0,D,3.4,3.25,2.15,3.2,3.2,2.25,3.2,3.2,2.25,3.1,3.25,2.3,2012/13,€155.65m,€313.60m,14.0,11.0,2.0,6.0,2.0,2.0,0.0,0.0,3.25,3.3,2.38,3.0,4.0,18.0,10.0,3.94,3.47,2.09
F1,18/05/2013,Evian Thonon Gaillard,Valenciennes,2.0,0.0,H,2.0,0.0,H,1.67,3.75,5.0,1.6,3.75,5.5,1.6,3.75,5.5,1.73,3.5,5.0,2012/13,€34.55m,€49.75m,12.0,10.0,5.0,2.0,2.0,1.0,0.0,0.0,1.67,3.8,5.5,6.0,7.0,11.0,15.0,1.67,3.95,5.0
F1,18/05/2013,Montpellier,Lille,0.0,0.0,D,0.0,0.0,D,3.75,3.5,1.95,4.0,3.6,1.85,4.0,3.6,1.85,3.6,3.5,2.0,2012/13,€78.70m,€114.60m,14.0,12.0,1.0,3.0,1.0,3.0,0.0,1.0,4.0,3.75,1.95,5.0,5.0,14.0,18.0,4.01,4.09,1.87
F1,18/05/2013,Nancy,Bastia,1.0,2.0,A,0.0,0.0,D,1.6,3.75,6.0,1.57,4.0,5.5,1.57,4.0,5.5,1.67,3.5,5.5,2012/13,€36.85m,€36.05m,16.0,12.0,6.0,6.0,3.0,1.0,0.0,0.0,1.6,4.1,6.0,9.0,0.0,18.0,21.0,1.56,4.42,6.42
F1,18/05/2013,Paris SG,Brest,3.0,1.0,H,3.0,0.0,H,1.14,7.5,19.0,1.13,7.25,21.0,1.13,7.25,21.0,1.14,7.5,19.0,2012/13,€313.60m,€36.10m,11.0,22.0,5.0,8.0,0.0,0.0,0.0,0.0,1.14,8.5,23.0,3.0,4.0,7.0,10.0,1.13,10.5,18.0
F1,18/05/2013,Reims,Lorient,1.0,0.0,H,1.0,0.0,H,2.05,3.2,3.8,2.05,3.3,3.6,2.05,3.3,3.6,2.0,3.25,3.75,2012/13,€29.50m,€63.75m,14.0,9.0,6.0,1.0,0.0,3.0,0.0,0.0,2.15,3.3,3.75,8.0,3.0,15.0,11.0,2.14,3.33,3.83
F1,18/05/2013,Stade Rennais FC,Ajaccio,1.0,1.0,D,1.0,1.0,D,2.38,3.2,3.0,2.4,3.3,2.85,2.4,3.3,2.85,2.38,3.25,3.0,2012/13,€97.80m,€34.10m,7.0,8.0,1.0,4.0,1.0,4.0,0.0,0.0,2.5,3.4,3.0,3.0,1.0,12.0,22.0,2.27,3.21,3.64
F1,18/05/2013,Sochaux,Toulouse,1.0,2.0,A,1.0,2.0,A,2.1,3.1,3.8,2.15,3.1,3.5,2.15,3.1,3.5,2.25,3.25,3.2,2012/13,€46.85m,€82.00m,13.0,11.0,4.0,5.0,2.0,2.0,0.0,1.0,2.2,3.1,3.6,9.0,3.0,13.0,20.0,2.79,3.02,2.98
F1,18/05/2013,St Etienne,Marseille,2.0,0.0,H,2.0,0.0,H,1.8,3.6,4.33,1.78,3.6,4.33,1.78,3.6,4.33,1.8,3.5,4.5,2012/13,€97.60m,€150.65m,12.0,10.0,6.0,3.0,0.0,1.0,0.0,0.0,1.8,3.75,4.6,3.0,7.0,14.0,9.0,1.92,3.75,4.2
F1,18/05/2013,Troyes,Bordeaux,1.0,0.0,H,0.0,0.0,D,2.0,3.4,3.7,1.95,3.5,3.7,1.95,3.5,3.7,2.05,3.4,3.5,2012/13,€21.80m,€80.95m,13.0,10.0,4.0,1.0,2.0,3.0,0.0,1.0,2.05,3.6,3.75,3.0,5.0,17.0,8.0,2.1,3.53,3.74
F1,19/05/2013,Nice,Lyon,1.0,1.0,D,0.0,0.0,D,2.5,3.1,2.9,2.4,3.1,3.0,2.4,3.1,3.0,2.38,3.2,3.0,2012/13,€59.15m,€155.65m,12.0,14.0,1.0,6.0,3.0,3.0,0.0,1.0,2.55,3.2,3.0,2.0,2.0,18.0,21.0,2.57,3.06,3.18
F1,26/05/2013,Ajaccio,Nice,0.0,2.0,A,0.0,0.0,D,3.5,3.3,2.1,3.6,3.2,2.1,3.6,3.2,2.1,3.6,3.25,2.1,2012/13,€34.10m,€59.15m,5.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,3.5,3.4,2.1,4.0,0.0,14.0,19.0,3.34,3.33,2.35
F1,26/05/2013,Bastia,Sochaux,0.0,0.0,D,0.0,0.0,D,3.0,2.4,2.88,3.0,2.65,2.8,3.0,2.65,2.8,3.0,2.5,2.8,2012/13,€36.05m,€46.85m,10.0,6.0,2.0,1.0,2.0,2.0,0.0,0.0,2.8,2.4,2.63,5.0,2.0,17.0,13.0,3.09,3.26,2.52
F1,26/05/2013,Bordeaux,Evian Thonon Gaillard,2.0,1.0,H,2.0,1.0,H,1.95,3.3,4.0,1.91,3.3,4.1,1.91,3.3,4.1,1.95,3.25,4.0,2012/13,€80.95m,€34.55m,16.0,9.0,3.0,3.0,2.0,2.0,0.0,0.0,1.93,3.5,4.1,3.0,2.0,13.0,11.0,1.9,3.61,4.51
F1,26/05/2013,Brest,Nancy,1.0,2.0,A,0.0,2.0,A,2.6,3.1,2.8,2.65,3.1,2.7,2.65,3.1,2.7,2.7,3.0,2.8,2012/13,€36.10m,€36.85m,14.0,10.0,3.0,4.0,1.0,1.0,0.0,0.0,2.63,3.25,2.75,7.0,5.0,6.0,17.0,3.03,3.27,2.5
F1,26/05/2013,Lille,St Etienne,1.0,1.0,D,1.0,0.0,H,1.91,3.4,4.0,1.87,3.4,4.1,1.87,3.4,4.1,1.95,3.4,3.8,2012/13,€114.60m,€97.60m,19.0,6.0,4.0,2.0,2.0,2.0,0.0,1.0,1.91,3.6,4.0,5.0,3.0,10.0,17.0,1.93,3.75,4.17
F1,26/05/2013,Lorient,Paris SG,1.0,3.0,A,0.0,0.0,D,4.33,3.4,1.85,4.1,3.5,1.85,4.1,3.5,1.85,4.33,3.5,1.83,2012/13,€63.75m,€313.60m,14.0,10.0,5.0,4.0,0.0,0.0,0.0,1.0,4.1,3.5,1.91,12.0,1.0,5.0,8.0,3.51,3.45,2.22
F1,26/05/2013,Lyon,Stade Rennais FC,2.0,0.0,H,1.0,0.0,H,1.33,5.0,9.0,1.28,5.25,10.0,1.28,5.25,10.0,1.29,5.0,10.0,2012/13,€155.65m,€97.80m,9.0,14.0,5.0,8.0,0.0,0.0,0.0,0.0,1.36,5.0,8.5,1.0,3.0,12.0,13.0,1.33,5.9,9.5
F1,26/05/2013,Marseille,Reims,0.0,0.0,D,0.0,0.0,D,1.57,3.8,6.0,1.62,3.6,5.75,1.62,3.6,5.75,1.5,4.0,6.5,2012/13,€150.65m,€29.50m,21.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,1.57,4.1,5.75,10.0,5.0,7.0,14.0,1.49,4.2,8.69
F1,26/05/2013,Toulouse,Montpellier,2.0,0.0,H,2.0,0.0,H,2.38,3.1,3.1,2.3,3.2,3.1,2.3,3.2,3.1,2.38,3.2,3.0,2012/13,€82.00m,€78.70m,16.0,19.0,9.0,4.0,1.0,2.0,0.0,0.0,2.38,3.3,3.1,3.0,9.0,21.0,16.0,2.27,3.44,3.4
F1,26/05/2013,Valenciennes,Troyes,2.0,1.0,H,0.0,1.0,A,2.63,3.5,2.5,2.65,3.4,2.5,2.65,3.4,2.5,2.62,3.4,2.55,2012/13,€49.75m,€21.80m,14.0,7.0,4.0,5.0,2.0,3.0,0.0,0.0,2.75,3.5,2.5,6.0,3.0,20.0,13.0,2.73,3.93,2.47
