Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
I1,05/11/06,Palermo,Sampdoria,2.0,0.0,H,1.0,0.0,H,1.66,3.25,6.0,1.7,3.2,5.0,M. Saccani,10.0,9.0,6.0,4.0,15.0,21.0,2.0,4.0,1.0,0.0,0.0,1.0
I1,05/11/06,Roma,Fiorentina,3.0,1.0,H,1.0,1.0,D,2.0,3.0,4.0,1.95,3.0,3.9,R. Rosetti,17.0,5.0,6.0,3.0,20.0,24.0,4.0,3.0,2.0,1.0,0.0,0.0
I1,05/11/06,Torino,Messina,1.0,1.0,D,0.0,1.0,A,2.1,2.8,4.0,2.0,3.0,3.7,A. Romeo,15.0,11.0,6.0,2.0,26.0,15.0,10.0,2.0,4.0,4.0,0.0,1.0
I1,11/11/06,Fiorentina,Atalanta,3.0,1.0,H,1.0,1.0,D,1.66,3.4,5.5,1.65,3.2,5.5,A. De Marco,21.0,10.0,10.0,4.0,20.0,20.0,3.0,3.0,1.0,3.0,0.0,0.0
I1,11/11/06,Milan,Roma,1.0,2.0,A,0.0,1.0,A,2.0,3.0,4.0,1.9,3.1,3.95,D. Messina,24.0,12.0,11.0,6.0,20.0,15.0,7.0,6.0,2.0,3.0,0.0,0.0
I1,12/11/06,Ascoli,Empoli,0.0,1.0,A,0.0,1.0,A,2.4,2.8,3.3,2.5,2.85,2.85,P. Dondarini,11.0,8.0,7.0,3.0,28.0,21.0,9.0,3.0,1.0,3.0,0.0,0.0
I1,12/11/06,Catania,Livorno,3.0,2.0,H,1.0,1.0,D,2.4,2.8,3.3,2.3,2.8,3.2,N. Ayroldi,14.0,8.0,8.0,3.0,18.0,21.0,9.0,4.0,2.0,1.0,0.0,0.0
I1,12/11/06,Lazio,Udinese,5.0,0.0,H,2.0,0.0,H,2.3,2.87,3.4,2.35,2.9,3.0,M. Bergonzi,14.0,6.0,11.0,0.0,15.0,17.0,4.0,1.0,2.0,3.0,0.0,1.0
I1,12/11/06,Messina,Cagliari,2.0,2.0,D,1.0,0.0,H,2.25,2.8,3.6,2.0,2.9,3.85,A. Giannoccaro,13.0,9.0,9.0,4.0,20.0,8.0,7.0,7.0,3.0,3.0,0.0,0.0
I1,12/11/06,Palermo,Torino,3.0,0.0,H,1.0,0.0,H,1.44,4.0,7.5,1.45,3.55,7.5,L. Palanca,14.0,12.0,11.0,4.0,18.0,11.0,4.0,0.0,3.0,1.0,0.0,0.0
I1,12/11/06,Parma,Inter,1.0,2.0,A,1.0,1.0,D,6.5,3.5,1.57,5.75,3.5,1.55,M. Saccani,9.0,14.0,3.0,8.0,21.0,17.0,3.0,9.0,3.0,2.0,0.0,1.0
I1,12/11/06,Sampdoria,Chievo,3.0,0.0,H,3.0,0.0,H,1.83,3.25,4.5,1.75,3.0,5.0,L. Marelli,17.0,10.0,8.0,8.0,22.0,19.0,7.0,10.0,2.0,3.0,0.0,1.0
I1,12/11/06,Siena,Reggina,0.0,1.0,A,0.0,0.0,D,2.1,2.8,4.0,1.95,2.8,4.3,N. Rizzoli,13.0,11.0,4.0,7.0,22.0,15.0,10.0,3.0,4.0,5.0,0.0,0.0
I1,18/11/06,Cagliari,Palermo,1.0,0.0,H,0.0,0.0,D,3.5,2.87,2.25,3.35,2.8,2.25,P. Bertini,9.0,8.0,3.0,4.0,11.0,26.0,3.0,2.0,2.0,3.0,0.0,1.0
I1,18/11/06,Empoli,Milan,0.0,0.0,D,0.0,0.0,D,5.5,3.4,1.66,6.0,3.2,1.6,P. Tagliavento,8.0,15.0,5.0,8.0,22.0,24.0,2.0,6.0,2.0,3.0,0.0,0.0
I1,19/11/06,Ascoli,Fiorentina,1.0,1.0,D,0.0,1.0,A,5.0,3.3,1.72,5.75,3.1,1.65,P. Mazzoleni,11.0,7.0,3.0,5.0,19.0,16.0,5.0,5.0,1.0,3.0,0.0,0.0
I1,19/11/06,Chievo,Atalanta,2.0,2.0,D,1.0,0.0,H,2.37,2.87,3.25,2.35,2.8,3.15,N. Stefanini,13.0,14.0,5.0,7.0,16.0,24.0,6.0,8.0,1.0,5.0,0.0,0.0
I1,19/11/06,Inter,Reggina,1.0,0.0,H,1.0,0.0,H,1.2,5.5,17.0,1.17,5.65,14.0,G. Rocchi,11.0,6.0,4.0,2.0,30.0,14.0,3.0,8.0,2.0,3.0,0.0,0.0
I1,19/11/06,Livorno,Parma,3.0,0.0,H,1.0,0.0,H,1.9,3.1,4.33,1.85,3.0,4.35,A. Romeo,16.0,10.0,9.0,5.0,16.0,17.0,3.0,0.0,0.0,3.0,0.0,1.0
I1,19/11/06,Messina,Lazio,1.0,4.0,A,0.0,1.0,A,2.7,2.8,2.87,2.55,2.8,2.85,N. Ayroldi,4.0,13.0,1.0,6.0,19.0,20.0,5.0,10.0,1.0,3.0,0.0,0.0
I1,19/11/06,Roma,Catania,7.0,0.0,H,4.0,0.0,H,1.3,4.5,12.0,1.2,5.25,12.5,O. Girardi,25.0,5.0,16.0,2.0,15.0,14.0,12.0,3.0,1.0,1.0,0.0,2.0
I1,19/11/06,Torino,Sampdoria,1.0,0.0,H,0.0,0.0,D,2.5,2.87,3.0,2.45,2.75,3.05,L. Banti,11.0,3.0,3.0,1.0,23.0,21.0,10.0,3.0,5.0,3.0,0.0,0.0
I1,19/11/06,Udinese,Siena,3.0,0.0,H,2.0,0.0,H,2.1,3.0,3.75,2.0,3.0,3.7,S. Farina,9.0,7.0,4.0,5.0,14.0,21.0,5.0,1.0,1.0,3.0,0.0,0.0
I1,25/11/06,Chievo,Udinese,2.0,0.0,H,1.0,0.0,H,3.0,2.87,2.5,2.95,2.75,2.5,O. Pantana,11.0,7.0,8.0,3.0,18.0,19.0,5.0,4.0,2.0,2.0,0.0,0.0
I1,25/11/06,Milan,Messina,1.0,0.0,H,1.0,0.0,H,1.25,5.0,13.0,1.25,4.75,11.0,G. Gava,28.0,10.0,12.0,3.0,8.0,20.0,10.0,2.0,0.0,5.0,0.0,0.0
I1,26/11/06,Atalanta,Torino,1.0,2.0,A,0.0,0.0,D,2.0,2.8,4.0,2.1,2.8,3.7,P. Dondarini,9.0,5.0,6.0,2.0,17.0,17.0,8.0,4.0,1.0,1.0,0.0,0.0
I1,26/11/06,Catania,Parma,2.0,0.0,H,0.0,0.0,D,2.1,2.8,4.0,2.1,2.8,3.75,M. Bergonzi,9.0,6.0,5.0,3.0,23.0,17.0,8.0,3.0,1.0,2.0,0.0,1.0
I1,26/11/06,Empoli,Cagliari,1.0,0.0,H,1.0,0.0,H,2.37,2.87,3.25,2.3,2.7,3.4,L. Marelli,11.0,11.0,4.0,5.0,28.0,17.0,6.0,7.0,1.0,0.0,0.0,0.0
I1,26/11/06,Lazio,Ascoli,3.0,1.0,H,2.0,1.0,H,1.44,3.75,8.5,1.4,3.8,8.0,G. Paparesta,9.0,10.0,9.0,4.0,23.0,16.0,3.0,9.0,2.0,2.0,0.0,0.0
I1,26/11/06,Palermo,Inter,1.0,2.0,A,1.0,1.0,D,3.2,2.75,2.5,2.8,2.95,2.45,R. Rosetti,10.0,15.0,3.0,8.0,21.0,16.0,6.0,4.0,1.0,1.0,0.0,0.0
I1,26/11/06,Reggina,Livorno,2.0,2.0,D,0.0,2.0,A,2.3,2.8,3.5,2.25,2.75,3.4,A. Giannoccaro,9.0,7.0,6.0,4.0,22.0,16.0,10.0,3.0,2.0,1.0,0.0,1.0
I1,26/11/06,Sampdoria,Roma,2.0,4.0,A,1.0,3.0,A,3.6,2.87,2.2,3.55,2.8,2.15,N. Ayroldi,11.0,14.0,4.0,9.0,23.0,17.0,7.0,6.0,3.0,2.0,0.0,0.0
I1,26/11/06,Siena,Fiorentina,1.0,1.0,D,1.0,1.0,D,3.5,2.8,2.3,3.25,2.85,2.25,M. Saccani,13.0,10.0,6.0,5.0,23.0,28.0,6.0,4.0,4.0,3.0,0.0,0.0
I1,02/12/06,Inter,Siena,2.0,0.0,H,1.0,0.0,H,1.22,5.5,13.0,1.22,5.0,12.0,A. De Marco,5.0,6.0,4.0,3.0,20.0,16.0,4.0,7.0,2.0,4.0,0.0,0.0
I1,02/12/06,Roma,Atalanta,2.0,1.0,H,0.0,1.0,A,1.33,4.5,9.5,1.35,4.0,9.0,O. Pantana,10.0,11.0,5.0,4.0,21.0,16.0,5.0,2.0,2.0,2.0,0.0,1.0
I1,03/12/06,Ascoli,Catania,2.0,2.0,D,2.0,0.0,H,2.4,2.87,3.2,2.55,2.7,2.9,T. Pieri,11.0,7.0,4.0,4.0,31.0,15.0,5.0,4.0,4.0,3.0,0.0,0.0
I1,03/12/06,Cagliari,Milan,2.0,2.0,D,0.0,0.0,D,5.0,3.0,1.83,5.35,2.9,1.75,C. Brighi,11.0,11.0,5.0,5.0,12.0,22.0,5.0,5.0,2.0,0.0,0.0,1.0
I1,03/12/06,Fiorentina,Lazio,1.0,0.0,H,1.0,0.0,H,1.9,3.25,4.0,1.95,2.9,4.05,N. Rizzoli,9.0,9.0,5.0,5.0,24.0,16.0,6.0,2.0,2.0,2.0,0.0,0.0
I1,03/12/06,Livorno,Chievo,0.0,2.0,A,0.0,0.0,D,1.9,3.1,4.33,1.8,2.9,5.0,P. Tagliavento,7.0,13.0,2.0,8.0,13.0,24.0,3.0,7.0,1.0,1.0,0.0,0.0
I1,03/12/06,Messina,Sampdoria,0.0,2.0,A,0.0,1.0,A,2.37,2.9,3.2,2.3,2.7,3.35,E. Morganti,10.0,9.0,5.0,4.0,18.0,17.0,5.0,5.0,2.0,4.0,1.0,0.0
I1,03/12/06,Parma,Palermo,0.0,0.0,D,0.0,0.0,D,4.33,2.87,2.0,4.15,2.85,1.95,D. Messina,12.0,7.0,5.0,3.0,20.0,8.0,3.0,6.0,1.0,0.0,0.0,0.0
I1,03/12/06,Torino,Empoli,1.0,0.0,H,0.0,0.0,D,2.1,2.8,4.0,2.1,2.75,3.8,D. Celi,12.0,5.0,7.0,3.0,15.0,22.0,4.0,3.0,2.0,1.0,0.0,0.0
I1,03/12/06,Udinese,Reggina,1.0,1.0,D,0.0,1.0,A,1.83,3.0,5.0,1.8,3.0,4.7,P. Bertini,21.0,3.0,9.0,1.0,21.0,29.0,12.0,1.0,1.0,3.0,0.0,1.0
I1,09/12/06,Palermo,Livorno,3.0,0.0,H,2.0,0.0,H,1.57,3.5,6.5,1.6,3.15,6.3,G. Rocchi,15.0,9.0,9.0,3.0,17.0,14.0,4.0,7.0,1.0,4.0,0.0,0.0
I1,09/12/06,Reggina,Ascoli,2.0,1.0,H,1.0,0.0,H,1.72,3.1,5.5,1.7,3.1,5.2,D. Messina,11.0,7.0,5.0,4.0,28.0,29.0,8.0,3.0,2.0,2.0,0.0,0.0
I1,10/12/06,Atalanta,Messina,3.0,2.0,H,1.0,0.0,H,1.72,3.3,5.0,1.65,3.05,6.0,S. Farina,14.0,13.0,9.0,5.0,15.0,32.0,5.0,3.0,2.0,3.0,0.0,0.0
I1,10/12/06,Cagliari,Parma,0.0,0.0,D,0.0,0.0,D,1.9,3.0,4.5,1.85,2.85,4.75,M. Ciampi,9.0,11.0,4.0,3.0,7.0,21.0,5.0,2.0,1.0,5.0,0.0,0.0
I1,10/12/06,Catania,Udinese,1.0,0.0,H,0.0,0.0,D,2.5,2.87,3.0,2.4,2.75,3.1,A. De Marco,8.0,14.0,3.0,7.0,18.0,21.0,4.0,8.0,1.0,2.0,0.0,0.0
I1,10/12/06,Chievo,Fiorentina,0.0,1.0,A,0.0,0.0,D,3.25,3.0,2.3,3.35,2.8,2.25,G. Paparesta,6.0,12.0,4.0,5.0,20.0,18.0,2.0,3.0,3.0,1.0,0.0,0.0
I1,10/12/06,Empoli,Inter,0.0,3.0,A,0.0,0.0,D,7.0,3.4,1.57,6.65,3.25,1.55,N. Ayroldi,7.0,12.0,2.0,6.0,17.0,15.0,2.0,2.0,2.0,3.0,0.0,0.0
I1,10/12/06,Lazio,Roma,3.0,0.0,H,1.0,0.0,H,3.2,2.87,2.4,3.3,2.9,2.2,R. Rosetti,13.0,13.0,6.0,5.0,24.0,21.0,3.0,5.0,5.0,2.0,0.0,0.0
I1,10/12/06,Milan,Torino,0.0,0.0,D,0.0,0.0,D,1.36,4.0,11.0,1.3,4.8,8.0,O. Girardi,14.0,9.0,4.0,3.0,21.0,19.0,7.0,3.0,1.0,2.0,0.0,0.0
I1,10/12/06,Sampdoria,Siena,0.0,0.0,D,0.0,0.0,D,1.9,3.1,4.33,1.9,2.75,4.75,F. Squillace,15.0,6.0,4.0,0.0,22.0,38.0,9.0,0.0,2.0,4.0,0.0,1.0
I1,16/12/06,Fiorentina,Milan,2.0,2.0,D,1.0,1.0,D,2.5,2.87,3.0,2.4,2.85,3.0,M. Saccani,12.0,8.0,6.0,3.0,25.0,23.0,5.0,5.0,2.0,4.0,0.0,0.0
I1,16/12/06,Udinese,Cagliari,3.0,1.0,H,2.0,0.0,H,2.0,2.8,4.5,2.0,2.7,4.3,R. Herberg,10.0,12.0,6.0,5.0,17.0,16.0,4.0,11.0,4.0,1.0,1.0,0.0
I1,17/12/06,Ascoli,Torino,0.0,2.0,A,0.0,0.0,D,3.0,2.75,2.6,2.8,2.7,2.65,M. Trefoloni,7.0,9.0,1.0,5.0,26.0,20.0,4.0,2.0,1.0,2.0,1.0,1.0
I1,17/12/06,Inter,Messina,2.0,0.0,H,0.0,0.0,D,1.14,6.5,21.0,1.15,6.5,13.0,N. Stefanini,22.0,12.0,11.0,5.0,12.0,13.0,11.0,2.0,2.0,2.0,0.0,0.0
I1,17/12/06,Livorno,Lazio,1.0,1.0,D,0.0,1.0,A,2.6,3.1,2.7,2.45,2.9,2.85,O. Pantana,8.0,5.0,4.0,2.0,30.0,17.0,2.0,3.0,4.0,4.0,0.0,1.0
I1,17/12/06,Parma,Chievo,2.0,2.0,D,1.0,1.0,D,2.2,3.0,3.4,2.15,2.9,3.4,E. Morganti,12.0,11.0,8.0,7.0,18.0,19.0,2.0,6.0,4.0,4.0,0.0,0.0
I1,17/12/06,Reggina,Sampdoria,0.0,1.0,A,0.0,0.0,D,2.3,2.87,3.4,2.3,2.8,3.25,C. Brighi,11.0,8.0,4.0,3.0,20.0,26.0,9.0,6.0,4.0,2.0,0.0,0.0
I1,17/12/06,Roma,Palermo,4.0,0.0,H,1.0,0.0,H,1.9,3.25,4.0,1.85,3.0,4.4,N. Rizzoli,24.0,11.0,12.0,3.0,18.0,17.0,6.0,4.0,2.0,2.0,0.0,1.0
I1,17/12/06,Siena,Atalanta,1.0,1.0,D,0.0,1.0,A,2.3,2.87,3.4,2.3,2.9,3.1,D. Orsato,13.0,12.0,9.0,4.0,17.0,14.0,6.0,3.0,1.0,3.0,1.0,0.0
I1,20/12/06,Atalanta,Udinese,1.0,2.0,A,0.0,0.0,D,2.25,2.87,3.5,2.15,2.9,3.4,N. Pierpaoli,13.0,10.0,7.0,4.0,27.0,17.0,2.0,2.0,4.0,1.0,0.0,1.0
I1,20/12/06,Cagliari,Fiorentina,0.0,2.0,A,0.0,1.0,A,3.2,2.9,2.37,3.2,2.8,2.3,O. Girardi,5.0,10.0,1.0,7.0,22.0,18.0,3.0,3.0,1.0,3.0,0.0,0.0
I1,20/12/06,Chievo,Reggina,3.0,2.0,H,2.0,1.0,H,2.05,2.9,4.0,2.1,2.7,3.9,S. Farina,11.0,6.0,5.0,3.0,25.0,23.0,4.0,1.0,1.0,4.0,0.0,0.0
I1,20/12/06,Empoli,Siena,1.0,0.0,H,0.0,0.0,D,2.1,2.9,3.8,2.2,2.7,3.6,A. Romeo,12.0,12.0,7.0,6.0,17.0,18.0,6.0,4.0,2.0,3.0,0.0,0.0
I1,20/12/06,Lazio,Inter,0.0,2.0,A,0.0,1.0,A,4.0,3.0,2.0,4.0,3.0,1.9,G. Rocchi,13.0,9.0,4.0,4.0,18.0,19.0,3.0,4.0,4.0,2.0,0.0,1.0
I1,20/12/06,Messina,Parma,1.0,1.0,D,0.0,0.0,D,2.2,2.87,3.6,2.05,2.85,3.8,A. Giannoccaro,10.0,14.0,3.0,9.0,14.0,22.0,9.0,4.0,2.0,2.0,0.0,0.0
I1,20/12/06,Milan,Catania,3.0,0.0,H,1.0,0.0,H,1.33,4.33,10.0,1.3,4.25,10.0,P. Dondarini,18.0,9.0,6.0,6.0,17.0,10.0,7.0,2.0,2.0,0.0,0.0,0.0
I1,20/12/06,Palermo,Ascoli,4.0,0.0,H,1.0,0.0,H,1.25,5.0,13.0,1.2,5.5,11.5,G. Gava,13.0,12.0,6.0,4.0,19.0,18.0,6.0,4.0,1.0,1.0,0.0,0.0
I1,20/12/06,Sampdoria,Livorno,4.0,1.0,H,2.0,1.0,H,2.0,3.0,4.0,2.0,2.75,4.2,L. Palanca,15.0,1.0,8.0,1.0,13.0,12.0,2.0,3.0,1.0,3.0,0.0,0.0
I1,20/12/06,Torino,Roma,1.0,2.0,A,0.0,1.0,A,4.5,3.25,1.83,5.0,2.9,1.8,G. Paparesta,8.0,12.0,6.0,8.0,18.0,14.0,2.0,6.0,2.0,2.0,1.0,0.0
I1,23/12/06,Ascoli,Chievo,3.0,0.0,H,3.0,0.0,H,3.0,2.87,2.5,3.0,2.85,2.4,A. De Marco,10.0,4.0,7.0,2.0,17.0,27.0,2.0,1.0,2.0,2.0,0.0,1.0
I1,23/12/06,Catania,Sampdoria,4.0,2.0,H,3.0,2.0,H,2.37,2.87,3.25,2.2,2.8,3.45,P. Mazzoleni,7.0,9.0,6.0,4.0,18.0,24.0,2.0,5.0,2.0,2.0,0.0,0.0
I1,23/12/06,Fiorentina,Messina,4.0,0.0,H,3.0,0.0,H,1.28,4.5,13.0,1.25,4.75,11.0,M. Bergonzi,16.0,4.0,7.0,3.0,8.0,15.0,5.0,3.0,2.0,1.0,0.0,1.0
I1,23/12/06,Inter,Atalanta,2.0,1.0,H,0.0,1.0,A,1.25,5.0,13.0,1.25,4.8,10.75,P. Bertini,9.0,10.0,5.0,6.0,17.0,19.0,6.0,5.0,2.0,3.0,0.0,0.0
I1,23/12/06,Livorno,Torino,1.0,1.0,D,0.0,1.0,A,2.25,2.87,3.5,2.2,2.75,3.5,A. Giannoccaro,9.0,12.0,4.0,4.0,18.0,19.0,7.0,4.0,3.0,4.0,0.0,1.0
I1,23/12/06,Parma,Lazio,1.0,3.0,A,1.0,3.0,A,3.0,2.87,2.37,2.95,2.9,2.4,M. Saccani,9.0,12.0,5.0,7.0,35.0,18.0,9.0,6.0,2.0,1.0,0.0,1.0
I1,23/12/06,Reggina,Empoli,4.0,1.0,H,4.0,0.0,H,2.2,2.87,3.6,2.15,2.8,3.55,M. Trefoloni,11.0,9.0,6.0,5.0,15.0,11.0,6.0,10.0,3.0,2.0,0.0,0.0
I1,23/12/06,Roma,Cagliari,2.0,0.0,H,1.0,0.0,H,1.25,5.0,13.0,1.2,5.25,12.5,P. Tagliavento,13.0,7.0,5.0,0.0,17.0,15.0,9.0,3.0,1.0,2.0,0.0,0.0
I1,23/12/06,Siena,Palermo,1.0,1.0,D,1.0,1.0,D,3.4,3.0,2.2,3.1,3.0,2.25,S. Farina,10.0,9.0,3.0,4.0,22.0,16.0,2.0,2.0,2.0,1.0,0.0,0.0
I1,23/12/06,Udinese,Milan,0.0,3.0,A,0.0,2.0,A,3.4,3.0,2.2,3.7,2.9,2.05,N. Rizzoli,13.0,7.0,6.0,3.0,9.0,18.0,5.0,3.0,2.0,2.0,0.0,0.0
I1,13/01/07,Empoli,Parma,2.0,0.0,H,1.0,0.0,H,2.1,2.87,4.0,2.15,2.65,3.85,L. Palanca,8.0,5.0,4.0,2.0,20.0,24.0,5.0,5.0,1.0,2.0,0.0,1.0
I1,13/01/07,Torino,Inter,1.0,3.0,A,0.0,1.0,A,7.0,3.4,1.57,8.0,3.2,1.5,M. Saccani,5.0,11.0,4.0,8.0,17.0,11.0,1.0,3.0,3.0,2.0,1.0,0.0
I1,14/01/07,Atalanta,Livorno,5.0,1.0,H,2.0,0.0,H,2.0,3.0,4.0,1.85,3.0,4.4,L. Marelli,13.0,8.0,9.0,3.0,15.0,19.0,2.0,2.0,0.0,2.0,0.0,1.0
I1,14/01/07,Cagliari,Ascoli,1.0,0.0,H,1.0,0.0,H,1.72,3.1,5.75,1.65,3.4,5.0,N. Rizzoli,14.0,7.0,8.0,4.0,17.0,23.0,3.0,7.0,0.0,2.0,0.0,0.0
I1,14/01/07,Chievo,Catania,2.0,1.0,H,0.0,1.0,A,2.25,3.1,3.2,2.3,2.8,3.2,D. Messina,13.0,7.0,8.0,4.0,31.0,23.0,5.0,3.0,1.0,5.0,0.0,0.0
I1,14/01/07,Lazio,Siena,1.0,1.0,D,0.0,0.0,D,1.66,3.2,6.0,1.6,3.2,6.15,G. Gava,11.0,16.0,5.0,6.0,14.0,25.0,6.0,8.0,0.0,2.0,0.0,0.0
I1,14/01/07,Messina,Roma,1.0,1.0,D,0.0,1.0,A,7.0,3.4,1.57,6.75,3.25,1.55,G. Rocchi,8.0,11.0,3.0,6.0,14.0,23.0,5.0,4.0,2.0,3.0,1.0,0.0
I1,14/01/07,Milan,Reggina,3.0,1.0,H,2.0,0.0,H,1.28,5.0,10.0,1.2,5.25,12.5,N. Ayroldi,9.0,10.0,6.0,6.0,18.0,10.0,5.0,4.0,0.0,0.0,0.0,0.0
I1,14/01/07,Palermo,Udinese,2.0,0.0,H,1.0,0.0,H,1.8,3.2,4.75,1.7,3.2,5.0,E. Morganti,12.0,17.0,5.0,8.0,17.0,13.0,2.0,9.0,0.0,1.0,0.0,0.0
I1,14/01/07,Sampdoria,Fiorentina,0.0,0.0,D,0.0,0.0,D,2.8,2.87,2.7,2.75,2.75,2.65,G. Paparesta,13.0,3.0,5.0,2.0,24.0,22.0,6.0,3.0,1.0,3.0,0.0,0.0
I1,20/01/07,Ascoli,Atalanta,1.0,3.0,A,0.0,0.0,D,3.25,3.0,2.3,3.2,2.8,2.3,S. Farina,8.0,9.0,3.0,5.0,17.0,19.0,6.0,6.0,3.0,1.0,0.0,0.0
I1,20/01/07,Reggina,Palermo,0.0,0.0,D,0.0,0.0,D,3.1,3.1,2.3,3.1,2.9,2.3,P. Bertini,5.0,7.0,1.0,3.0,19.0,23.0,2.0,4.0,4.0,2.0,0.0,0.0
I1,21/01/07,Catania,Cagliari,0.0,1.0,A,0.0,1.0,A,2.1,2.8,4.0,2.0,2.7,4.3,R. Rosetti,9.0,6.0,5.0,4.0,17.0,23.0,12.0,1.0,4.0,3.0,0.0,0.0
I1,21/01/07,Empoli,Sampdoria,2.0,0.0,H,0.0,0.0,D,2.5,2.8,3.1,2.45,2.7,3.1,L. Marelli,16.0,10.0,6.0,5.0,22.0,29.0,9.0,10.0,2.0,3.0,0.0,0.0
I1,21/01/07,Inter,Fiorentina,3.0,1.0,H,2.0,1.0,H,1.53,3.5,7.0,1.5,3.35,7.25,E. Morganti,9.0,8.0,5.0,4.0,19.0,16.0,7.0,3.0,2.0,2.0,0.0,0.0
I1,21/01/07,Lazio,Milan,0.0,0.0,D,0.0,0.0,D,3.4,3.0,2.2,3.3,3.0,2.15,M. Saccani,9.0,9.0,5.0,5.0,17.0,16.0,3.0,3.0,1.0,1.0,0.0,0.0
I1,21/01/07,Livorno,Roma,1.0,1.0,D,1.0,0.0,H,4.5,3.0,1.9,4.45,3.1,1.8,N. Ayroldi,3.0,15.0,1.0,7.0,24.0,13.0,1.0,10.0,4.0,2.0,0.0,1.0
I1,21/01/07,Parma,Torino,1.0,0.0,H,0.0,0.0,D,2.5,2.8,3.1,2.55,2.8,2.85,P. Mazzoleni,13.0,5.0,2.0,3.0,24.0,24.0,7.0,3.0,3.0,3.0,0.0,0.0
I1,21/01/07,Siena,Chievo,2.0,1.0,H,0.0,1.0,A,2.2,2.8,3.75,2.1,2.65,4.0,A. Giannoccaro,11.0,11.0,7.0,6.0,16.0,15.0,9.0,4.0,1.0,2.0,0.0,0.0
I1,21/01/07,Udinese,Messina,1.0,0.0,H,0.0,0.0,D,1.57,3.4,7.0,1.55,3.4,6.1,M. Ciampi,17.0,6.0,9.0,0.0,16.0,18.0,10.0,0.0,2.0,2.0,0.0,0.0
I1,24/01/07,Catania,Empoli,2.0,1.0,H,0.0,0.0,D,2.25,2.87,3.5,2.1,2.8,3.75,M. Bergonzi,12.0,9.0,5.0,3.0,18.0,29.0,5.0,5.0,2.0,3.0,0.0,0.0
I1,27/01/07,Palermo,Lazio,0.0,3.0,A,0.0,1.0,A,1.9,3.1,4.33,1.8,3.1,4.5,P. Dondarini,11.0,15.0,3.0,8.0,15.0,21.0,5.0,6.0,2.0,2.0,0.0,0.0
I1,27/01/07,Torino,Udinese,2.0,3.0,A,0.0,2.0,A,2.5,2.87,3.0,2.35,2.85,3.05,C. Brighi,14.0,13.0,5.0,6.0,18.0,12.0,4.0,2.0,1.0,0.0,1.0,0.0
I1,28/01/07,Atalanta,Catania,1.0,1.0,D,1.0,0.0,H,1.75,3.25,5.0,1.75,3.1,4.8,A. Romeo,15.0,6.0,11.0,1.0,18.0,19.0,10.0,2.0,2.0,3.0,0.0,0.0
I1,28/01/07,Cagliari,Reggina,0.0,2.0,A,0.0,0.0,D,2.1,2.8,4.0,2.12,2.7,3.8,A. De Marco,6.0,9.0,3.0,5.0,26.0,19.0,2.0,5.0,2.0,3.0,0.0,0.0
I1,28/01/07,Chievo,Empoli,0.0,0.0,D,0.0,0.0,D,2.25,2.8,3.6,2.4,2.7,3.15,A. Damato,8.0,5.0,3.0,2.0,28.0,18.0,8.0,2.0,3.0,2.0,0.0,0.0
I1,28/01/07,Fiorentina,Livorno,2.0,1.0,H,0.0,1.0,A,1.53,3.6,6.5,1.5,3.3,7.5,P. Bertini,23.0,10.0,10.0,6.0,21.0,25.0,4.0,1.0,2.0,2.0,0.0,0.0
I1,28/01/07,Messina,Ascoli,1.0,2.0,A,0.0,0.0,D,1.75,3.25,5.0,1.75,3.0,5.0,P. Tagliavento,8.0,10.0,3.0,7.0,21.0,21.0,3.0,8.0,1.0,6.0,0.0,1.0
I1,28/01/07,Milan,Parma,1.0,0.0,H,0.0,0.0,D,1.28,4.75,12.0,1.2,5.25,13.0,G. Gava,9.0,3.0,5.0,2.0,11.0,21.0,6.0,0.0,0.0,2.0,0.0,0.0
I1,28/01/07,Roma,Siena,1.0,0.0,H,0.0,0.0,D,1.44,3.75,8.5,1.35,4.1,8.5,A. Giannoccaro,16.0,5.0,6.0,4.0,20.0,26.0,5.0,8.0,2.0,2.0,0.0,1.0
I1,28/01/07,Sampdoria,Inter,0.0,2.0,A,0.0,1.0,A,5.0,3.3,1.72,6.0,3.05,1.65,N. Rizzoli,6.0,13.0,1.0,5.0,11.0,16.0,6.0,5.0,3.0,3.0,1.0,0.0
I1,02/02/07,Catania,Palermo,1.0,2.0,A,0.0,0.0,D,2.87,2.87,2.6,2.6,2.9,2.7,S. Farina,11.0,13.0,7.0,6.0,18.0,31.0,10.0,4.0,3.0,2.0,0.0,0.0
I1,11/02/07,Atalanta,Lazio,0.0,0.0,D,0.0,0.0,D,2.5,2.87,2.75,2.5,2.9,2.8,E. Morganti,8.0,8.0,3.0,5.0,17.0,15.0,3.0,3.0,1.0,1.0,0.0,0.0
I1,11/02/07,Cagliari,Siena,2.0,2.0,D,1.0,1.0,D,2.2,2.87,3.2,2.3,2.7,3.35,M. Bergonzi,8.0,8.0,3.0,5.0,20.0,26.0,3.0,3.0,0.0,2.0,0.0,0.0
I1,11/02/07,Chievo,Inter,0.0,2.0,A,0.0,1.0,A,6.5,4.0,1.4,8.0,4.3,1.35,D. Messina,14.0,9.0,4.0,4.0,17.0,14.0,7.0,2.0,2.0,1.0,0.0,0.0
