Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,PSH,PSD,PSA,PSCH,PSCD,PSCA,B365CH,B365CD,B365CA,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI
T1,15/09/2019,Rizespor,Goztep,D,1.9,3.5,4.0,1.95,3.4,3.8,2019/20,€22.68m,€17.23m,2.02,3.44,4.03,2.33,3.33,3.28,2.2,3.3,3.25,1.9249999999999998,0.025000000000000022,0.9998783322990061,0.012987012987013,0.006493506493506329,0.5000843312531624,3.45,0.050000000000000044,0.9998484829291058,0.014492753623188418,0.007246376811594235,0.5001050199537913,3.9,0.10000000000000009,0.9995256892936492,0.025641025641025664,0.012820512820512775,0.5003287310979619
T1,15/09/2019,Denizlispor,Konyaspor,A,2.1,3.3,3.5,2.0,3.3,3.75,2019/20,€15.95m,€20.23m,2.15,3.29,3.77,2.33,3.03,3.63,2.15,3.3,3.4,2.05,0.050000000000000044,0.9995708393473225,0.02439024390243905,0.012195121951219523,0.5002974419988102,3.3,0.0,1.0,0.0,2.220446049250313e-16,0.5,3.625,0.125,0.9991421039919088,0.034482758620689655,0.01724137931034475,0.5005945303210463
T1,15/09/2019,Trabzonspor,Genclerbirligi,D,1.45,4.5,6.5,1.5,4.2,6.0,2019/20,€87.03m,€13.75m,1.52,4.6,6.08,1.77,3.93,4.6,1.6,4.0,5.0,1.475,0.025000000000000022,0.999792765854127,0.016949152542372895,0.008474576271186418,0.5001436368859524,4.35,0.1499999999999999,0.9991421039919088,0.03448275862068964,0.017241379310344973,0.5005945303210464,6.25,0.25,0.9988455359952018,0.04,0.020000000000000018,0.5008000000000001
T1,16/09/2019,Alanyaspor,Fenerbahce,H,2.87,3.4,2.37,2.7,3.5,2.4,2019/20,€21.30m,€75.90m,2.84,3.6,2.47,2.44,3.68,2.83,2.4,3.4,2.87,2.785,0.08499999999999996,0.999327953319122,0.030520646319569106,0.015260323159784761,0.5004657549258822,3.45,0.050000000000000044,0.9998484829291058,0.014492753623188418,0.007246376811594235,0.5001050199537913,2.385,0.014999999999999902,0.9999714666241031,0.0062893081761005885,0.0031446540880502027,0.5000197776986669
T1,20/09/2019,Goztep,Konyaspor,H,2.3,3.1,3.2,2.35,2.95,3.3,2019/20,€17.23m,€20.23m,2.44,3.03,3.39,2.26,3.07,3.73,2.2,3.1,3.5,2.325,0.025000000000000133,0.9999165959739288,0.010752688172043067,0.005376344086021501,0.5000578101514626,3.0250000000000004,0.07499999999999996,0.9995565335032317,0.02479338842975205,0.012396694214876103,0.5003073560549144,3.25,0.04999999999999982,0.9998292601233935,0.01538461538461533,0.007692307692307887,0.5001183431952664
T1,21/09/2019,Kasimpasa,Antalyaspor,H,2.4,3.4,2.8,2.3,3.4,2.9,2019/20,€30.00m,€19.15m,2.43,3.52,2.95,2.24,3.8,3.07,2.25,3.5,3.0,2.3499999999999996,0.050000000000000044,0.9996734260048916,0.021276595744680875,0.010638297872340496,0.5002263467632414,3.4,0.0,1.0,0.0,0.0,0.5,2.8499999999999996,0.050000000000000044,0.9997779672118908,0.017543859649122823,0.008771929824561209,0.500153893505694
T1,21/09/2019,Kayserispor,Denizlispor,D,2.4,3.2,3.0,2.4,3.2,2.9,2019/20,€21.58m,€15.95m,2.52,3.35,2.95,2.36,3.71,2.93,2.35,3.4,2.9,2.4,0.0,1.0,0.0,0.0,0.5,3.2,0.0,1.0,0.0,-2.220446049250313e-16,0.5,2.95,0.050000000000000044,0.999792765854127,0.016949152542372895,0.008474576271186418,0.5001436368859524
T1,21/09/2019,Fenerbahce,Ankaragucu,H,1.25,5.5,12.0,1.25,5.75,10.5,2019/20,€75.90m,€11.85m,1.23,6.55,12.84,1.13,9.16,17.8,1.16,7.5,13.0,1.25,0.0,1.0,0.0,0.0,0.5,5.625,0.125,0.9996437496778561,0.022222222222222223,0.011111111111111072,0.5002469135802469,11.25,0.75,0.9967916319816367,0.06666666666666667,0.03333333333333344,0.5022222222222223
T1,22/09/2019,Rizespor,Gaziantep,A,1.9,3.4,4.0,1.91,3.4,3.9,2019/20,€22.68m,€20.10m,2.05,3.47,3.88,2.04,3.49,3.88,1.9,3.4,4.0,1.9049999999999998,0.0050000000000000044,0.9999950307014372,0.0026246719160105013,0.001312335958005395,0.5000034444513334,3.4,0.0,1.0,0.0,0.0,0.5,3.95,0.050000000000000044,0.9998844148717587,0.012658227848101276,0.006329113924050667,0.5000801153661273
T1,22/09/2019,Genclerbirligi,Alanyaspor,D,3.75,3.4,2.0,3.5,3.5,2.0,2019/20,€13.75m,€21.30m,3.47,3.76,2.08,2.6,3.56,2.67,2.6,3.5,2.55,3.625,0.125,0.9991421039919088,0.034482758620689655,0.01724137931034475,0.5005945303210463,3.45,0.050000000000000044,0.9998484829291058,0.014492753623188418,0.007246376811594235,0.5001050199537913,2.0,0.0,1.0,0.0,0.0,0.5
