Div,Date,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,Season,HomeTeam,AwayTeam,VCH,VCD,VCA,HomeValue,AwayValue,B365H_Prob,BWH_Prob,WHH_Prob,IWH_Prob,VCH_Prob,LBH_Prob,B365D_Prob,BWD_Prob,WHD_Prob,IWD_Prob,VCD_Prob,LBD_Prob,B365A_Prob,BWA_Prob,WHA_Prob,IWA_Prob,VCA_Prob,LBA_Prob,Consensus,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A,League
G1,05/01/2017,H,5.0,3.3,1.7,5.5,3.25,1.7,5.0,3.25,1.75,5.25,3.3,1.75,4.8,3.2,1.75,2016/17,Platanias,Panathinaikos,5.2,3.25,1.73,€9.90m,€38.95m,20.0,18.1818,20.8333,20.0,19.2308,19.0476,30.303,30.7692,31.25,30.7692,30.7692,30.303,58.8235,58.8235,57.1429,57.1429,57.8035,57.1429,A,19.5489,0.925,30.6939,0.3555,57.8132,0.8233,EthnikiKatigoria
G1,07/01/2017,H,3.4,3.25,2.15,3.75,3.1,2.05,3.45,3.0,2.15,3.6,3.0,2.2,3.0,2.8,2.5,2016/17,Asteras Tripolis,AEK,3.5,3.0,2.15,€15.88m,€32.15m,29.4118,26.6667,33.3333,28.9855,28.5714,27.7778,30.7692,32.2581,35.7143,33.3333,33.3333,33.3333,46.5116,48.7805,40.0,46.5116,46.5116,45.4545,A,29.1244,2.2793,33.1236,1.6209,45.6283,2.966,EthnikiKatigoria
G1,07/01/2017,H,1.5,3.9,7.0,1.5,3.75,6.75,1.5,3.75,6.5,1.53,3.6,7.0,1.5,3.6,7.0,2016/17,Atromitos,Levadeiakos,1.5,3.7,7.0,€13.45m,€9.48m,66.6667,66.6667,66.6667,66.6667,66.6667,65.3595,25.641,26.6667,27.7778,26.6667,27.027,27.7778,14.2857,14.8148,14.2857,15.3846,14.2857,14.2857,H,66.4488,0.5337,26.9262,0.8059,14.557,0.4573,EthnikiKatigoria
G1,08/01/2017,A,2.5,3.1,2.9,2.4,3.0,3.0,2.5,2.9,2.95,2.6,2.9,3.0,2.5,2.8,3.0,2016/17,Panetolikos,Panionios,2.55,2.9,2.9,€15.18m,€16.80m,40.0,41.6667,40.0,40.0,39.2157,38.4615,32.2581,33.3333,35.7143,34.4828,34.4828,34.4828,34.4828,33.3333,33.3333,33.8983,34.4828,33.3333,H,39.8906,1.0666,34.1257,1.1851,33.8106,0.5648,EthnikiKatigoria
G1,08/01/2017,A,1.25,5.25,13.0,1.3,4.75,10.0,1.25,5.0,11.25,1.29,5.0,12.0,1.25,5.0,11.0,2016/17,PAOK,Giannina,1.25,5.2,11.5,€56.10m,€12.25m,80.0,76.9231,80.0,80.0,80.0,77.5194,19.0476,21.0526,20.0,20.0,19.2308,20.0,7.6923,10.0,9.0909,8.8889,8.6957,8.3333,H,79.0738,1.4473,19.8885,0.7116,8.7835,0.7729,EthnikiKatigoria
G1,08/01/2017,A,5.75,3.75,1.6,5.75,3.75,1.57,5.5,3.7,1.6,5.5,3.6,1.62,5.0,3.5,1.65,2016/17,Xanthi,Olympiakos,5.75,3.6,1.6,€12.03m,€91.45m,17.3913,17.3913,20.0,18.1818,17.3913,18.1818,26.6667,26.6667,28.5714,27.027,27.7778,27.7778,62.5,63.6943,60.6061,62.5,62.5,61.7284,A,18.0896,1.0129,27.4146,0.7578,62.2548,1.0245,EthnikiKatigoria
G1,09/01/2017,H,1.14,7.0,19.0,1.17,7.0,12.5,1.2,6.0,13.5,1.18,6.5,17.0,1.18,6.0,13.0,2016/17,Panathinaikos,Kerkyra,1.17,6.25,15.0,€38.95m,€8.33m,87.7193,85.4701,84.7458,83.3333,85.4701,84.7458,14.2857,14.2857,16.6667,16.6667,16.0,15.3846,5.2632,8.0,7.6923,7.4074,6.6667,5.8824,H,85.2474,1.4406,15.5482,1.0882,6.8187,1.0793,EthnikiKatigoria
G1,14/01/2017,D,6.0,3.8,1.57,5.5,3.9,1.55,5.75,3.65,1.6,6.0,3.6,1.6,6.5,3.75,1.5,2016/17,Platanias,Olympiakos,6.0,3.6,1.57,€9.90m,€91.45m,16.6667,18.1818,15.3846,17.3913,16.6667,16.6667,26.3158,25.641,26.6667,27.3973,27.7778,27.7778,63.6943,64.5161,66.6667,62.5,63.6943,62.5,A,16.8263,0.9286,26.9294,0.8676,63.9286,1.5514,EthnikiKatigoria
G1,14/01/2017,H,2.5,3.0,3.0,2.55,2.95,2.85,2.55,2.85,2.95,2.6,2.9,3.0,2.7,2.8,2.75,2016/17,Veria,Levadeiakos,2.55,2.9,2.9,€8.65m,€9.48m,40.0,39.2157,37.037,39.2157,39.2157,38.4615,33.3333,33.8983,35.7143,35.0877,34.4828,34.4828,33.3333,35.0877,36.3636,33.8983,34.4828,33.3333,H,38.8576,1.016,34.4999,0.8419,34.4165,1.1714,EthnikiKatigoria
G1,15/01/2017,H,1.75,3.4,5.0,1.75,3.4,4.75,1.75,3.3,5.0,1.75,3.25,5.5,1.67,3.4,5.0,2016/17,Asteras Tripolis,Panetolikos,1.73,3.3,5.0,€15.88m,€15.18m,57.1429,57.1429,59.8802,57.1429,57.8035,57.1429,29.4118,29.4118,29.4118,30.303,30.303,30.7692,20.0,21.0526,20.0,20.0,20.0,18.1818,H,57.7092,1.0959,29.9351,0.598,19.8724,0.9291,EthnikiKatigoria
G1,15/01/2017,A,2.2,3.2,3.4,2.35,2.9,3.2,2.2,3.0,3.4,2.25,3.0,3.5,2.2,3.0,3.3,2016/17,Atromitos,Panionios,2.25,3.0,3.3,€13.45m,€16.80m,45.4545,42.5532,45.4545,45.4545,44.4444,44.4444,31.25,34.4828,33.3333,33.3333,33.3333,33.3333,29.4118,31.25,30.303,29.4118,30.303,28.5714,H,44.6342,1.1333,33.1777,1.0503,29.8752,0.9365,EthnikiKatigoria
G1,15/01/2017,D,1.8,3.3,4.75,1.75,3.4,4.75,1.8,3.25,4.75,1.8,3.25,4.75,1.8,3.3,4.33,2016/17,Panathinaikos,AEK,1.8,3.2,4.75,€38.95m,€32.15m,55.5556,57.1429,55.5556,55.5556,55.5556,55.5556,30.303,29.4118,30.303,30.7692,31.25,30.7692,21.0526,21.0526,23.0947,21.0526,21.0526,21.0526,H,55.8201,0.648,30.4677,0.6266,21.393,0.8337,EthnikiKatigoria
G1,15/01/2017,H,1.85,3.3,4.5,1.85,3.2,4.4,1.85,3.15,4.6,1.85,3.1,4.75,1.8,3.1,4.8,2016/17,Xanthi,Giannina,1.85,3.13,4.5,€12.03m,€12.25m,54.0541,54.0541,55.5556,54.0541,54.0541,54.0541,30.303,31.25,32.2581,31.746,31.9489,32.2581,22.2222,22.7273,20.8333,21.7391,22.2222,21.0526,H,54.3044,0.613,31.6273,0.7496,21.7995,0.7366,EthnikiKatigoria
G1,18/01/2017,D,4.75,3.6,1.75,4.5,3.5,1.75,4.6,3.5,1.75,4.5,3.5,1.8,4.6,3.4,1.73,2016/17,Asteras Tripolis,Olympiakos,4.6,3.5,1.73,€15.88m,€91.45m,21.0526,22.2222,21.7391,21.7391,21.7391,22.2222,27.7778,28.5714,29.4118,28.5714,28.5714,28.5714,57.1429,57.1429,57.8035,57.1429,57.8035,55.5556,A,21.7857,0.4301,28.5792,0.5169,57.0985,0.8223,EthnikiKatigoria
G1,18/01/2017,A,1.5,3.8,6.0,1.53,3.7,6.25,1.5,3.65,6.75,1.55,3.6,7.0,1.53,3.4,7.0,2016/17,Atromitos,Kerkyra,1.5,3.6,7.5,€13.45m,€8.33m,66.6667,65.3595,65.3595,66.6667,66.6667,64.5161,26.3158,27.027,29.4118,27.3973,27.7778,27.7778,16.6667,16.0,14.2857,14.8148,13.3333,14.2857,H,65.8725,0.9229,27.6179,1.0356,14.8977,1.2286,EthnikiKatigoria
G1,18/01/2017,H,2.38,2.88,3.1,2.35,3.0,3.1,2.45,2.95,3.05,2.4,2.9,3.2,2.5,2.9,2.9,2016/17,Giannina,Panionios,2.38,3.0,3.1,€12.25m,€16.80m,42.0168,42.5532,40.0,40.8163,42.0168,41.6667,34.7222,33.3333,34.4828,33.8983,33.3333,34.4828,32.2581,32.2581,34.4828,32.7869,32.2581,31.25,H,41.5116,0.9368,34.0421,0.6126,32.549,1.0712,EthnikiKatigoria
G1,18/01/2017,H,3.7,3.1,2.0,3.8,3.2,2.0,3.75,3.1,2.05,3.75,3.1,2.1,3.6,3.1,2.05,2016/17,Panetolikos,AEK,3.7,3.13,2.05,€15.18m,€32.15m,27.027,26.3158,27.7778,26.6667,27.027,26.6667,32.2581,31.25,32.2581,32.2581,31.9489,32.2581,50.0,50.0,48.7805,48.7805,48.7805,47.619,A,26.9135,0.5004,32.0385,0.4056,48.9934,0.9002,EthnikiKatigoria
G1,18/01/2017,H,1.4,4.0,7.5,1.45,3.9,7.5,1.45,3.85,7.75,1.48,3.75,8.5,1.44,3.75,7.5,2016/17,Xanthi,Iraklis,1.45,3.75,8.0,€12.03m,€9.80m,71.4286,68.9655,69.4444,68.9655,68.9655,67.5676,25.0,25.641,26.6667,25.974,26.6667,26.6667,13.3333,13.3333,13.3333,12.9032,12.5,11.7647,H,69.2229,1.2532,26.1025,0.6928,12.8613,0.633,EthnikiKatigoria
G1,19/01/2017,H,1.36,4.5,9.0,1.35,4.6,8.25,1.4,4.35,7.75,1.4,4.33,8.5,1.36,4.33,8.0,2016/17,Panathinaikos,Platanias,1.36,4.33,8.5,€38.95m,€9.90m,73.5294,74.0741,73.5294,71.4286,73.5294,71.4286,22.2222,21.7391,23.0947,22.9885,23.0947,23.0947,11.1111,12.1212,12.5,12.9032,11.7647,11.7647,H,72.9199,1.1743,22.7057,0.5834,12.0275,0.6288,EthnikiKatigoria
G1,19/01/2017,H,1.13,7.0,17.0,1.15,6.5,16.5,1.14,6.75,17.5,1.15,7.0,19.0,1.12,7.0,17.0,2016/17,PAOK,Levadeiakos,1.13,7.0,20.0,€56.10m,€9.48m,88.4956,86.9565,89.2857,87.7193,88.4956,86.9565,14.2857,15.3846,14.2857,14.8148,14.2857,14.2857,5.8824,6.0606,5.8824,5.7143,5.0,5.2632,H,87.9849,0.938,14.557,0.4573,5.6338,0.4126,EthnikiKatigoria
G1,21/01/2017,D,2.25,3.1,3.4,2.1,2.95,3.75,2.25,2.85,3.55,2.3,2.88,3.6,2.1,2.9,3.75,2016/17,Iraklis,Veria,2.25,2.9,3.4,€9.80m,€8.65m,44.4444,47.619,47.619,44.4444,44.4444,43.4783,32.2581,33.8983,34.4828,35.0877,34.4828,34.7222,29.4118,26.6667,26.6667,28.169,29.4118,27.7778,H,45.3416,1.8033,34.1553,1.007,28.0173,1.2343,EthnikiKatigoria
G1,21/01/2017,H,1.2,6.0,15.0,1.25,5.5,10.0,1.2,5.75,13.0,1.2,6.0,15.0,1.2,6.0,11.0,2016/17,Olympiakos,Xanthi,1.17,6.25,15.0,€91.45m,€12.03m,83.3333,80.0,83.3333,83.3333,85.4701,83.3333,16.6667,18.1818,16.6667,17.3913,16.0,16.6667,6.6667,10.0,9.0909,7.6923,6.6667,6.6667,H,83.1339,1.7572,16.9289,0.7553,7.7972,1.4402,EthnikiKatigoria
G1,21/01/2017,H,1.62,3.6,6.0,1.57,3.5,6.5,1.65,3.35,5.75,1.65,3.3,6.5,1.57,3.5,6.0,2016/17,Panionios,Panetolikos,1.6,3.4,6.25,€16.80m,€15.18m,61.7284,63.6943,63.6943,60.6061,62.5,60.6061,27.7778,28.5714,28.5714,29.8507,29.4118,30.303,16.6667,15.3846,16.6667,17.3913,16.0,15.3846,H,62.1382,1.4026,29.081,0.9395,16.249,0.8013,EthnikiKatigoria
G1,22/01/2017,H,1.62,3.8,5.5,1.55,3.7,6.0,1.65,3.55,5.5,1.62,3.5,6.0,1.5,3.75,6.0,2016/17,AEK,Asteras Tripolis,1.62,3.5,5.75,€32.15m,€15.88m,61.7284,64.5161,66.6667,60.6061,61.7284,61.7284,26.3158,27.027,26.6667,28.169,28.5714,28.5714,18.1818,16.6667,16.6667,18.1818,17.3913,16.6667,H,62.829,2.2869,27.5536,1.0046,17.2925,0.7438,EthnikiKatigoria
G1,22/01/2017,D,6.0,3.8,1.57,6.25,3.6,1.55,5.5,3.6,1.6,5.5,3.6,1.65,5.5,3.5,1.62,2016/17,Kerkyra,Panathinaikos,5.75,3.6,1.6,€8.33m,€38.95m,16.6667,16.0,18.1818,18.1818,17.3913,18.1818,26.3158,27.7778,28.5714,27.7778,27.7778,27.7778,63.6943,64.5161,61.7284,62.5,62.5,60.6061,A,17.4339,0.93,27.6664,0.7339,62.5908,1.3874,EthnikiKatigoria
G1,22/01/2017,D,3.0,3.0,2.5,2.9,2.9,2.55,3.05,2.8,2.5,3.1,2.9,2.5,2.9,2.88,2.5,2016/17,Levadeiakos,Atromitos,3.0,2.88,2.5,€9.48m,€13.45m,33.3333,34.4828,34.4828,32.7869,33.3333,32.2581,33.3333,34.4828,34.7222,35.7143,34.7222,34.4828,40.0,39.2157,40.0,40.0,40.0,40.0,A,33.4462,0.8968,34.5763,0.7616,39.8693,0.3202,EthnikiKatigoria
G1,23/01/2017,A,5.0,3.5,1.73,4.5,3.2,1.83,4.65,3.4,1.75,5.0,3.5,1.73,4.8,3.3,1.73,2016/17,Giannina,PAOK,5.0,3.4,1.7,€12.25m,€56.10m,20.0,22.2222,20.8333,21.5054,20.0,20.0,28.5714,31.25,30.303,29.4118,29.4118,28.5714,57.8035,54.6448,57.8035,57.1429,58.8235,57.8035,A,20.7602,0.9415,29.5866,1.0395,57.337,1.4247,EthnikiKatigoria
G1,25/01/2017,A,2.45,3.0,3.1,2.3,2.9,3.3,2.45,2.8,3.15,2.4,2.8,3.4,2.6,2.7,3.0,2016/17,Veria,Iraklis,2.4,2.88,3.2,€8.65m,€9.80m,40.8163,43.4783,38.4615,40.8163,41.6667,41.6667,33.3333,34.4828,37.037,35.7143,34.7222,35.7143,32.2581,30.303,33.3333,31.746,31.25,29.4118,H,41.151,1.6374,35.1673,1.2747,31.3837,1.3979,EthnikiKatigoria
G1,28/01/2017,D,2.25,3.2,3.3,2.2,2.95,3.5,2.25,3.0,3.35,2.25,3.0,3.5,2.25,2.88,3.4,2016/17,Asteras Tripolis,Panionios,2.25,2.9,3.4,€15.88m,€16.80m,44.4444,45.4545,44.4444,44.4444,44.4444,44.4444,31.25,33.8983,34.7222,33.3333,34.4828,33.3333,30.303,28.5714,29.4118,29.8507,29.4118,28.5714,H,44.6128,0.4124,33.5033,1.2439,29.3534,0.6898,EthnikiKatigoria
G1,28/01/2017,D,3.25,2.88,2.3,3.1,2.9,2.4,3.2,2.9,2.4,3.2,2.88,2.5,3.2,2.8,2.38,2016/17,Xanthi,AEK,3.2,2.88,2.38,€12.03m,€32.15m,30.7692,32.2581,31.25,31.25,31.25,31.25,34.7222,34.4828,35.7143,34.4828,34.7222,34.7222,43.4783,41.6667,42.0168,41.6667,42.0168,40.0,A,31.3379,0.4901,34.8078,0.4593,41.8076,1.1123,EthnikiKatigoria
G1,29/01/2017,D,2.05,3.0,3.6,2.1,2.95,3.75,2.1,2.95,3.8,2.1,2.8,4.0,2.1,2.88,3.8,2016/17,Atromitos,Giannina,2.05,3.0,3.8,€13.45m,€12.25m,48.7805,47.619,47.619,47.619,48.7805,47.619,33.3333,33.8983,34.7222,33.8983,33.3333,35.7143,27.7778,26.6667,26.3158,26.3158,26.3158,25.0,H,48.0062,0.5998,34.15,0.9203,26.3986,0.8889,EthnikiKatigoria
G1,29/01/2017,D,1.18,6.0,12.0,1.18,6.25,13.5,1.2,6.0,13.0,1.22,6.0,13.0,1.18,6.0,13.0,2016/17,Panathinaikos,Levadeiakos,1.18,6.0,15.0,€38.95m,€9.48m,84.7458,84.7458,84.7458,83.3333,84.7458,81.9672,16.6667,16.0,16.6667,16.6667,16.6667,16.6667,8.3333,7.4074,7.6923,7.6923,6.6667,7.6923,H,84.0473,1.1652,16.5556,0.2722,7.5807,0.5421,EthnikiKatigoria
G1,29/01/2017,A,6.0,3.4,1.57,6.25,3.5,1.57,6.0,3.55,1.55,6.0,3.6,1.6,6.0,3.5,1.57,2016/17,Panetolikos,PAOK,6.25,3.6,1.55,€15.18m,€56.10m,16.6667,16.0,16.6667,16.6667,16.0,16.6667,29.4118,28.5714,28.5714,28.169,27.7778,27.7778,63.6943,63.6943,63.6943,64.5161,64.5161,62.5,A,16.4445,0.3443,28.3799,0.6177,63.7692,0.7407,EthnikiKatigoria
G1,29/01/2017,H,1.75,3.3,4.5,1.75,3.2,5.0,1.8,3.15,4.7,1.8,3.1,5.0,1.83,3.1,4.5,2016/17,Platanias,Kerkyra,1.8,3.2,4.8,€9.90m,€8.33m,57.1429,57.1429,54.6448,55.5556,55.5556,55.5556,30.303,31.25,32.2581,31.746,31.25,32.2581,22.2222,20.0,22.2222,21.2766,20.8333,20.0,H,55.9329,1.0014,31.5109,0.7439,21.0924,1.0041,EthnikiKatigoria
G1,29/01/2017,A,15.0,6.5,1.18,12.0,6.25,1.2,14.25,6.0,1.2,15.0,6.0,1.2,13.0,6.0,1.18,2016/17,Veria,Olympiakos,15.0,6.25,1.17,€8.65m,€91.45m,6.6667,8.3333,7.6923,7.0175,6.6667,6.6667,15.3846,16.0,16.6667,16.6667,16.0,16.6667,84.7458,83.3333,84.7458,83.3333,85.4701,83.3333,A,7.1739,0.6941,16.2308,0.5278,84.1603,0.9437,EthnikiKatigoria
G1,01/02/2017,D,2.4,2.8,3.1,2.4,2.85,3.2,2.5,2.8,3.1,2.5,2.8,3.2,2.5,2.8,3.0,2016/17,Iraklis,Kerkyra,2.5,2.88,3.0,€9.80m,€8.33m,41.6667,41.6667,40.0,40.0,40.0,40.0,35.7143,35.0877,35.7143,35.7143,34.7222,35.7143,32.2581,31.25,33.3333,32.2581,33.3333,31.25,H,40.5556,0.8607,35.4445,0.4336,32.2805,0.9318,EthnikiKatigoria
G1,04/02/2017,D,3.8,3.1,2.05,4.0,3.25,1.91,3.85,3.0,2.05,3.8,2.9,2.15,4.0,3.2,1.91,2016/17,Giannina,Panathinaikos,3.9,3.0,2.05,€12.25m,€38.95m,26.3158,25.0,25.0,25.974,25.641,26.3158,32.2581,30.7692,31.25,33.3333,33.3333,34.4828,48.7805,52.356,52.356,48.7805,48.7805,46.5116,A,25.7078,0.6028,32.5711,1.4076,49.5942,2.3127,EthnikiKatigoria
G1,04/02/2017,H,2.55,2.8,3.1,2.3,2.95,3.25,2.45,2.85,3.1,2.5,2.88,3.1,2.3,2.9,3.2,2016/17,Panetolikos,Atromitos,2.5,2.9,3.0,€15.18m,€13.45m,39.2157,43.4783,43.4783,40.8163,40.0,40.0,35.7143,33.8983,34.4828,35.0877,34.4828,34.7222,32.2581,30.7692,31.25,32.2581,33.3333,32.2581,H,41.1648,1.8622,34.7314,0.6182,32.0211,0.9002,EthnikiKatigoria
G1,05/02/2017,H,1.17,6.5,19.0,1.15,6.5,18.0,1.14,6.5,19.5,1.15,7.0,21.0,1.17,6.0,15.0,2016/17,AEK,Veria,1.12,7.0,23.0,€32.15m,€8.65m,85.4701,86.9565,85.4701,87.7193,89.2857,86.9565,15.3846,15.3846,16.6667,15.3846,14.2857,14.2857,5.2632,5.5556,6.6667,5.1282,4.3478,4.7619,H,86.9764,1.4438,15.232,0.8853,5.2872,0.7949,EthnikiKatigoria
G1,05/02/2017,H,1.08,10.0,23.0,1.11,8.0,19.5,1.1,8.25,22.0,1.11,9.0,23.0,1.1,8.0,19.0,2016/17,Olympiakos,Iraklis,1.08,9.0,22.0,€91.45m,€9.80m,92.5926,90.0901,90.9091,90.9091,92.5926,90.0901,10.0,12.5,12.5,12.1212,11.1111,11.1111,4.3478,5.1282,5.2632,4.5455,4.5455,4.3478,H,91.1973,1.1412,11.5572,0.9918,4.6963,0.3991,EthnikiKatigoria
G1,05/02/2017,H,2.0,2.9,4.33,2.05,3.0,3.8,2.0,2.95,4.05,2.05,3.0,4.0,2.0,3.0,3.8,2016/17,Panionios,Xanthi,2.0,3.0,4.0,€16.80m,€12.03m,50.0,48.7805,50.0,50.0,50.0,48.7805,34.4828,33.3333,33.3333,33.8983,33.3333,33.3333,23.0947,26.3158,26.3158,24.6914,25.0,25.0,H,49.5935,0.6297,33.6191,0.4797,25.0696,1.1966,EthnikiKatigoria
G1,05/02/2017,H,1.33,4.5,11.0,1.4,4.2,8.0,1.35,4.2,9.0,1.4,4.2,9.0,1.36,4.2,8.5,2016/17,PAOK,Asteras Tripolis,1.36,4.2,9.0,€56.10m,€15.88m,75.188,71.4286,73.5294,74.0741,73.5294,71.4286,22.2222,23.8095,23.8095,23.8095,23.8095,23.8095,9.0909,12.5,11.7647,11.1111,11.1111,11.1111,H,73.1964,1.4973,23.545,0.648,11.1148,1.1347,EthnikiKatigoria
G1,06/02/2017,A,2.38,2.9,3.3,2.45,2.85,3.1,2.45,2.85,3.1,2.4,2.9,3.25,2.5,2.8,3.0,2016/17,Levadeiakos,Platanias,2.38,2.88,3.2,€9.48m,€9.90m,42.0168,40.8163,40.0,40.8163,42.0168,41.6667,34.4828,35.0877,35.7143,35.0877,34.7222,34.4828,30.303,32.2581,33.3333,32.2581,31.25,30.7692,H,41.2222,0.8104,34.9296,0.4707,31.6953,1.1235,EthnikiKatigoria
G1,11/02/2017,A,2.1,2.88,4.1,2.1,2.95,3.75,2.1,2.95,3.75,2.1,2.88,4.2,2.15,2.9,3.6,2016/17,Asteras Tripolis,Atromitos,2.1,3.0,3.7,€15.88m,€13.45m,47.619,47.619,46.5116,47.619,47.619,47.619,34.7222,33.8983,34.4828,33.8983,33.3333,34.7222,24.3902,26.6667,27.7778,26.6667,27.027,23.8095,H,47.4344,0.4521,34.1762,0.5577,26.0563,1.5796,EthnikiKatigoria
G1,11/02/2017,A,4.33,3.2,1.91,4.33,3.1,1.9,4.5,3.1,1.85,4.5,3.1,1.85,4.33,3.0,1.91,2016/17,Veria,Panionios,4.6,3.13,1.85,€8.65m,€16.80m,23.0947,23.0947,23.0947,22.2222,21.7391,22.2222,31.25,32.2581,33.3333,32.2581,31.9489,32.2581,52.356,52.6316,52.356,54.0541,54.0541,54.0541,A,22.5779,0.5929,32.2177,0.672,53.251,0.8855,EthnikiKatigoria
G1,12/02/2017,H,2.0,3.1,4.2,1.9,3.1,4.4,2.0,3.05,4.1,2.0,2.9,4.5,2.05,3.0,3.75,2016/17,Kerkyra,Levadeiakos,1.95,3.0,4.2,€8.33m,€9.48m,50.0,52.6316,48.7805,50.0,51.2821,50.0,32.2581,32.2581,33.3333,32.7869,33.3333,34.4828,23.8095,22.7273,26.6667,24.3902,23.8095,22.2222,H,50.449,1.3301,33.0754,0.8406,23.9376,1.5552,EthnikiKatigoria
G1,12/02/2017,H,1.4,4.1,9.0,1.35,4.2,9.75,1.4,4.1,9.0,1.4,4.2,9.5,1.4,3.8,9.0,2016/17,Panathinaikos,Panetolikos,1.36,4.1,9.5,€38.95m,€15.18m,71.4286,74.0741,71.4286,71.4286,73.5294,71.4286,24.3902,23.8095,26.3158,24.3902,24.3902,23.8095,11.1111,10.2564,11.1111,11.1111,10.5263,10.5263,H,72.2197,1.2375,24.5176,0.9257,10.7737,0.3825,EthnikiKatigoria
G1,12/02/2017,D,2.1,2.9,4.0,2.0,3.0,4.0,2.1,2.95,3.8,2.1,2.9,4.0,2.15,2.9,3.6,2016/17,Platanias,Giannina,2.05,3.0,3.9,€9.90m,€12.25m,47.619,50.0,46.5116,47.619,48.7805,47.619,34.4828,33.3333,34.4828,33.8983,33.3333,34.4828,25.0,25.0,27.7778,26.3158,25.641,25.0,H,48.0248,1.2047,34.0022,0.5654,25.7891,1.1066,EthnikiKatigoria
G1,12/02/2017,D,4.2,3.1,2.0,4.1,3.1,1.95,3.95,3.05,2.0,4.0,3.0,2.05,4.0,2.9,2.0,2016/17,Xanthi,PAOK,4.0,3.0,2.0,€12.03m,€56.10m,23.8095,24.3902,25.0,25.3165,25.0,25.0,32.2581,32.2581,34.4828,32.7869,33.3333,33.3333,50.0,51.2821,50.0,50.0,50.0,48.7805,A,24.7527,0.5518,33.0754,0.8406,50.0104,0.7912,EthnikiKatigoria
G1,13/02/2017,D,5.5,3.5,1.67,5.5,3.5,1.62,5.25,3.4,1.7,5.25,3.5,1.7,5.5,3.3,1.65,2016/17,Iraklis,AEK,5.4,3.4,1.67,€9.80m,€32.15m,18.1818,18.1818,18.1818,19.0476,18.5185,19.0476,28.5714,28.5714,30.303,29.4118,29.4118,28.5714,59.8802,61.7284,60.6061,58.8235,59.8802,58.8235,A,18.5265,0.4242,29.1401,0.7029,59.957,1.1082,EthnikiKatigoria
G1,18/02/2017,A,3.8,2.8,2.25,3.75,2.95,2.1,3.4,2.9,2.25,3.5,2.9,2.3,3.5,3.0,2.15,2016/17,Asteras Tripolis,Panathinaikos,3.4,2.9,2.25,€15.88m,€38.95m,26.3158,26.6667,28.5714,29.4118,29.4118,28.5714,35.7143,33.8983,33.3333,34.4828,34.4828,34.4828,44.4444,47.619,46.5116,44.4444,44.4444,43.4783,A,28.1582,1.3493,34.399,0.7921,45.157,1.5645,EthnikiKatigoria
G1,18/02/2017,H,2.25,2.9,3.6,2.3,2.9,3.3,2.3,2.85,3.4,2.3,2.8,3.6,2.25,2.8,3.5,2016/17,Atromitos,Xanthi,2.25,2.88,3.5,€13.45m,€12.03m,44.4444,43.4783,44.4444,43.4783,44.4444,43.4783,34.4828,34.4828,35.7143,35.0877,34.7222,35.7143,27.7778,30.303,28.5714,29.4118,28.5714,27.7778,H,43.9614,0.5292,35.034,0.5716,28.7355,0.9801,EthnikiKatigoria
G1,18/02/2017,H,1.6,3.5,6.5,1.62,3.4,6.0,1.65,3.3,6.0,1.67,3.3,6.5,1.6,3.2,6.5,2016/17,Giannina,Kerkyra,1.65,3.25,6.25,€12.25m,€8.33m,62.5,61.7284,62.5,60.6061,60.6061,59.8802,28.5714,29.4118,31.25,30.303,30.7692,30.303,15.3846,16.6667,15.3846,16.6667,16.0,15.3846,H,61.3035,1.0993,30.1014,0.9657,15.9145,0.6295,EthnikiKatigoria
G1,19/02/2017,H,2.75,3.0,2.75,2.95,3.1,2.45,2.65,2.95,2.75,2.62,2.9,2.88,2.62,2.9,2.75,2016/17,AEK,Olympiakos,2.6,3.0,2.75,€32.15m,€91.45m,36.3636,33.8983,38.1679,37.7358,38.4615,38.1679,33.3333,32.2581,34.4828,33.8983,33.3333,34.4828,36.3636,40.8163,36.3636,36.3636,36.3636,34.7222,H,37.1325,1.7507,33.6314,0.8467,36.8321,2.0593,EthnikiKatigoria
G1,19/02/2017,A,2.45,2.88,3.2,2.1,3.0,3.7,2.35,2.85,3.25,2.4,2.8,3.4,2.25,2.9,3.3,2016/17,Panetolikos,Platanias,2.38,2.88,3.2,€15.18m,€9.90m,40.8163,47.619,44.4444,42.5532,42.0168,41.6667,34.7222,33.3333,34.4828,35.0877,34.7222,35.7143,31.25,27.027,30.303,30.7692,31.25,29.4118,H,43.1861,2.487,34.6771,0.7864,30.0018,1.612,EthnikiKatigoria
G1,19/02/2017,H,1.4,4.0,10.0,1.5,3.75,6.75,1.4,4.0,8.75,1.4,4.0,9.0,1.44,3.8,7.0,2016/17,Panionios,Iraklis,1.36,4.1,9.5,€16.80m,€9.80m,71.4286,66.6667,69.4444,71.4286,73.5294,71.4286,25.0,26.6667,26.3158,25.0,24.3902,25.0,10.0,14.8148,14.2857,11.4286,10.5263,11.1111,H,70.6544,2.3422,25.3954,0.888,12.0278,2.0215,EthnikiKatigoria
