Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue
I1,06/11/2004,Brescia,Chievo,1.0,0.0,H,0.0,0.0,2.37,2.87,2.87,2.45,2.75,3.05,2.4,2.7,2.9,2.37,2.8,2.9,2004/5,€45.25m,€46.28m
I1,06/11/2004,Reggina,Juventus,2.0,1.0,H,2.0,1.0,6.0,3.4,1.53,6.0,3.45,1.55,5.0,3.4,1.55,5.5,3.4,1.53,2004/5,€29.30m,€304.90m
I1,07/11/2004,Atalanta,Sampdoria,0.0,0.0,D,0.0,0.0,2.4,2.9,2.8,2.55,2.75,2.9,2.4,2.8,2.8,2.5,2.9,2.62,2004/5,€41.70m,€51.00m
I1,07/11/2004,Bologna,Messina,2.0,2.0,D,1.0,2.0,2.0,3.0,3.5,1.95,2.85,4.2,2.0,2.9,3.4,1.95,3.0,3.6,2004/5,€29.94m,€32.65m
I1,07/11/2004,Cagliari,Livorno,0.0,0.0,D,0.0,0.0,1.9,3.1,3.75,1.8,3.1,4.5,1.8,3.0,4.0,1.72,3.1,4.5,2004/5,€23.90m,€25.00m
I1,07/11/2004,Fiorentina,Inter,1.0,1.0,D,1.0,0.0,3.25,3.0,2.1,3.4,2.9,2.15,3.3,2.8,2.1,3.3,2.87,2.1,2004/5,€111.83m,€240.63m
I1,07/11/2004,Lazio,Siena,1.0,1.0,D,0.0,0.0,1.72,3.25,4.33,1.75,3.25,4.65,1.65,3.2,4.6,1.61,3.1,5.5,2004/5,€77.05m,€54.90m
I1,07/11/2004,Lecce,Udinese,3.0,4.0,A,1.0,1.0,2.1,3.0,3.25,2.2,2.85,3.35,2.1,2.9,3.2,2.15,3.0,3.1,2004/5,€44.90m,€83.95m
I1,07/11/2004,Milan,Roma,1.0,1.0,D,1.0,0.0,1.61,3.4,6.0,1.65,3.3,5.15,1.65,3.2,4.6,1.57,3.3,5.5,2004/5,€273.70m,€201.60m
I1,07/11/2004,Palermo,Parma,1.0,1.0,D,0.0,1.0,1.9,3.1,3.75,1.9,3.05,4.0,1.85,3.1,3.6,1.9,3.0,3.75,2004/5,€78.75m,€110.05m
I1,10/11/2004,Brescia,Milan,0.0,0.0,D,0.0,0.0,6.0,3.2,1.57,6.0,3.3,1.58,4.6,3.2,1.65,6.0,3.25,1.53,2004/5,€45.25m,€273.70m
I1,10/11/2004,Chievo,Atalanta,1.0,0.0,H,0.0,0.0,1.8,3.2,4.0,1.85,2.85,4.75,1.8,2.9,4.2,1.72,2.9,5.0,2004/5,€46.28m,€41.70m
I1,10/11/2004,Inter,Bologna,2.0,2.0,D,1.0,0.0,1.4,3.8,7.0,1.35,4.25,8.0,1.37,3.7,7.0,1.44,3.5,7.0,2004/5,€240.63m,€29.94m
I1,10/11/2004,Juventus,Fiorentina,1.0,0.0,H,0.0,0.0,1.4,4.0,9.0,1.35,4.2,8.0,1.4,3.7,6.5,1.33,4.2,7.5,2004/5,€304.90m,€111.83m
I1,10/11/2004,Livorno,Lazio,1.0,0.0,H,1.0,0.0,2.5,3.0,2.62,2.5,2.8,2.9,2.5,2.8,2.7,2.62,2.9,2.5,2004/5,€25.00m,€77.05m
I1,10/11/2004,Parma,Reggina,1.0,0.0,H,0.0,0.0,1.83,3.0,4.2,1.85,2.95,4.5,1.85,2.9,4.0,1.83,3.0,4.0,2004/5,€110.05m,€29.30m
I1,10/11/2004,Roma,Udinese,0.0,3.0,A,0.0,1.0,1.8,3.0,4.33,1.75,3.25,4.5,1.7,3.2,4.2,1.7,3.0,5.0,2004/5,€201.60m,€83.95m
I1,10/11/2004,Sampdoria,Cagliari,0.0,0.0,D,0.0,0.0,1.8,3.0,4.33,1.75,3.3,4.5,1.75,3.1,4.2,1.8,3.0,4.2,2004/5,€51.00m,€23.90m
I1,10/11/2004,Siena,Lecce,1.0,1.0,D,1.0,0.0,2.37,3.0,2.75,2.45,2.95,2.8,2.3,2.7,3.0,2.37,2.9,2.8,2004/5,€54.90m,€44.90m
I1,11/11/2004,Messina,Palermo,0.0,0.0,D,0.0,0.0,2.1,2.8,3.5,2.4,2.85,3.0,2.3,2.7,3.0,2.05,2.9,3.4,2004/5,€32.65m,€78.75m
I1,14/11/2004,Atalanta,Brescia,0.0,0.0,D,0.0,0.0,2.25,3.0,3.0,2.15,3.0,3.3,2.2,2.7,3.2,2.3,2.8,3.0,2004/5,€41.70m,€45.25m
I1,14/11/2004,Cagliari,Inter,3.0,3.0,D,2.0,1.0,3.5,3.0,2.0,4.25,2.95,1.9,3.8,2.7,2.0,4.0,2.87,1.9,2004/5,€23.90m,€240.63m
I1,14/11/2004,Fiorentina,Livorno,1.0,1.0,D,0.0,0.0,1.8,3.0,4.33,1.7,3.3,4.75,1.8,2.9,4.2,1.72,3.0,4.8,2004/5,€111.83m,€25.00m
I1,14/11/2004,Lazio,Bologna,2.0,1.0,H,1.0,0.0,1.9,3.1,3.75,1.9,3.05,4.0,1.9,2.9,3.8,1.8,3.0,4.2,2004/5,€77.05m,€29.94m
I1,14/11/2004,Lecce,Juventus,0.0,1.0,A,0.0,1.0,5.0,3.1,1.8,4.5,3.1,1.8,4.0,3.2,1.75,4.5,3.2,1.7,2004/5,€44.90m,€304.90m
I1,14/11/2004,Milan,Siena,2.0,1.0,H,2.0,1.0,1.25,4.5,11.0,1.22,5.2,11.0,1.22,4.6,10.0,1.2,5.0,11.0,2004/5,€273.70m,€54.90m
I1,14/11/2004,Palermo,Sampdoria,2.0,0.0,H,1.0,0.0,2.25,3.0,3.0,2.25,2.8,3.3,2.2,2.7,3.2,2.25,2.9,3.0,2004/5,€78.75m,€51.00m
I1,14/11/2004,Parma,Chievo,2.0,2.0,D,0.0,0.0,2.1,3.0,3.25,2.15,2.95,3.35,2.1,2.8,3.3,2.15,2.87,3.25,2004/5,€110.05m,€46.28m
I1,14/11/2004,Reggina,Roma,1.0,0.0,H,1.0,0.0,2.75,3.0,2.37,2.9,3.0,2.35,3.2,2.9,2.1,3.0,2.87,2.25,2004/5,€29.30m,€201.60m
I1,14/11/2004,Udinese,Messina,1.0,1.0,D,0.0,1.0,1.72,3.2,4.5,1.7,3.1,5.5,1.7,3.1,4.4,1.72,3.1,4.5,2004/5,€83.95m,€32.65m
I1,27/11/2004,Livorno,Udinese,1.0,2.0,A,0.0,1.0,2.5,2.75,2.87,2.65,2.7,2.85,2.5,2.8,2.7,2.5,2.8,2.75,2004/5,€25.00m,€83.95m
I1,27/11/2004,Siena,Roma,0.0,4.0,A,0.0,0.0,2.75,3.0,2.37,2.95,2.95,2.35,2.8,2.8,2.4,2.9,2.8,2.37,2004/5,€54.90m,€201.60m
I1,28/11/2004,Atalanta,Reggina,0.0,1.0,A,0.0,1.0,2.2,3.0,3.1,2.1,2.85,3.6,2.1,2.7,3.5,2.15,2.87,3.25,2004/5,€41.70m,€29.30m
I1,28/11/2004,Bologna,Lecce,0.0,0.0,D,0.0,0.0,2.1,3.1,3.2,2.2,3.1,3.1,2.1,2.8,3.3,2.15,2.87,3.25,2004/5,€29.94m,€44.90m
I1,28/11/2004,Brescia,Palermo,0.0,2.0,A,0.0,2.0,2.37,2.75,3.0,2.55,2.7,2.95,2.4,2.7,2.9,2.37,2.7,3.0,2004/5,€45.25m,€78.75m
I1,28/11/2004,Chievo,Milan,0.0,1.0,A,0.0,0.0,4.5,3.2,1.72,5.6,3.2,1.65,4.2,3.1,1.75,5.0,3.1,1.66,2004/5,€46.28m,€273.70m
I1,28/11/2004,Inter,Juventus,2.0,2.0,D,0.0,0.0,2.6,3.0,2.8,2.55,3.0,2.7,2.6,2.8,2.6,2.6,2.7,2.7,2004/5,€240.63m,€304.90m
I1,28/11/2004,Lazio,Cagliari,2.0,3.0,A,1.0,1.0,1.83,3.1,4.0,1.9,3.0,4.15,1.8,3.1,3.8,1.8,3.1,4.0,2004/5,€77.05m,€23.90m
I1,28/11/2004,Messina,Fiorentina,1.0,1.0,D,0.0,0.0,2.37,2.75,3.0,2.55,2.7,2.95,2.3,2.7,3.0,2.37,2.8,2.9,2004/5,€32.65m,€111.83m
I1,28/11/2004,Sampdoria,Parma,1.0,0.0,H,0.0,0.0,1.8,3.1,4.2,1.9,3.0,4.15,2.0,2.9,3.4,1.9,2.87,4.0,2004/5,€51.00m,€110.05m
I1,04/12/2004,Inter,Messina,5.0,0.0,H,3.0,0.0,1.36,3.75,8.5,1.3,4.3,10.0,1.4,3.5,7.0,1.4,3.3,9.0,2004/5,€240.63m,€32.65m
