Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,LBH,LBD,LBA,Season,HomeValue,AwayValue,VCH,VCD,VCA,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
N1,06/04/2018,Excelsior,Willem II,2.0,1.0,H,2.0,1.0,H,2.2,3.39,3.2,2.2,3.4,3.3,2.2,3.25,3.1,2017/18,€14.80m,€18.65m,2.3,3.4,3.13,19.0,13.0,9.0,4.0,9.0,7.0,10.0,6.0,0.0,1.0,0.0,1.0
N1,07/04/2018,AZ Alkmaar,PSV Eindhoven,2.0,3.0,A,0.0,0.0,D,2.39,3.39,2.79,2.55,3.8,2.55,2.45,3.5,2.5,2017/18,€70.68m,€174.45m,2.5,3.75,2.6,10.0,18.0,3.0,6.0,18.0,15.0,6.0,8.0,3.0,1.0,1.0,0.0
N1,07/04/2018,NAC Breda,Vitesse,1.0,0.0,H,1.0,0.0,H,3.39,3.39,2.1,3.4,3.6,2.1,3.1,3.4,2.15,2017/18,€17.15m,€39.78m,3.25,3.5,2.2,13.0,13.0,2.0,2.0,5.0,21.0,4.0,5.0,0.0,3.0,0.0,0.0
N1,07/04/2018,Roda,Zwolle,3.0,2.0,H,2.0,1.0,H,2.87,3.39,2.37,2.9,3.6,2.35,2.75,3.4,2.35,2017/18,€13.28m,€26.33m,2.88,3.5,2.4,7.0,19.0,4.0,8.0,18.0,16.0,1.0,7.0,3.0,2.0,0.0,0.0
N1,07/04/2018,Sparta Rotterdam,VVV Venlo,3.0,2.0,H,1.0,1.0,D,2.14,3.25,3.39,2.2,3.5,3.25,2.2,3.25,3.1,2017/18,€15.45m,€13.58m,2.25,3.4,3.2,23.0,19.0,7.0,6.0,26.0,13.0,6.0,4.0,2.0,2.0,0.0,0.0
N1,08/04/2018,Ajax,Heracles,1.0,0.0,H,0.0,0.0,D,1.08,10.0,23.0,1.1,10.5,23.0,1.09,10.0,29.0,2017/18,€251.00m,€22.25m,1.08,11.5,26.0,34.0,4.0,8.0,0.0,6.0,7.0,10.0,1.0,1.0,0.0,0.0,0.0
N1,08/04/2018,Heerenveen,Groningen,1.0,1.0,D,1.0,0.0,H,1.61,4.33,4.75,1.67,4.0,5.0,1.67,3.8,4.5,2017/18,€39.13m,€30.30m,1.67,4.2,4.75,15.0,8.0,6.0,5.0,17.0,15.0,7.0,2.0,3.0,2.0,0.0,0.0
N1,08/04/2018,Twente,Feyenoord,1.0,3.0,A,1.0,1.0,D,5.0,3.75,1.66,4.75,4.0,1.7,4.5,3.8,1.67,2017/18,€22.15m,€104.20m,4.8,4.0,1.7,12.0,13.0,4.0,8.0,14.0,7.0,6.0,4.0,1.0,2.0,0.0,0.0
N1,08/04/2018,Utrecht,Den Haag,3.0,3.0,D,1.0,0.0,H,1.53,4.0,6.0,1.55,4.2,6.0,1.53,4.0,5.5,2017/18,€46.63m,€23.63m,1.55,4.33,5.75,21.0,14.0,9.0,4.0,11.0,7.0,13.0,5.0,1.0,1.0,0.0,0.0
N1,13/04/2018,Heracles,AZ Alkmaar,0.0,3.0,A,0.0,2.0,A,6.0,4.75,1.44,5.75,4.75,1.5,5.75,4.5,1.44,2017/18,€22.25m,€70.68m,6.0,5.0,1.45,7.0,23.0,1.0,8.0,17.0,9.0,4.0,7.0,2.0,1.0,0.0,0.0
N1,14/04/2018,Den Haag,Twente,2.0,1.0,H,1.0,1.0,D,2.14,3.6,3.1,2.1,3.6,3.4,2.15,3.4,3.0,2017/18,€23.63m,€22.15m,2.2,3.6,3.1,13.0,7.0,6.0,1.0,13.0,13.0,6.0,4.0,1.0,1.0,0.0,0.0
N1,14/04/2018,Vitesse,Sparta Rotterdam,7.0,0.0,H,3.0,0.0,H,1.53,4.2,5.75,1.55,4.33,5.75,1.53,4.0,5.25,2017/18,€39.78m,€15.45m,1.55,4.3,5.75,19.0,3.0,8.0,1.0,6.0,5.0,3.0,0.0,1.0,1.0,0.0,1.0
N1,14/04/2018,VVV Venlo,Heerenveen,0.0,2.0,A,0.0,0.0,D,2.87,3.39,2.37,2.85,3.3,2.5,2.8,3.3,2.35,2017/18,€13.58m,€39.13m,2.88,3.5,2.4,11.0,20.0,3.0,6.0,14.0,15.0,4.0,9.0,2.0,1.0,0.0,0.0
N1,14/04/2018,Zwolle,Excelsior,1.0,1.0,D,1.0,0.0,H,1.8,3.75,4.2,1.75,3.7,4.75,1.75,3.7,4.0,2017/18,€26.33m,€14.80m,1.83,3.8,4.2,26.0,9.0,9.0,3.0,15.0,15.0,11.0,2.0,2.0,3.0,0.0,0.0
N1,15/04/2018,Feyenoord,Utrecht,3.0,1.0,H,2.0,1.0,H,1.57,4.33,5.0,1.57,4.4,5.25,1.57,4.0,5.0,2017/18,€104.20m,€46.63m,1.6,4.33,5.2,10.0,14.0,4.0,3.0,3.0,9.0,7.0,3.0,0.0,1.0,0.0,0.0
N1,15/04/2018,Groningen,Roda,2.0,1.0,H,1.0,0.0,H,1.7,4.2,4.2,1.7,4.1,4.6,1.7,3.75,4.33,2017/18,€30.30m,€13.28m,1.73,4.1,4.4,19.0,15.0,4.0,4.0,12.0,12.0,4.0,3.0,2.0,5.0,0.0,0.0
N1,15/04/2018,NAC Breda,Willem II,1.0,2.0,A,1.0,2.0,A,2.0,3.6,3.5,2.05,3.5,3.6,2.0,3.4,3.4,2017/18,€17.15m,€18.65m,2.0,3.6,3.7,16.0,11.0,5.0,5.0,13.0,20.0,3.0,9.0,2.0,2.0,0.0,0.0
N1,15/04/2018,PSV Eindhoven,Ajax,3.0,0.0,H,2.0,0.0,H,2.5,3.6,2.6,2.6,3.6,2.55,2.5,3.4,2.55,2017/18,€174.45m,€251.00m,2.55,3.7,2.6,17.0,11.0,11.0,3.0,13.0,17.0,9.0,3.0,1.0,4.0,0.0,2.0
N1,17/04/2018,Heerenveen,Den Haag,2.0,0.0,H,0.0,0.0,D,1.72,4.0,4.5,1.75,4.0,4.4,1.72,3.7,4.25,2017/18,€39.13m,€23.63m,1.73,4.0,4.4,11.0,8.0,4.0,1.0,9.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0
N1,17/04/2018,Twente,Zwolle,2.0,0.0,H,2.0,0.0,H,2.1,3.39,3.39,2.15,3.6,3.25,2.1,3.5,3.1,2017/18,€22.15m,€26.33m,2.15,3.7,3.25,11.0,7.0,4.0,2.0,18.0,17.0,8.0,4.0,1.0,4.0,0.0,0.0
N1,18/04/2018,AZ Alkmaar,Vitesse,4.0,3.0,H,3.0,2.0,H,1.57,4.0,5.5,1.62,4.1,5.25,1.6,4.0,4.75,2017/18,€70.68m,€39.78m,1.62,4.33,5.0,16.0,20.0,11.0,9.0,8.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0
N1,18/04/2018,Excelsior,Heracles,2.0,2.0,D,1.0,0.0,H,2.14,3.6,3.1,2.05,3.5,3.6,2.0,3.5,3.25,2017/18,€14.80m,€22.25m,2.0,3.6,3.6,20.0,16.0,8.0,4.0,12.0,6.0,6.0,11.0,2.0,1.0,0.0,1.0
N1,18/04/2018,Roda,PSV Eindhoven,2.0,2.0,D,1.0,1.0,D,6.5,5.25,1.39,6.25,5.25,1.42,6.5,4.6,1.4,2017/18,€13.28m,€174.45m,7.0,5.2,1.4,10.0,17.0,3.0,5.0,15.0,6.0,2.0,9.0,0.0,0.0,0.0,0.0
N1,18/04/2018,Sparta Rotterdam,NAC Breda,2.0,1.0,H,0.0,0.0,D,2.1,3.39,3.39,2.1,3.5,3.5,2.1,3.4,3.1,2017/18,€15.45m,€17.15m,2.15,3.6,3.25,17.0,14.0,6.0,6.0,20.0,11.0,6.0,3.0,2.0,2.0,0.0,0.0
N1,18/04/2018,Willem II,Feyenoord,1.0,5.0,A,0.0,1.0,A,5.25,4.0,1.6,5.25,4.1,1.62,5.0,3.9,1.6,2017/18,€18.65m,€104.20m,5.25,4.0,1.65,11.0,16.0,4.0,9.0,9.0,10.0,4.0,5.0,3.0,1.0,0.0,0.0
N1,19/04/2018,Ajax,VVV Venlo,4.0,1.0,H,2.0,1.0,H,1.1,9.0,23.0,1.11,9.5,23.0,1.11,8.5,26.0,2017/18,€251.00m,€13.58m,1.1,10.0,22.0,30.0,9.0,13.0,3.0,4.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0
N1,19/04/2018,Utrecht,Groningen,1.0,1.0,D,1.0,0.0,H,1.57,4.0,5.75,1.62,4.1,5.25,1.57,4.0,5.0,2017/18,€46.63m,€30.30m,1.6,4.2,5.4,12.0,13.0,3.0,7.0,13.0,14.0,2.0,5.0,4.0,1.0,0.0,0.0
N1,29/04/2018,Ajax,AZ Alkmaar,3.0,0.0,H,1.0,0.0,H,1.53,4.33,5.5,1.6,4.5,5.0,1.53,4.33,5.0,2017/18,€251.00m,€70.68m,1.55,4.6,5.4,17.0,13.0,6.0,4.0,12.0,13.0,8.0,3.0,0.0,2.0,0.0,0.0
N1,29/04/2018,Den Haag,PSV Eindhoven,3.0,3.0,D,2.0,1.0,H,4.5,4.5,1.6,4.75,4.6,1.62,4.6,4.0,1.61,2017/18,€23.63m,€174.45m,4.6,4.4,1.65,11.0,20.0,7.0,6.0,10.0,12.0,6.0,8.0,1.0,1.0,0.0,0.0
N1,29/04/2018,Feyenoord,Sparta Rotterdam,3.0,1.0,H,1.0,1.0,D,1.22,6.5,11.0,1.3,6.0,8.5,1.25,5.75,9.5,2017/18,€104.20m,€15.45m,1.25,6.5,9.5,11.0,12.0,5.0,7.0,8.0,10.0,5.0,6.0,0.0,0.0,0.0,0.0
N1,29/04/2018,Groningen,Excelsior,4.0,0.0,H,2.0,0.0,H,1.85,3.79,3.75,1.95,3.9,3.6,1.9,3.6,3.5,2017/18,€30.30m,€14.80m,1.9,4.0,3.7,23.0,6.0,8.0,3.0,12.0,11.0,2.0,3.0,0.0,2.0,0.0,0.0
N1,29/04/2018,Heracles,Utrecht,2.0,2.0,D,2.0,0.0,H,3.6,3.75,1.9,3.7,3.9,1.91,3.6,3.75,1.85,2017/18,€22.25m,€46.63m,3.75,3.9,1.9,10.0,25.0,4.0,8.0,6.0,9.0,3.0,13.0,0.0,0.0,0.0,0.0
N1,29/04/2018,NAC Breda,Heerenveen,3.0,0.0,H,2.0,0.0,H,2.62,3.39,2.54,2.7,3.5,2.55,2.55,3.4,2.5,2017/18,€17.15m,€39.13m,2.63,3.5,2.6,14.0,11.0,5.0,3.0,8.0,13.0,5.0,4.0,1.0,2.0,0.0,0.0
N1,29/04/2018,Vitesse,Twente,5.0,0.0,H,1.0,0.0,H,1.72,4.0,4.5,1.75,4.0,4.33,1.72,3.75,4.2,2017/18,€39.78m,€22.15m,1.75,4.0,4.4,16.0,6.0,9.0,3.0,8.0,16.0,4.0,0.0,2.0,0.0,0.0,0.0
N1,29/04/2018,VVV Venlo,Roda,1.0,4.0,A,1.0,1.0,D,2.5,3.39,2.7,2.55,3.5,2.7,2.45,3.3,2.6,2017/18,€13.58m,€13.28m,2.5,3.6,2.7,10.0,18.0,4.0,6.0,8.0,12.0,3.0,5.0,1.0,1.0,0.0,0.0
N1,29/04/2018,Zwolle,Willem II,0.0,1.0,A,0.0,0.0,D,1.61,4.33,4.75,1.67,4.2,4.75,1.61,3.9,4.8,2017/18,€26.33m,€18.65m,1.65,4.1,5.0,22.0,6.0,8.0,1.0,10.0,14.0,9.0,3.0,1.0,0.0,0.0,0.0
N1,06/05/2018,AZ Alkmaar,Zwolle,6.0,0.0,H,1.0,0.0,H,1.44,4.5,6.5,1.45,4.75,6.75,1.5,4.5,5.5,2017/18,€70.68m,€26.33m,1.5,4.8,5.75,19.0,6.0,13.0,3.0,11.0,7.0,9.0,2.0,1.0,1.0,0.0,0.0
N1,06/05/2018,Excelsior,Ajax,1.0,2.0,A,1.0,0.0,H,10.0,5.25,1.28,8.75,5.5,1.33,9.5,5.5,1.28,2017/18,€14.80m,€251.00m,9.0,5.75,1.3,16.0,23.0,5.0,13.0,6.0,6.0,8.0,11.0,0.0,0.0,0.0,0.0
N1,06/05/2018,Heerenveen,Feyenoord,2.0,3.0,A,0.0,2.0,A,2.89,3.75,2.2,3.0,3.8,2.2,3.0,3.5,2.1,2017/18,€39.13m,€104.20m,3.1,3.8,2.15,13.0,16.0,3.0,7.0,15.0,12.0,2.0,4.0,2.0,2.0,0.0,0.0
N1,06/05/2018,PSV Eindhoven,Groningen,0.0,0.0,D,0.0,0.0,D,1.18,7.5,12.0,1.18,7.5,15.0,1.2,6.0,12.0,2017/18,€174.45m,€30.30m,1.2,7.5,12.0,14.0,9.0,5.0,4.0,8.0,13.0,11.0,2.0,1.0,2.0,0.0,0.0
N1,06/05/2018,Roda,Den Haag,2.0,3.0,A,0.0,3.0,A,2.89,3.6,2.25,2.95,3.6,2.3,2.8,3.5,2.2,2017/18,€13.28m,€23.63m,2.9,3.75,2.3,23.0,14.0,7.0,6.0,8.0,7.0,8.0,2.0,0.0,1.0,0.0,0.0
N1,06/05/2018,Sparta Rotterdam,Heracles,2.0,5.0,A,1.0,1.0,D,2.14,3.79,3.0,2.1,3.7,3.3,2.1,3.7,2.9,2017/18,€15.45m,€22.25m,2.1,3.9,3.1,10.0,15.0,6.0,11.0,17.0,11.0,3.0,5.0,3.0,0.0,0.0,0.0
N1,06/05/2018,Twente,NAC Breda,1.0,1.0,D,1.0,1.0,D,2.14,3.75,3.1,2.15,3.6,3.25,2.15,3.5,2.9,2017/18,€22.15m,€17.15m,2.2,3.8,3.0,20.0,11.0,8.0,5.0,11.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0
N1,06/05/2018,Utrecht,VVV Venlo,1.0,0.0,H,0.0,0.0,D,1.44,4.5,6.5,1.48,4.5,6.75,1.44,4.5,6.5,2017/18,€46.63m,€13.58m,1.44,4.75,7.0,25.0,12.0,8.0,4.0,14.0,5.0,9.0,4.0,2.0,1.0,0.0,0.0
N1,06/05/2018,Willem II,Vitesse,2.0,2.0,D,1.0,0.0,H,2.89,3.79,2.2,3.1,3.7,2.2,3.0,3.6,2.1,2017/18,€18.65m,€39.78m,3.1,3.8,2.15,19.0,15.0,8.0,4.0,5.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0
