Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,HF,AF
B1,06/10/2023,Charleroi,RWD Molenbeek,2.0,1.0,H,0.0,0.0,D,1.91,3.75,3.75,1.93,3.75,3.7,2023/24,€35.60m,€36.48m,22.0,6.0,7.0,3.0,14.0,2.0,1.0,3.0,0.0,1.0,9.0,7.0
B1,07/10/2023,Cercle Brugge,Oud-Heverlee Leuven,3.0,2.0,H,2.0,2.0,D,1.57,4.33,5.0,1.58,4.5,5.0,2023/24,€81.38m,€47.30m,18.0,13.0,7.0,5.0,6.0,6.0,2.0,3.0,0.0,0.0,9.0,9.0
B1,07/10/2023,Westerlo,Kortrijk,1.0,0.0,H,1.0,0.0,H,1.8,4.0,3.8,1.83,4.1,3.7,2023/24,€45.10m,€26.48m,13.0,13.0,4.0,3.0,1.0,10.0,2.0,4.0,0.0,0.0,15.0,10.0
B1,07/10/2023,Anderlecht,Mechelen,3.0,1.0,H,1.0,0.0,H,1.73,4.0,4.2,1.72,4.1,4.33,2023/24,€133.00m,€39.25m,19.0,13.0,9.0,3.0,8.0,1.0,2.0,3.0,0.0,0.0,14.0,10.0
B1,08/10/2023,Standard,Club Brugge,2.0,1.0,H,1.0,0.0,H,4.75,4.0,1.65,4.6,4.1,1.68,2023/24,€81.45m,€161.55m,7.0,16.0,5.0,7.0,1.0,6.0,4.0,1.0,0.0,0.0,13.0,14.0
B1,08/10/2023,Antwerp,Eupen,4.0,1.0,H,2.0,1.0,H,1.25,6.5,9.5,1.24,6.25,11.5,2023/24,€143.80m,€18.03m,27.0,5.0,12.0,2.0,8.0,2.0,0.0,2.0,0.0,0.0,8.0,10.0
B1,08/10/2023,Gent,Genk,1.0,1.0,D,0.0,0.0,D,1.95,3.75,3.5,1.98,3.9,3.4,2023/24,€122.30m,€180.50m,18.0,20.0,9.0,6.0,4.0,9.0,1.0,3.0,0.0,0.0,9.0,14.0
B1,08/10/2023,St Truiden,St. Gilloise,0.0,4.0,A,0.0,2.0,A,4.0,3.75,1.83,4.0,3.75,1.85,2023/24,€40.30m,€111.40m,9.0,12.0,1.0,7.0,3.0,5.0,1.0,4.0,0.0,0.0,3.0,15.0
B1,20/10/2023,St. Gilloise,Eupen,4.0,1.0,H,2.0,0.0,H,1.18,6.5,13.0,1.21,7.0,13.0,2023/24,€111.40m,€18.03m,21.0,6.0,11.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,14.0,14.0
B1,21/10/2023,Kortrijk,Club Brugge,1.0,0.0,H,1.0,0.0,H,7.0,5.0,1.4,6.5,4.8,1.44,2023/24,€26.48m,€161.55m,6.0,18.0,2.0,4.0,1.0,9.0,4.0,2.0,0.0,0.0,14.0,9.0
B1,21/10/2023,RWD Molenbeek,Westerlo,1.0,1.0,D,0.0,0.0,D,2.25,3.5,2.9,2.25,3.7,2.95,2023/24,€36.48m,€45.10m,12.0,9.0,6.0,5.0,7.0,4.0,2.0,2.0,0.0,0.0,10.0,8.0
B1,21/10/2023,Charleroi,Antwerp,3.0,2.0,H,0.0,0.0,D,3.2,3.4,2.15,3.25,3.5,2.15,2023/24,€35.60m,€143.80m,10.0,11.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,0.0,6.0,12.0
B1,22/10/2023,Genk,Mechelen,4.0,0.0,H,2.0,0.0,H,1.53,4.2,5.75,1.55,4.4,5.5,2023/24,€180.50m,€39.25m,19.0,10.0,9.0,3.0,4.0,3.0,1.0,2.0,0.0,0.0,6.0,10.0
B1,22/10/2023,Cercle Brugge,Gent,2.0,0.0,H,0.0,0.0,D,2.6,3.5,2.5,2.65,3.6,2.45,2023/24,€81.38m,€122.30m,16.0,10.0,5.0,4.0,6.0,7.0,3.0,2.0,0.0,1.0,17.0,15.0
B1,22/10/2023,Standard,Anderlecht,3.0,2.0,H,0.0,2.0,A,3.0,3.4,2.25,3.0,3.5,2.25,2023/24,€81.45m,€133.00m,15.0,13.0,8.0,7.0,3.0,8.0,2.0,3.0,0.0,0.0,12.0,14.0
B1,22/10/2023,Oud-Heverlee Leuven,St Truiden,4.0,0.0,H,2.0,0.0,H,2.3,3.5,2.88,2.3,3.6,2.9,2023/24,€47.30m,€40.30m,11.0,18.0,4.0,3.0,3.0,7.0,1.0,3.0,0.0,0.0,9.0,12.0
B1,27/10/2023,St Truiden,RWD Molenbeek,2.0,1.0,H,0.0,0.0,D,1.85,3.6,4.0,1.83,3.75,4.1,2023/24,€40.30m,€36.48m,9.0,10.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0
B1,28/10/2023,Mechelen,Cercle Brugge,0.0,2.0,A,0.0,0.0,D,3.3,3.6,2.1,3.0,3.7,2.2,2023/24,€39.25m,€81.38m,11.0,22.0,7.0,4.0,8.0,3.0,1.0,3.0,0.0,0.0,13.0,15.0
B1,28/10/2023,Eupen,Charleroi,2.0,0.0,H,1.0,0.0,H,3.3,3.75,2.0,3.25,3.8,2.05,2023/24,€18.03m,€35.60m,8.0,17.0,5.0,5.0,4.0,8.0,3.0,2.0,0.0,0.0,11.0,13.0
B1,28/10/2023,Anderlecht,Oud-Heverlee Leuven,5.0,1.0,H,2.0,1.0,H,1.53,4.33,5.5,1.53,4.5,5.5,2023/24,€133.00m,€47.30m,18.0,13.0,9.0,7.0,5.0,1.0,1.0,1.0,0.0,0.0,13.0,13.0
B1,29/10/2023,Club Brugge,Antwerp,2.0,1.0,H,1.0,0.0,H,1.91,3.6,3.8,1.98,3.7,3.5,2023/24,€161.55m,€143.80m,11.0,8.0,5.0,2.0,3.0,3.0,4.0,1.0,0.0,0.0,11.0,9.0
B1,29/10/2023,Westerlo,St. Gilloise,1.0,3.0,A,1.0,1.0,D,5.0,4.0,1.62,4.6,4.2,1.66,2023/24,€45.10m,€111.40m,12.0,22.0,4.0,7.0,5.0,8.0,1.0,1.0,0.0,0.0,11.0,10.0
B1,29/10/2023,Gent,Standard,3.0,1.0,H,3.0,0.0,H,1.62,4.33,4.5,1.61,4.33,5.0,2023/24,€122.30m,€81.45m,18.0,12.0,9.0,7.0,4.0,4.0,2.0,2.0,0.0,0.0,16.0,15.0
B1,29/10/2023,Kortrijk,Genk,0.0,3.0,A,0.0,0.0,D,6.0,4.33,1.5,5.25,4.6,1.53,2023/24,€26.48m,€180.50m,12.0,15.0,3.0,9.0,8.0,5.0,3.0,2.0,0.0,0.0,10.0,16.0
B1,03/11/2023,St Truiden,Eupen,1.0,1.0,D,1.0,0.0,H,1.62,4.2,5.0,1.66,4.0,4.8,2023/24,€40.30m,€18.03m,16.0,5.0,4.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,10.0,13.0
B1,04/11/2023,RWD Molenbeek,Kortrijk,1.0,1.0,D,1.0,1.0,D,1.91,3.8,3.6,1.93,3.8,3.6,2023/24,€36.48m,€26.48m,9.0,5.0,5.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,14.0,7.0
B1,04/11/2023,Oud-Heverlee Leuven,Westerlo,0.0,2.0,A,0.0,0.0,D,2.1,3.6,3.25,2.05,3.9,3.2,2023/24,€47.30m,€45.10m,10.0,10.0,2.0,6.0,7.0,7.0,3.0,7.0,0.0,0.0,11.0,13.0
B1,04/11/2023,Antwerp,Genk,3.0,2.0,H,3.0,1.0,H,2.15,3.5,3.2,2.15,3.7,3.0,2023/24,€143.80m,€180.50m,14.0,17.0,5.0,8.0,5.0,5.0,3.0,4.0,0.0,0.0,13.0,12.0
B1,05/11/2023,Cercle Brugge,Anderlecht,0.0,3.0,A,0.0,2.0,A,2.4,3.5,2.75,2.4,3.6,2.7,2023/24,€81.38m,€133.00m,16.0,7.0,2.0,5.0,7.0,1.0,2.0,3.0,0.0,0.0,14.0,13.0
B1,05/11/2023,Standard,Mechelen,1.0,1.0,D,1.0,0.0,H,1.7,3.8,4.5,1.73,4.0,4.33,2023/24,€81.45m,€39.25m,10.0,11.0,4.0,4.0,10.0,1.0,1.0,4.0,0.0,0.0,10.0,19.0
B1,05/11/2023,St. Gilloise,Club Brugge,2.0,1.0,H,1.0,0.0,H,2.25,3.6,3.0,2.3,3.7,2.87,2023/24,€111.40m,€161.55m,19.0,5.0,6.0,2.0,9.0,4.0,3.0,4.0,0.0,0.0,11.0,6.0
B1,05/11/2023,Charleroi,Gent,1.0,3.0,A,0.0,1.0,A,3.4,3.5,2.05,3.1,3.8,2.1,2023/24,€35.60m,€122.30m,11.0,17.0,3.0,9.0,0.0,6.0,3.0,0.0,0.0,0.0,5.0,4.0
B1,10/11/2023,Westerlo,St Truiden,3.0,3.0,D,2.0,1.0,H,2.6,3.4,2.6,2.55,3.5,2.6,2023/24,€45.10m,€40.30m,17.0,10.0,4.0,7.0,9.0,3.0,3.0,2.0,0.0,0.0,11.0,13.0
B1,11/11/2023,Antwerp,Standard,6.0,0.0,H,4.0,0.0,H,1.6,4.0,5.0,1.65,4.1,4.8,2023/24,€143.80m,€81.45m,15.0,2.0,9.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,13.0,10.0
B1,11/11/2023,Eupen,RWD Molenbeek,1.0,3.0,A,1.0,1.0,D,2.63,3.4,2.55,2.5,3.5,2.65,2023/24,€18.03m,€36.48m,11.0,20.0,4.0,10.0,8.0,5.0,1.0,4.0,0.0,0.0,12.0,14.0
B1,11/11/2023,Mechelen,Charleroi,1.0,0.0,H,0.0,0.0,D,2.63,3.4,2.6,2.6,3.5,2.55,2023/24,€39.25m,€35.60m,19.0,6.0,7.0,3.0,8.0,2.0,2.0,1.0,0.0,1.0,11.0,10.0
B1,12/11/2023,Club Brugge,Cercle Brugge,0.0,0.0,D,0.0,0.0,D,1.73,4.0,4.33,1.75,4.0,4.2,2023/24,€161.55m,€81.38m,14.0,20.0,7.0,3.0,10.0,3.0,2.0,5.0,0.0,0.0,11.0,12.0
B1,12/11/2023,Genk,Oud-Heverlee Leuven,3.0,1.0,H,1.0,0.0,H,1.4,4.75,7.0,1.41,5.25,6.5,2023/24,€180.50m,€47.30m,18.0,6.0,6.0,3.0,3.0,2.0,2.0,4.0,0.0,0.0,14.0,19.0
B1,12/11/2023,Gent,Anderlecht,1.0,1.0,D,1.0,1.0,D,2.15,3.6,3.2,2.15,3.6,3.1,2023/24,€122.30m,€133.00m,10.0,7.0,5.0,2.0,8.0,3.0,1.0,2.0,0.0,0.0,12.0,10.0
B1,12/11/2023,St. Gilloise,Kortrijk,3.0,0.0,H,2.0,0.0,H,1.2,7.0,11.0,1.22,6.75,12.5,2023/24,€111.40m,€26.48m,18.0,11.0,8.0,1.0,6.0,6.0,2.0,1.0,0.0,0.0,10.0,9.0
B1,24/11/2023,St Truiden,Antwerp,1.0,1.0,D,1.0,0.0,H,4.0,3.5,1.85,4.0,3.5,1.9,2023/24,€40.30m,€143.80m,11.0,12.0,5.0,1.0,4.0,7.0,2.0,2.0,0.0,0.0,8.0,11.0
B1,25/11/2023,Cercle Brugge,Eupen,2.0,0.0,H,0.0,0.0,D,1.36,5.0,7.0,1.41,5.0,7.0,2023/24,€81.38m,€18.03m,30.0,6.0,10.0,4.0,5.0,3.0,4.0,3.0,0.0,0.0,12.0,13.0
B1,25/11/2023,Charleroi,Westerlo,3.0,2.0,H,0.0,1.0,A,1.8,3.75,4.0,1.83,3.8,4.0,2023/24,€35.60m,€45.10m,14.0,11.0,4.0,4.0,5.0,4.0,3.0,2.0,0.0,0.0,15.0,11.0
B1,25/11/2023,Standard,Genk,1.0,0.0,H,0.0,0.0,D,3.6,3.75,1.91,3.4,3.75,1.98,2023/24,€81.45m,€180.50m,13.0,11.0,4.0,2.0,5.0,5.0,2.0,2.0,0.0,0.0,20.0,12.0
B1,26/11/2023,Gent,St. Gilloise,1.0,1.0,D,1.0,0.0,H,2.55,3.4,2.63,2.5,3.6,2.6,2023/24,€122.30m,€111.40m,11.0,12.0,3.0,4.0,5.0,8.0,2.0,3.0,0.0,0.0,8.0,14.0
B1,26/11/2023,Oud-Heverlee Leuven,Club Brugge,0.0,1.0,A,0.0,1.0,A,4.5,4.0,1.67,4.33,4.1,1.71,2023/24,€47.30m,€161.55m,10.0,14.0,3.0,6.0,7.0,6.0,4.0,2.0,0.0,0.0,19.0,13.0
B1,26/11/2023,Anderlecht,RWD Molenbeek,2.0,1.0,H,0.0,1.0,A,1.4,5.0,7.0,1.39,5.0,7.5,2023/24,€133.00m,€36.48m,25.0,7.0,8.0,2.0,10.0,1.0,1.0,4.0,0.0,1.0,6.0,12.0
B1,26/11/2023,Kortrijk,Mechelen,0.0,3.0,A,0.0,2.0,A,2.9,3.5,2.3,2.8,3.6,2.37,2023/24,€26.48m,€39.25m,15.0,10.0,3.0,5.0,4.0,3.0,2.0,2.0,0.0,0.0,12.0,12.0
B1,01/12/2023,Westerlo,Anderlecht,1.0,3.0,A,0.0,1.0,A,4.75,4.0,1.7,4.6,3.9,1.71,2023/24,€45.10m,€133.00m,23.0,26.0,7.0,10.0,7.0,2.0,0.0,0.0,0.0,0.0,3.0,11.0
B1,02/12/2023,RWD Molenbeek,Charleroi,0.0,0.0,D,0.0,0.0,D,2.75,3.4,2.5,2.75,3.5,2.4,2023/24,€36.48m,€35.60m,10.0,18.0,4.0,8.0,3.0,10.0,0.0,2.0,0.0,0.0,4.0,8.0
B1,02/12/2023,Eupen,Kortrijk,1.0,1.0,D,0.0,0.0,D,2.25,3.3,3.2,2.2,3.75,2.95,2023/24,€18.03m,€26.48m,14.0,14.0,3.0,3.0,7.0,11.0,1.0,1.0,0.0,0.0,14.0,10.0
B1,02/12/2023,Antwerp,Oud-Heverlee Leuven,1.0,0.0,H,1.0,0.0,H,1.36,5.0,8.5,1.38,5.25,7.0,2023/24,€143.80m,€47.30m,18.0,10.0,5.0,4.0,7.0,6.0,0.0,3.0,0.0,0.0,6.0,9.0
B1,03/12/2023,Genk,Gent,2.0,2.0,D,1.0,1.0,D,2.15,3.5,3.2,2.1,3.8,3.1,2023/24,€180.50m,€122.30m,13.0,17.0,6.0,6.0,1.0,9.0,2.0,2.0,0.0,0.0,15.0,12.0
B1,03/12/2023,Mechelen,St Truiden,0.0,2.0,A,0.0,2.0,A,2.15,3.3,3.4,2.15,3.5,3.25,2023/24,€39.25m,€40.30m,6.0,13.0,5.0,5.0,1.0,5.0,1.0,2.0,0.0,0.0,10.0,8.0
B1,03/12/2023,Club Brugge,Standard,2.0,0.0,H,1.0,0.0,H,1.44,4.75,6.5,1.44,5.0,6.25,2023/24,€161.55m,€81.45m,13.0,7.0,5.0,2.0,4.0,3.0,2.0,2.0,0.0,0.0,13.0,10.0
B1,03/12/2023,St. Gilloise,Cercle Brugge,2.0,1.0,H,2.0,1.0,H,1.62,4.0,5.0,1.65,4.1,4.8,2023/24,€111.40m,€81.38m,12.0,13.0,6.0,6.0,5.0,4.0,1.0,3.0,0.0,0.0,13.0,15.0
B1,08/12/2023,Kortrijk,Westerlo,1.0,2.0,A,0.0,1.0,A,2.8,3.25,2.5,2.75,3.4,2.5,2023/24,€26.48m,€45.10m,16.0,8.0,6.0,3.0,5.0,1.0,1.0,3.0,0.0,0.0,8.0,13.0
B1,09/12/2023,Cercle Brugge,Antwerp,1.0,3.0,A,0.0,1.0,A,2.7,3.4,2.5,2.65,3.6,2.45,2023/24,€81.38m,€143.80m,15.0,14.0,2.0,8.0,6.0,2.0,4.0,1.0,0.0,0.0,13.0,6.0
B1,09/12/2023,St Truiden,Oud-Heverlee Leuven,1.0,1.0,D,1.0,1.0,D,1.85,3.75,4.0,1.83,3.8,3.9,2023/24,€40.30m,€47.30m,26.0,4.0,13.0,3.0,15.0,2.0,0.0,2.0,0.0,1.0,5.0,10.0
B1,09/12/2023,Gent,RWD Molenbeek,4.0,0.0,H,2.0,0.0,H,1.33,5.5,7.0,1.36,5.25,7.75,2023/24,€122.30m,€36.48m,22.0,3.0,10.0,1.0,9.0,1.0,0.0,5.0,0.0,0.0,11.0,14.0
B1,10/12/2023,Mechelen,Club Brugge,0.0,0.0,D,0.0,0.0,D,4.75,4.33,1.62,4.75,4.1,1.66,2023/24,€39.25m,€161.55m,9.0,13.0,4.0,2.0,2.0,9.0,3.0,5.0,0.0,0.0,11.0,9.0
B1,10/12/2023,Eupen,Genk,1.0,3.0,A,0.0,1.0,A,6.5,5.25,1.4,6.75,5.5,1.39,2023/24,€18.03m,€180.50m,11.0,18.0,4.0,10.0,8.0,8.0,0.0,2.0,0.0,0.0,12.0,8.0
B1,10/12/2023,Anderlecht,Standard,2.0,2.0,D,1.0,1.0,D,1.57,4.0,5.5,1.55,4.33,5.5,2023/24,€133.00m,€81.45m,12.0,13.0,4.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,8.0,14.0
B1,10/12/2023,Charleroi,St. Gilloise,1.0,3.0,A,0.0,1.0,A,5.0,4.0,1.62,4.8,4.1,1.63,2023/24,€35.60m,€111.40m,9.0,17.0,3.0,9.0,6.0,7.0,3.0,2.0,0.0,0.0,7.0,12.0
B1,15/12/2023,Westerlo,Eupen,2.0,0.0,H,0.0,0.0,D,1.73,3.8,4.33,1.77,3.9,4.2,2023/24,€45.10m,€18.03m,20.0,15.0,4.0,7.0,4.0,4.0,3.0,1.0,0.0,0.0,15.0,8.0
B1,16/12/2023,Oud-Heverlee Leuven,Cercle Brugge,1.0,2.0,A,1.0,0.0,H,4.0,4.0,1.8,3.9,3.9,1.85,2023/24,€47.30m,€81.38m,9.0,12.0,3.0,5.0,4.0,6.0,4.0,3.0,0.0,0.0,12.0,14.0
B1,16/12/2023,RWD Molenbeek,St Truiden,3.0,0.0,H,1.0,0.0,H,3.4,3.4,2.15,3.3,3.4,2.15,2023/24,€36.48m,€40.30m,7.0,12.0,6.0,1.0,4.0,4.0,3.0,2.0,0.0,0.0,14.0,8.0
B1,16/12/2023,Standard,Charleroi,0.0,0.0,D,0.0,0.0,D,2.1,3.4,3.5,2.15,3.6,3.1,2023/24,€81.45m,€35.60m,6.0,7.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,11.0,21.0
B1,17/12/2023,Club Brugge,Gent,2.0,0.0,H,2.0,0.0,H,1.67,4.0,4.75,1.7,4.0,4.6,2023/24,€161.55m,€122.30m,13.0,8.0,4.0,2.0,4.0,5.0,0.0,0.0,0.0,1.0,10.0,11.0
B1,17/12/2023,St. Gilloise,Mechelen,1.0,0.0,H,0.0,0.0,D,1.33,5.0,9.0,1.34,5.25,8.5,2023/24,€111.40m,€39.25m,24.0,15.0,8.0,8.0,8.0,5.0,2.0,1.0,0.0,0.0,14.0,10.0
B1,17/12/2023,Antwerp,Anderlecht,1.0,1.0,D,0.0,1.0,A,1.91,3.5,3.8,1.95,3.6,3.7,2023/24,€143.80m,€133.00m,19.0,10.0,5.0,4.0,7.0,2.0,2.0,4.0,0.0,0.0,9.0,13.0
B1,17/12/2023,Genk,Kortrijk,4.0,0.0,H,1.0,0.0,H,1.22,6.5,10.0,1.23,6.5,11.5,2023/24,€180.50m,€26.48m,27.0,5.0,9.0,1.0,7.0,2.0,0.0,2.0,0.0,0.0,7.0,12.0
B1,20/12/2023,Cercle Brugge,Kortrijk,3.0,0.0,H,1.0,0.0,H,1.36,5.0,8.0,1.36,5.25,8.0,2023/24,€81.38m,€26.48m,24.0,6.0,13.0,1.0,7.0,5.0,2.0,3.0,0.0,0.0,8.0,14.0
B1,20/12/2023,Mechelen,Standard,3.0,0.0,H,1.0,0.0,H,2.45,3.3,2.8,2.45,3.4,2.75,2023/24,€39.25m,€81.45m,28.0,14.0,8.0,3.0,5.0,3.0,2.0,0.0,0.0,1.0,8.0,8.0
B1,21/12/2023,Gent,Oud-Heverlee Leuven,4.0,0.0,H,1.0,0.0,H,1.3,5.5,9.0,1.31,6.0,8.5,2023/24,€122.30m,€47.30m,21.0,9.0,6.0,2.0,8.0,3.0,0.0,1.0,0.0,0.0,6.0,12.0
B1,22/12/2023,RWD Molenbeek,Club Brugge,1.0,6.0,A,0.0,3.0,A,7.5,5.0,1.36,8.25,5.0,1.37,2023/24,€36.48m,€161.55m,10.0,15.0,3.0,10.0,2.0,8.0,1.0,2.0,0.0,0.0,9.0,8.0
B1,23/12/2023,Eupen,St. Gilloise,1.0,2.0,A,0.0,2.0,A,11.0,5.75,1.25,11.0,6.0,1.26,2023/24,€18.03m,€111.40m,1.0,20.0,1.0,8.0,3.0,14.0,5.0,1.0,0.0,0.0,15.0,8.0
B1,23/12/2023,Antwerp,Westerlo,2.0,2.0,D,1.0,0.0,H,1.33,5.25,8.0,1.36,5.25,7.75,2023/24,€143.80m,€45.10m,15.0,12.0,6.0,6.0,8.0,2.0,2.0,1.0,0.0,0.0,5.0,7.0
B1,23/12/2023,St Truiden,Charleroi,1.0,0.0,H,0.0,0.0,D,2.15,3.4,3.3,2.2,3.4,3.2,2023/24,€40.30m,€35.60m,16.0,4.0,7.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,4.0,17.0
B1,23/12/2023,Anderlecht,Genk,2.0,1.0,H,0.0,0.0,D,2.25,3.5,3.1,2.2,3.6,3.0,2023/24,€133.00m,€180.50m,9.0,20.0,3.0,7.0,1.0,8.0,1.0,2.0,0.0,0.0,7.0,15.0
B1,26/12/2023,Genk,Antwerp,3.0,0.0,H,1.0,0.0,H,2.1,3.5,3.4,2.1,3.7,3.2,2023/24,€180.50m,€143.80m,16.0,3.0,8.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,8.0,9.0
B1,26/12/2023,Kortrijk,Gent,0.0,2.0,A,0.0,1.0,A,7.5,5.0,1.36,7.75,5.25,1.36,2023/24,€26.48m,€122.30m,7.0,20.0,3.0,9.0,4.0,5.0,1.0,1.0,0.0,0.0,9.0,10.0
B1,26/12/2023,Oud-Heverlee Leuven,Eupen,3.0,0.0,H,2.0,0.0,H,1.8,4.0,3.8,1.85,3.9,3.8,2023/24,€47.30m,€18.03m,18.0,14.0,7.0,6.0,7.0,3.0,2.0,2.0,0.0,0.0,6.0,15.0
B1,26/12/2023,Westerlo,RWD Molenbeek,3.0,0.0,H,1.0,0.0,H,1.85,3.6,4.0,1.88,3.7,3.9,2023/24,€45.10m,€36.48m,13.0,11.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,7.0,12.0
B1,26/12/2023,Club Brugge,St. Gilloise,1.0,1.0,D,0.0,1.0,A,2.3,3.25,3.2,2.3,3.5,3.0,2023/24,€161.55m,€111.40m,9.0,7.0,2.0,3.0,6.0,0.0,1.0,5.0,0.0,1.0,15.0,14.0
B1,27/12/2023,Standard,St Truiden,1.0,1.0,D,0.0,0.0,D,2.38,3.1,3.2,2.35,3.4,2.9,2023/24,€81.45m,€40.30m,11.0,18.0,2.0,8.0,4.0,4.0,1.0,3.0,0.0,0.0,14.0,14.0
B1,27/12/2023,Anderlecht,Cercle Brugge,2.0,0.0,H,1.0,0.0,H,1.8,3.8,4.0,1.87,3.8,3.8,2023/24,€133.00m,€81.38m,7.0,19.0,4.0,7.0,2.0,12.0,1.0,1.0,0.0,0.0,9.0,13.0
B1,27/12/2023,Charleroi,Mechelen,3.0,1.0,H,2.0,0.0,H,2.1,3.3,3.5,2.1,3.4,3.4,2023/24,€35.60m,€39.25m,16.0,11.0,6.0,5.0,5.0,7.0,2.0,1.0,0.0,0.0,10.0,9.0
B1,19/01/2024,Gent,Mechelen,1.0,2.0,A,0.0,1.0,A,1.55,4.0,5.75,1.55,4.33,5.5,2023/24,€122.30m,€39.25m,23.0,9.0,7.0,2.0,8.0,4.0,2.0,4.0,0.0,0.0,4.0,15.0
B1,20/01/2024,Genk,Cercle Brugge,1.0,1.0,D,0.0,1.0,A,1.8,3.75,4.33,1.83,3.9,3.8,2023/24,€180.50m,€81.38m,12.0,19.0,3.0,6.0,4.0,5.0,2.0,2.0,0.0,0.0,15.0,15.0
B1,20/01/2024,Standard,Kortrijk,0.0,1.0,A,0.0,1.0,A,1.57,3.8,6.0,1.58,4.2,5.25,2023/24,€81.45m,€26.48m,20.0,5.0,4.0,2.0,7.0,4.0,0.0,1.0,0.0,0.0,7.0,13.0
B1,20/01/2024,Club Brugge,Westerlo,3.0,0.0,H,1.0,0.0,H,1.29,5.25,10.0,1.29,5.75,9.5,2023/24,€161.55m,€45.10m,14.0,2.0,9.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,4.0,12.0
B1,21/01/2024,Antwerp,Charleroi,4.0,1.0,H,2.0,0.0,H,1.73,3.75,4.75,1.77,3.8,4.4,2023/24,€143.80m,€35.60m,20.0,8.0,8.0,5.0,5.0,6.0,1.0,2.0,0.0,0.0,7.0,12.0
B1,21/01/2024,St. Gilloise,St Truiden,2.0,1.0,H,1.0,1.0,D,1.33,5.25,8.5,1.34,5.25,9.0,2023/24,€111.40m,€40.30m,16.0,5.0,5.0,2.0,7.0,1.0,2.0,5.0,0.0,0.0,5.0,9.0
B1,21/01/2024,Oud-Heverlee Leuven,Anderlecht,1.0,1.0,D,1.0,0.0,H,4.75,3.6,1.7,4.5,4.2,1.68,2023/24,€47.30m,€133.00m,8.0,12.0,4.0,4.0,5.0,3.0,2.0,2.0,0.0,0.0,8.0,10.0
B1,24/01/2024,RWD Molenbeek,Eupen,0.0,1.0,A,0.0,0.0,D,1.91,3.5,4.0,1.9,3.75,3.75,2023/24,€36.48m,€18.03m,8.0,11.0,3.0,6.0,1.0,4.0,2.0,3.0,0.0,0.0,13.0,14.0
B1,26/01/2024,Cercle Brugge,Standard,1.0,1.0,D,0.0,0.0,D,1.53,4.2,5.75,1.55,4.33,5.5,2023/24,€81.38m,€81.45m,26.0,11.0,7.0,2.0,5.0,4.0,2.0,1.0,0.0,0.0,8.0,13.0
B1,27/01/2024,Kortrijk,Oud-Heverlee Leuven,0.0,0.0,D,0.0,0.0,D,2.75,3.5,2.38,2.75,3.6,2.37,2023/24,€26.48m,€47.30m,13.0,8.0,3.0,2.0,6.0,5.0,3.0,1.0,0.0,0.0,7.0,16.0
B1,27/01/2024,Charleroi,Club Brugge,1.0,4.0,A,0.0,3.0,A,5.5,4.2,1.5,5.75,4.33,1.53,2023/24,€35.60m,€161.55m,14.0,17.0,6.0,7.0,3.0,5.0,0.0,1.0,0.0,0.0,10.0,11.0
B1,27/01/2024,Gent,Westerlo,2.0,2.0,D,1.0,1.0,D,1.36,5.0,6.5,1.39,5.0,7.25,2023/24,€122.30m,€45.10m,14.0,11.0,5.0,6.0,5.0,3.0,3.0,7.0,0.0,0.0,16.0,19.0
B1,28/01/2024,St Truiden,Genk,1.0,1.0,D,0.0,1.0,A,3.75,3.5,1.95,3.7,3.6,1.95,2023/24,€40.30m,€180.50m,12.0,10.0,4.0,3.0,5.0,7.0,2.0,4.0,0.0,2.0,13.0,14.0
B1,28/01/2024,Eupen,Antwerp,1.0,0.0,H,1.0,0.0,H,7.5,4.75,1.36,7.5,5.25,1.38,2023/24,€18.03m,€143.80m,9.0,15.0,3.0,2.0,3.0,6.0,4.0,2.0,0.0,0.0,16.0,8.0
B1,28/01/2024,Anderlecht,St. Gilloise,2.0,2.0,D,1.0,2.0,A,3.1,3.5,2.1,3.2,3.5,2.15,2023/24,€133.00m,€111.40m,11.0,14.0,2.0,8.0,7.0,6.0,3.0,2.0,0.0,0.0,15.0,13.0
B1,28/01/2024,Mechelen,RWD Molenbeek,3.0,1.0,H,0.0,0.0,D,1.67,3.75,5.0,1.68,3.8,5.0,2023/24,€39.25m,€36.48m,24.0,6.0,8.0,3.0,14.0,0.0,0.0,2.0,0.0,1.0,9.0,12.0
