Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
I1,29/01/2006,Messina,Cagliari,1.0,0.0,H,0.0,0.0,D,2.0,3.0,3.5,1.95,2.95,4.1,2005/6,€39.98m,€35.65m,D. Tombolini,11.0,9.0,8.0,5.0,14.0,18.0,9.0,4.0,5.0,2.0,0.0,0.0
I1,29/01/2006,Roma,Livorno,3.0,0.0,H,2.0,0.0,H,1.61,3.4,5.0,1.65,3.3,5.35,2005/6,€193.20m,€56.38m,D. Messina,17.0,5.0,10.0,2.0,11.0,13.0,4.0,6.0,0.0,2.0,0.0,0.0
I1,29/01/2006,Treviso,Lazio,0.0,1.0,A,0.0,0.0,D,2.6,2.87,2.6,2.7,2.9,2.6,2005/6,€23.53m,€83.05m,P. Tagliavento,11.0,4.0,7.0,2.0,30.0,23.0,10.0,5.0,1.0,3.0,0.0,0.0
I1,29/01/2006,Udinese,Fiorentina,0.0,0.0,D,0.0,0.0,D,2.87,3.0,2.3,3.05,2.95,2.3,2005/6,€89.60m,€138.68m,M. Saccani,5.0,10.0,3.0,2.0,23.0,19.0,5.0,5.0,5.0,2.0,0.0,0.0
I1,04/02/2006,Parma,Roma,0.0,3.0,A,0.0,0.0,D,3.6,3.1,2.1,3.4,3.05,2.1,2005/6,€57.05m,€193.20m,M. Trefoloni,7.0,19.0,4.0,10.0,29.0,14.0,5.0,7.0,5.0,2.0,0.0,0.0
I1,04/02/2006,Siena,Ascoli,1.0,1.0,D,0.0,1.0,A,1.9,3.0,4.5,1.9,2.95,4.35,2005/6,€34.98m,€24.55m,T. Pieri,10.0,7.0,6.0,5.0,16.0,27.0,11.0,4.0,4.0,0.0,0.0,0.0
I1,05/02/2006,Cagliari,Empoli,4.0,1.0,H,3.0,0.0,H,1.8,3.2,4.75,1.78,3.15,4.6,2005/6,€35.65m,€37.00m,G. Paparesta,9.0,8.0,7.0,3.0,14.0,21.0,6.0,6.0,4.0,1.0,0.0,0.0
I1,05/02/2006,Fiorentina,Lecce,1.0,0.0,H,1.0,0.0,H,1.3,4.5,12.0,1.29,4.5,10.0,2005/6,€138.68m,€52.15m,N. Rizzoli,14.0,6.0,9.0,1.0,25.0,24.0,3.0,3.0,1.0,3.0,0.0,0.0
I1,05/02/2006,Inter,Chievo,1.0,0.0,H,1.0,0.0,H,1.33,4.33,10.0,1.34,4.2,8.75,2005/6,€234.93m,€49.55m,S. Racalbuto,21.0,0.0,11.0,0.0,16.0,24.0,6.0,5.0,2.0,1.0,0.0,0.0
I1,05/02/2006,Juventus,Udinese,1.0,0.0,H,0.0,0.0,D,1.25,5.0,13.0,1.2,5.55,11.5,2005/6,€308.90m,€89.60m,A. Dattilo,17.0,2.0,8.0,1.0,18.0,17.0,12.0,5.0,1.0,3.0,0.0,1.0
I1,05/02/2006,Lazio,Milan,0.0,0.0,D,0.0,0.0,D,3.6,3.1,2.1,3.35,3.1,2.1,2005/6,€83.05m,€269.75m,M. Saccani,8.0,13.0,2.0,7.0,18.0,27.0,4.0,9.0,1.0,1.0,0.0,0.0
I1,05/02/2006,Livorno,Messina,2.0,2.0,D,0.0,0.0,D,1.83,3.0,5.0,1.8,3.0,4.75,2005/6,€56.38m,€39.98m,R. Rosetti,8.0,7.0,5.0,3.0,17.0,18.0,4.0,3.0,5.0,1.0,0.0,1.0
I1,05/02/2006,Reggina,Palermo,2.0,2.0,D,1.0,1.0,D,2.5,2.87,3.0,2.45,2.8,3.0,2005/6,€43.65m,€94.20m,D. Messina,5.0,8.0,2.0,4.0,1.0,2.0,2.0,7.0,2.0,4.0,0.0,0.0
I1,05/02/2006,Sampdoria,Treviso,1.0,1.0,D,1.0,0.0,H,1.44,4.0,7.5,1.42,3.8,7.65,2005/6,€61.50m,€23.53m,P. Bertini,10.0,11.0,4.0,5.0,20.0,37.0,4.0,6.0,2.0,2.0,0.0,0.0
I1,08/02/2006,Ascoli,Livorno,0.0,0.0,D,0.0,0.0,D,2.4,2.87,3.2,2.37,2.8,3.15,2005/6,€24.55m,€56.38m,S. Farina,8.0,3.0,6.0,1.0,15.0,18.0,6.0,0.0,0.0,1.0,0.0,0.0
I1,08/02/2006,Chievo,Sampdoria,1.0,1.0,D,0.0,1.0,A,2.3,3.0,3.25,2.35,2.85,3.1,2005/6,€49.55m,€61.50m,E. Morganti,13.0,8.0,6.0,5.0,25.0,18.0,5.0,7.0,1.0,4.0,0.0,1.0
I1,08/02/2006,Fiorentina,Inter,2.0,1.0,H,1.0,0.0,H,3.0,3.0,2.4,3.0,2.95,2.35,2005/6,€138.68m,€234.93m,M. Trefoloni,9.0,10.0,5.0,4.0,22.0,20.0,4.0,7.0,2.0,2.0,0.0,0.0
I1,08/02/2006,Juventus,Parma,1.0,1.0,D,1.0,1.0,D,1.16,6.5,15.0,1.15,6.5,13.75,2005/6,€308.90m,€57.05m,L. Palanca,12.0,5.0,5.0,2.0,48.0,20.0,10.0,0.0,0.0,2.0,0.0,0.0
I1,08/02/2006,Lecce,Empoli,1.0,2.0,A,0.0,2.0,A,2.1,3.0,3.75,2.1,3.05,3.4,2005/6,€52.15m,€37.00m,M. Bergonzi,13.0,10.0,5.0,5.0,28.0,22.0,3.0,1.0,2.0,2.0,1.0,0.0
I1,08/02/2006,Messina,Siena,0.0,0.0,D,0.0,0.0,D,2.1,3.0,3.75,2.05,2.9,3.75,2005/6,€39.98m,€34.98m,A. Giannoccaro,10.0,5.0,6.0,2.0,15.0,20.0,0.0,7.0,0.0,0.0,0.0,0.0
I1,08/02/2006,Milan,Treviso,5.0,0.0,H,1.0,0.0,H,1.16,6.0,19.0,1.17,5.7,14.5,2005/6,€269.75m,€23.53m,N. Stefanini,15.0,3.0,11.0,2.0,13.0,15.0,6.0,2.0,0.0,2.0,0.0,0.0
I1,08/02/2006,Palermo,Lazio,3.0,1.0,H,1.0,0.0,H,2.2,2.87,3.6,2.15,2.9,3.45,2005/6,€94.20m,€83.05m,G. Rocchi,8.0,8.0,5.0,2.0,26.0,14.0,2.0,5.0,3.0,2.0,0.0,1.0
I1,08/02/2006,Roma,Cagliari,4.0,3.0,H,2.0,2.0,D,1.4,4.33,7.5,1.35,4.1,8.75,2005/6,€193.20m,€35.65m,O. Girardi,19.0,6.0,12.0,5.0,24.0,21.0,7.0,1.0,2.0,3.0,1.0,1.0
I1,08/02/2006,Udinese,Reggina,1.0,2.0,A,1.0,1.0,D,1.72,3.1,5.5,1.7,3.15,5.2,2005/6,€89.60m,€43.65m,P. Mazzoleni,14.0,7.0,3.0,4.0,18.0,21.0,5.0,4.0,0.0,3.0,0.0,0.0
I1,11/02/2006,Lazio,Udinese,1.0,1.0,D,1.0,1.0,D,1.9,3.0,4.5,1.91,3.0,4.15,2005/6,€83.05m,€89.60m,A. De Marco,9.0,8.0,3.0,4.0,20.0,28.0,4.0,4.0,1.0,2.0,0.0,0.0
I1,11/02/2006,Treviso,Chievo,1.0,2.0,A,0.0,1.0,A,3.0,2.87,2.5,3.0,2.85,2.4,2005/6,€23.53m,€49.55m,T. Pieri,14.0,14.0,9.0,7.0,20.0,17.0,5.0,4.0,0.0,2.0,0.0,0.0
I1,12/02/2006,Cagliari,Lecce,0.0,0.0,D,0.0,0.0,D,1.61,3.4,6.0,1.65,3.25,5.4,2005/6,€35.65m,€52.15m,G. Rocchi,5.0,11.0,2.0,7.0,17.0,21.0,4.0,4.0,3.0,2.0,0.0,1.0
I1,12/02/2006,Empoli,Palermo,0.0,1.0,A,0.0,0.0,D,2.87,2.87,2.6,2.75,2.8,2.65,2005/6,€37.00m,€94.20m,S. Farina,7.0,8.0,3.0,3.0,25.0,26.0,4.0,3.0,3.0,2.0,0.0,1.0
I1,12/02/2006,Inter,Juventus,1.0,2.0,A,0.0,0.0,D,2.5,2.75,3.2,2.45,2.9,2.9,2005/6,€234.93m,€308.90m,G. Paparesta,12.0,7.0,7.0,4.0,27.0,27.0,10.0,4.0,2.0,3.0,0.0,0.0
I1,12/02/2006,Livorno,Fiorentina,2.0,0.0,H,0.0,0.0,D,2.87,3.0,2.5,2.8,2.85,2.55,2005/6,€56.38m,€138.68m,M. De Santis,7.0,12.0,3.0,2.0,21.0,21.0,5.0,5.0,1.0,2.0,0.0,1.0
I1,12/02/2006,Parma,Ascoli,0.0,0.0,D,0.0,0.0,D,1.9,3.0,4.5,1.85,3.0,4.45,2005/6,€57.05m,€24.55m,M. Saccani,5.0,10.0,2.0,7.0,25.0,35.0,2.0,3.0,2.0,4.0,0.0,0.0
I1,12/02/2006,Reggina,Milan,1.0,4.0,A,1.0,2.0,A,6.0,3.2,1.66,5.7,3.15,1.65,2005/6,€43.65m,€269.75m,D. Tombolini,8.0,13.0,4.0,7.0,12.0,22.0,7.0,2.0,2.0,3.0,0.0,0.0
I1,12/02/2006,Sampdoria,Messina,4.0,2.0,H,1.0,1.0,D,1.72,3.1,5.5,1.72,3.0,5.5,2005/6,€61.50m,€39.98m,P. Tagliavento,23.0,18.0,11.0,8.0,27.0,30.0,6.0,4.0,3.0,2.0,0.0,1.0
I1,12/02/2006,Siena,Roma,0.0,2.0,A,0.0,0.0,D,3.75,3.0,2.1,3.75,2.9,2.05,2005/6,€34.98m,€193.20m,N. Ayroldi,14.0,14.0,6.0,6.0,31.0,13.0,6.0,2.0,5.0,2.0,0.0,0.0
I1,18/02/2006,Livorno,Inter,0.0,0.0,D,0.0,0.0,D,4.0,3.2,1.9,4.0,3.1,1.9,2005/6,€56.38m,€234.93m,P. Bertini,6.0,10.0,2.0,3.0,16.0,16.0,4.0,6.0,1.0,3.0,0.0,0.0
I1,18/02/2006,Messina,Juventus,2.0,2.0,D,1.0,1.0,D,7.0,3.4,1.57,7.0,3.25,1.55,2005/6,€39.98m,€308.90m,S. Farina,10.0,13.0,5.0,6.0,34.0,25.0,7.0,2.0,2.0,3.0,0.0,1.0
I1,18/02/2006,Milan,Cagliari,1.0,0.0,H,1.0,0.0,H,1.22,5.5,13.0,1.18,5.5,15.0,2005/6,€269.75m,€35.65m,E. Morganti,10.0,2.0,5.0,0.0,20.0,18.0,11.0,6.0,0.0,3.0,0.0,0.0
I1,19/02/2006,Chievo,Palermo,0.0,0.0,D,0.0,0.0,D,2.2,2.87,3.6,2.25,2.8,3.35,2005/6,€49.55m,€94.20m,C. Brighi,4.0,12.0,2.0,1.0,15.0,20.0,7.0,5.0,2.0,4.0,0.0,0.0
I1,19/02/2006,Fiorentina,Lazio,1.0,2.0,A,0.0,1.0,A,1.66,3.2,6.0,1.63,3.2,5.75,2005/6,€138.68m,€83.05m,P. Tagliavento,18.0,6.0,7.0,3.0,18.0,27.0,5.0,2.0,1.0,1.0,0.0,0.0
I1,19/02/2006,Lecce,Reggina,0.0,0.0,D,0.0,0.0,D,2.37,3.0,3.1,2.35,3.0,2.95,2005/6,€52.15m,€43.65m,A. De Marco,8.0,10.0,3.0,3.0,30.0,27.0,2.0,4.0,5.0,3.0,0.0,0.0
I1,19/02/2006,Roma,Empoli,1.0,0.0,H,1.0,0.0,H,1.33,4.5,9.5,1.33,4.25,9.0,2005/6,€193.20m,€37.00m,D. Messina,10.0,6.0,6.0,3.0,15.0,19.0,6.0,5.0,1.0,3.0,0.0,0.0
I1,19/02/2006,Sampdoria,Ascoli,1.0,2.0,A,0.0,0.0,D,1.66,3.2,6.0,1.65,3.1,6.0,2005/6,€61.50m,€24.55m,G. Rocchi,8.0,15.0,4.0,8.0,25.0,23.0,4.0,2.0,2.0,3.0,1.0,0.0
I1,19/02/2006,Treviso,Parma,0.0,1.0,A,0.0,1.0,A,2.6,2.87,2.87,2.45,3.0,2.8,2005/6,€23.53m,€57.05m,A. Romeo,13.0,6.0,5.0,3.0,18.0,26.0,10.0,1.0,3.0,2.0,0.0,0.0
I1,19/02/2006,Udinese,Siena,1.0,2.0,A,1.0,2.0,A,1.83,3.1,4.75,1.88,2.9,4.5,2005/6,€89.60m,€34.98m,P. Rodomonti,13.0,10.0,5.0,3.0,12.0,12.0,6.0,2.0,2.0,4.0,1.0,0.0
I1,25/02/2006,Parma,Fiorentina,2.0,4.0,A,2.0,2.0,D,3.0,2.87,2.5,3.05,2.9,2.35,2005/6,€57.05m,€138.68m,G. Paparesta,11.0,14.0,7.0,6.0,30.0,24.0,4.0,7.0,4.0,0.0,0.0,0.0
I1,25/02/2006,Reggina,Livorno,1.0,1.0,D,0.0,0.0,D,2.5,2.87,3.0,2.4,2.8,3.1,2005/6,€43.65m,€56.38m,N. Rizzoli,12.0,7.0,7.0,5.0,22.0,17.0,9.0,7.0,4.0,3.0,0.0,0.0
I1,26/02/2006,Ascoli,Messina,1.0,0.0,H,0.0,0.0,D,2.1,2.8,4.0,2.2,2.7,3.65,2005/6,€24.55m,€39.98m,M. De Santis,15.0,11.0,7.0,4.0,14.0,25.0,8.0,2.0,1.0,3.0,0.0,0.0
I1,26/02/2006,Cagliari,Chievo,2.0,2.0,D,1.0,0.0,H,2.4,2.87,3.2,2.3,2.9,3.15,2005/6,€35.65m,€49.55m,S. Farina,5.0,9.0,2.0,3.0,19.0,25.0,6.0,7.0,4.0,2.0,1.0,0.0
I1,26/02/2006,Empoli,Treviso,1.0,1.0,D,0.0,0.0,D,1.83,3.0,5.0,1.75,3.1,4.9,2005/6,€37.00m,€23.53m,P. Tagliavento,7.0,6.0,4.0,3.0,20.0,26.0,4.0,1.0,3.0,4.0,0.0,1.0
I1,26/02/2006,Inter,Udinese,3.0,1.0,H,1.0,0.0,H,1.36,4.33,9.0,1.35,4.25,8.2,2005/6,€234.93m,€89.60m,P. Dondarini,15.0,10.0,7.0,4.0,20.0,19.0,4.0,1.0,0.0,2.0,1.0,1.0
I1,26/02/2006,Juventus,Lecce,3.0,1.0,H,2.0,1.0,H,1.16,6.5,15.0,1.13,6.7,16.0,2005/6,€308.90m,€52.15m,P. Rodomonti,13.0,5.0,7.0,3.0,21.0,18.0,8.0,3.0,3.0,2.0,0.0,1.0
I1,26/02/2006,Lazio,Roma,0.0,2.0,A,0.0,1.0,A,2.6,2.87,2.87,2.55,2.85,2.8,2005/6,€83.05m,€193.20m,M. Trefoloni,10.0,6.0,2.0,3.0,12.0,24.0,7.0,3.0,2.0,5.0,0.0,0.0
I1,26/02/2006,Palermo,Milan,0.0,2.0,A,0.0,0.0,D,4.0,2.8,2.1,3.7,3.05,2.0,2005/6,€94.20m,€269.75m,T. Pieri,12.0,9.0,3.0,4.0,16.0,26.0,8.0,3.0,3.0,3.0,0.0,1.0
I1,26/02/2006,Siena,Sampdoria,1.0,0.0,H,0.0,0.0,D,2.6,2.87,2.87,2.45,2.8,3.0,2005/6,€34.98m,€61.50m,S. Racalbuto,12.0,14.0,5.0,6.0,12.0,16.0,5.0,8.0,1.0,3.0,0.0,1.0
I1,04/03/2006,Milan,Empoli,3.0,0.0,H,0.0,0.0,D,1.2,5.5,17.0,1.17,5.75,15.0,2005/6,€269.75m,€37.00m,P. Dondarini,17.0,4.0,8.0,0.0,8.0,13.0,6.0,3.0,1.0,0.0,0.0,0.0
I1,04/03/2006,Sampdoria,Juventus,0.0,1.0,A,0.0,0.0,D,4.1,3.0,2.0,4.35,3.0,1.87,2005/6,€61.50m,€308.90m,M. Trefoloni,4.0,11.0,2.0,4.0,26.0,18.0,10.0,5.0,2.0,0.0,0.0,0.0
I1,05/03/2006,Chievo,Lazio,2.0,2.0,D,2.0,1.0,H,2.3,2.87,3.4,2.3,2.75,3.35,2005/6,€49.55m,€83.05m,P. Mazzoleni,8.0,11.0,4.0,5.0,21.0,26.0,6.0,5.0,2.0,2.0,0.0,0.0
I1,05/03/2006,Fiorentina,Siena,2.0,1.0,H,1.0,1.0,D,1.53,3.75,6.5,1.47,3.55,7.25,2005/6,€138.68m,€34.98m,D. Messina,10.0,11.0,6.0,5.0,20.0,21.0,5.0,3.0,3.0,2.0,0.0,0.0
I1,05/03/2006,Lecce,Palermo,2.0,0.0,H,0.0,0.0,D,3.1,3.0,2.4,3.15,3.05,2.2,2005/6,€52.15m,€94.20m,L. Banti,11.0,6.0,5.0,3.0,18.0,17.0,2.0,7.0,2.0,2.0,0.0,0.0
I1,05/03/2006,Livorno,Cagliari,0.0,1.0,A,0.0,0.0,D,1.72,3.2,5.5,1.7,3.1,5.35,2005/6,€56.38m,€35.65m,M. Saccani,10.0,5.0,4.0,3.0,20.0,15.0,10.0,1.0,1.0,4.0,0.0,0.0
I1,05/03/2006,Messina,Parma,0.0,1.0,A,0.0,0.0,D,2.2,2.9,3.6,2.2,2.8,3.5,2005/6,€39.98m,€57.05m,P. Bertini,20.0,9.0,9.0,5.0,11.0,11.0,13.0,8.0,1.0,4.0,0.0,0.0
I1,05/03/2006,Roma,Inter,1.0,1.0,D,1.0,0.0,H,2.6,3.0,2.8,2.6,2.85,2.75,2005/6,€193.20m,€234.93m,T. Pieri,9.0,11.0,3.0,5.0,23.0,21.0,2.0,10.0,2.0,2.0,0.0,0.0
I1,05/03/2006,Treviso,Reggina,0.0,1.0,A,0.0,0.0,D,2.5,3.0,2.9,2.7,2.8,2.7,2005/6,€23.53m,€43.65m,G. Paparesta,12.0,6.0,5.0,3.0,27.0,23.0,4.0,3.0,5.0,2.0,0.0,0.0
I1,05/03/2006,Udinese,Ascoli,1.0,1.0,D,0.0,0.0,D,1.8,3.2,4.75,1.8,3.0,4.75,2005/6,€89.60m,€24.55m,R. Rosetti,11.0,9.0,3.0,3.0,32.0,23.0,3.0,7.0,3.0,1.0,0.0,1.0
I1,11/03/2006,Inter,Sampdoria,1.0,0.0,H,1.0,0.0,H,1.44,4.0,7.5,1.45,3.65,7.4,2005/6,€234.93m,€61.50m,N. Rizzoli,15.0,6.0,6.0,2.0,16.0,10.0,4.0,8.0,2.0,1.0,0.0,0.0
I1,11/03/2006,Siena,Treviso,1.0,0.0,H,0.0,0.0,D,1.66,3.2,6.0,1.65,3.2,5.5,2005/6,€34.98m,€23.53m,A. Dattilo,8.0,7.0,5.0,4.0,24.0,20.0,7.0,6.0,4.0,2.0,0.0,0.0
I1,12/03/2006,Ascoli,Roma,3.0,2.0,H,3.0,0.0,H,4.0,3.0,2.0,4.0,3.0,1.95,2005/6,€24.55m,€193.20m,P. Bertini,12.0,18.0,8.0,8.0,20.0,18.0,4.0,10.0,3.0,1.0,0.0,1.0
I1,12/03/2006,Empoli,Chievo,2.0,1.0,H,0.0,0.0,D,2.75,2.87,2.75,2.75,2.8,2.65,2005/6,€37.00m,€49.55m,A. De Marco,10.0,6.0,4.0,2.0,22.0,18.0,8.0,7.0,4.0,3.0,0.0,0.0
I1,12/03/2006,Juventus,Milan,0.0,0.0,D,0.0,0.0,D,2.3,2.75,3.6,2.2,2.9,3.6,2005/6,€308.90m,€269.75m,M. De Santis,8.0,6.0,3.0,2.0,24.0,15.0,3.0,3.0,1.0,3.0,0.0,1.0
I1,12/03/2006,Lazio,Reggina,3.0,1.0,H,2.0,0.0,H,1.66,3.2,6.0,1.67,3.05,5.85,2005/6,€83.05m,€43.65m,N. Stefanini,10.0,4.0,6.0,3.0,23.0,23.0,7.0,2.0,3.0,4.0,0.0,0.0
I1,12/03/2006,Messina,Lecce,2.0,1.0,H,1.0,1.0,D,1.9,3.0,4.5,1.83,3.05,4.5,2005/6,€39.98m,€52.15m,S. Racalbuto,15.0,6.0,7.0,3.0,20.0,24.0,8.0,3.0,5.0,3.0,0.0,0.0
I1,12/03/2006,Palermo,Udinese,2.0,0.0,H,0.0,0.0,D,1.9,3.0,4.5,1.9,3.0,4.2,2005/6,€94.20m,€89.60m,S. Farina,6.0,6.0,3.0,5.0,14.0,22.0,2.0,3.0,3.0,2.0,0.0,0.0
I1,12/03/2006,Parma,Livorno,2.0,1.0,H,1.0,1.0,D,2.3,2.87,3.4,2.3,2.85,3.2,2005/6,€57.05m,€56.38m,G. Paparesta,6.0,16.0,5.0,9.0,27.0,13.0,1.0,6.0,4.0,2.0,0.0,0.0
I1,18/03/2006,Livorno,Juventus,1.0,3.0,A,0.0,1.0,A,5.0,3.0,1.83,5.3,2.95,1.75,2005/6,€56.38m,€308.90m,P. Dondarini,5.0,7.0,3.0,3.0,26.0,25.0,2.0,4.0,2.0,1.0,0.0,0.0
I1,18/03/2006,Treviso,Cagliari,1.0,2.0,A,1.0,1.0,D,3.25,3.0,2.3,2.95,3.05,2.3,2005/6,€23.53m,€35.65m,A. Giannoccaro,8.0,7.0,3.0,4.0,27.0,21.0,0.0,5.0,3.0,3.0,0.0,1.0
I1,19/03/2006,Chievo,Siena,4.0,1.0,H,1.0,1.0,D,2.0,2.87,4.33,1.95,2.9,4.15,2005/6,€49.55m,€34.98m,L. Palanca,13.0,7.0,8.0,4.0,14.0,20.0,6.0,5.0,2.0,3.0,0.0,2.0
I1,19/03/2006,Fiorentina,Ascoli,3.0,1.0,H,0.0,1.0,A,1.44,3.75,8.5,1.45,3.55,7.9,2005/6,€138.68m,€24.55m,M. Saccani,16.0,7.0,9.0,3.0,16.0,21.0,6.0,2.0,1.0,3.0,0.0,1.0
I1,19/03/2006,Inter,Lazio,3.0,1.0,H,1.0,0.0,H,1.5,3.6,7.5,1.5,3.5,6.85,2005/6,€234.93m,€83.05m,T. Pieri,21.0,8.0,10.0,6.0,18.0,8.0,14.0,6.0,2.0,1.0,0.0,0.0
I1,19/03/2006,Lecce,Parma,1.0,2.0,A,0.0,0.0,D,2.4,3.0,3.0,2.25,3.1,3.0,2005/6,€52.15m,€57.05m,N. Rizzoli,16.0,11.0,10.0,5.0,15.0,22.0,8.0,3.0,2.0,4.0,0.0,0.0
I1,19/03/2006,Reggina,Empoli,0.0,2.0,A,0.0,0.0,D,2.0,3.0,4.0,1.83,3.0,4.6,2005/6,€43.65m,€37.00m,S. Farina,8.0,10.0,3.0,5.0,24.0,19.0,6.0,3.0,4.0,2.0,1.0,0.0
I1,19/03/2006,Roma,Messina,2.0,1.0,H,1.0,0.0,H,1.5,3.6,7.5,1.45,3.65,7.5,2005/6,€193.20m,€39.98m,M. Bergonzi,17.0,7.0,7.0,6.0,14.0,29.0,11.0,4.0,1.0,3.0,0.0,1.0
I1,19/03/2006,Sampdoria,Palermo,0.0,2.0,A,0.0,0.0,D,2.0,3.0,4.0,2.05,2.9,3.75,2005/6,€61.50m,€94.20m,N. Ayroldi,15.0,14.0,7.0,7.0,18.0,19.0,7.0,2.0,4.0,3.0,0.0,0.0
I1,19/03/2006,Udinese,Milan,0.0,4.0,A,0.0,1.0,A,5.5,3.4,1.66,5.5,3.2,1.65,2005/6,€89.60m,€269.75m,M. Trefoloni,6.0,6.0,4.0,4.0,14.0,11.0,4.0,3.0,1.0,0.0,0.0,0.0
I1,22/03/2006,Cagliari,Fiorentina,0.0,0.0,D,0.0,0.0,D,2.87,2.3,3.0,3.55,2.15,2.85,2005/6,€35.65m,€138.68m,M. De Santis,12.0,13.0,4.0,6.0,17.0,29.0,6.0,4.0,2.0,5.0,0.0,0.0
I1,26/03/2006,Ascoli,Chievo,2.0,2.0,D,1.0,1.0,D,2.37,2.75,3.4,2.4,2.7,3.2,2005/6,€24.55m,€49.55m,A. Dattilo,9.0,4.0,4.0,3.0,16.0,22.0,5.0,7.0,1.0,2.0,0.0,0.0
I1,26/03/2006,Cagliari,Reggina,0.0,2.0,A,0.0,2.0,A,1.9,3.0,4.5,1.9,2.9,4.4,2005/6,€35.65m,€43.65m,D. Messina,14.0,6.0,6.0,2.0,23.0,27.0,6.0,3.0,4.0,5.0,0.0,0.0
I1,26/03/2006,Empoli,Livorno,2.0,1.0,H,1.0,0.0,H,2.4,2.87,3.2,2.55,2.75,2.9,2005/6,€37.00m,€56.38m,E. Morganti,16.0,8.0,6.0,3.0,18.0,24.0,0.0,4.0,1.0,2.0,0.0,0.0
I1,25/03/2006,Juventus,Roma,1.0,1.0,D,1.0,0.0,H,1.72,3.1,5.5,1.65,3.25,5.4,2005/6,€308.90m,€193.20m,M. Trefoloni,5.0,9.0,3.0,4.0,19.0,20.0,2.0,6.0,1.0,3.0,1.0,0.0
I1,26/03/2006,Lazio,Sampdoria,2.0,0.0,H,0.0,0.0,D,1.9,3.0,4.5,1.95,3.05,3.9,2005/6,€83.05m,€61.50m,R. Rosetti,11.0,4.0,3.0,1.0,21.0,31.0,6.0,3.0,2.0,6.0,0.0,0.0
I1,26/03/2006,Messina,Udinese,1.0,1.0,D,1.0,1.0,D,2.3,2.87,3.4,2.3,2.9,3.15,2005/6,€39.98m,€89.60m,P. Bertini,6.0,12.0,4.0,7.0,16.0,23.0,7.0,4.0,1.0,3.0,0.0,0.0
I1,25/03/2006,Milan,Fiorentina,3.0,1.0,H,1.0,1.0,D,1.61,3.4,6.0,1.55,3.55,5.85,2005/6,€269.75m,€138.68m,G. Paparesta,11.0,6.0,6.0,3.0,16.0,18.0,10.0,2.0,2.0,1.0,0.0,0.0
I1,26/03/2006,Palermo,Treviso,1.0,0.0,H,0.0,0.0,D,1.33,4.5,9.5,1.3,4.5,9.5,2005/6,€94.20m,€23.53m,M. De Santis,8.0,8.0,5.0,3.0,16.0,19.0,4.0,6.0,1.0,1.0,0.0,0.0
I1,25/03/2006,Parma,Inter,1.0,0.0,H,1.0,0.0,H,4.75,3.1,1.83,4.55,3.05,1.8,2005/6,€57.05m,€234.93m,P. Tagliavento,11.0,18.0,9.0,9.0,25.0,18.0,2.0,14.0,4.0,4.0,0.0,0.0
I1,26/03/2006,Siena,Lecce,1.0,2.0,A,0.0,1.0,A,1.57,3.4,5.5,1.6,3.4,5.5,2005/6,€34.98m,€52.15m,O. Pantana,11.0,12.0,7.0,4.0,20.0,19.0,6.0,3.0,2.0,5.0,1.0,0.0
I1,01/04/2006,Inter,Messina,3.0,0.0,H,3.0,0.0,H,1.33,4.5,9.5,1.26,4.6,11.75,2005/6,€234.93m,€39.98m,P. Rodomonti,13.0,4.0,7.0,0.0,12.0,15.0,6.0,1.0,0.0,1.0,0.0,0.0
I1,01/04/2006,Lecce,Milan,1.0,0.0,H,0.0,0.0,D,6.5,3.6,1.53,5.9,3.8,1.5,2005/6,€52.15m,€269.75m,P. Dondarini,12.0,8.0,6.0,5.0,17.0,18.0,6.0,3.0,2.0,1.0,0.0,0.0
I1,01/04/2006,Treviso,Juventus,0.0,0.0,D,0.0,0.0,D,7.5,4.33,1.4,8.0,4.3,1.35,2005/6,€23.53m,€308.90m,S. Racalbuto,5.0,15.0,1.0,6.0,26.0,17.0,3.0,14.0,3.0,4.0,0.0,0.0
I1,02/04/2006,Chievo,Livorno,2.0,1.0,H,1.0,1.0,D,2.0,2.87,4.33,2.05,2.7,4.2,2005/6,€49.55m,€56.38m,N. Rizzoli,6.0,6.0,4.0,4.0,20.0,26.0,5.0,1.0,1.0,2.0,1.0,0.0
I1,02/04/2006,Fiorentina,Roma,1.0,1.0,D,1.0,0.0,H,2.3,3.0,3.25,2.3,2.9,3.15,2005/6,€138.68m,€193.20m,D. Messina,8.0,17.0,5.0,7.0,16.0,24.0,4.0,7.0,3.0,4.0,0.0,0.0
I1,02/04/2006,Lazio,Empoli,3.0,3.0,D,2.0,1.0,H,1.61,3.4,6.0,1.6,3.35,5.75,2005/6,€83.05m,€37.00m,N. Ayroldi,13.0,4.0,8.0,3.0,20.0,24.0,8.0,4.0,1.0,1.0,0.0,0.0
I1,02/04/2006,Palermo,Ascoli,1.0,1.0,D,1.0,0.0,H,1.66,3.4,5.5,1.65,3.15,5.75,2005/6,€94.20m,€24.55m,F. Squillace,5.0,4.0,4.0,2.0,15.0,11.0,1.0,6.0,1.0,2.0,1.0,0.0
