Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
I1,27/08/2005,Fiorentina,Sampdoria,2.0,1.0,H,2.0,0.0,H,2.2,2.87,3.25,2.25,2.9,3.2,2005/6,€138.68m,€61.50m,G. Paparesta,15.0,9.0,9.0,4.0,18.0,23.0,9.0,3.0,1.0,4.0,0.0,0.0
I1,27/08/2005,Livorno,Lecce,2.0,1.0,H,1.0,1.0,D,1.9,2.9,4.0,1.9,3.2,3.8,2005/6,€56.38m,€52.15m,G. Rocchi,17.0,6.0,7.0,5.0,27.0,21.0,9.0,2.0,2.0,3.0,0.0,0.0
I1,28/08/2005,Ascoli,Milan,1.0,1.0,D,0.0,0.0,D,7.5,3.75,1.4,9.0,4.5,1.3,2005/6,€24.55m,€269.75m,M. De Santis,8.0,16.0,3.0,9.0,22.0,16.0,0.0,5.0,2.0,1.0,0.0,0.0
I1,28/08/2005,Inter,Treviso,3.0,0.0,H,1.0,0.0,H,1.16,5.5,13.0,1.16,5.9,15.0,2005/6,€234.93m,€23.53m,P. Tagliavento,16.0,7.0,9.0,3.0,13.0,20.0,6.0,1.0,1.0,3.0,0.0,0.0
I1,28/08/2005,Juventus,Chievo,1.0,0.0,H,1.0,0.0,H,1.25,5.0,13.0,1.22,5.5,10.0,2005/6,€308.90m,€49.55m,M. Trefoloni,16.0,2.0,7.0,0.0,16.0,12.0,6.0,2.0,1.0,2.0,0.0,0.0
I1,28/08/2005,Lazio,Messina,1.0,0.0,H,1.0,0.0,H,1.9,3.1,3.75,1.9,3.1,4.0,2005/6,€83.05m,€39.98m,P. Dondarini,7.0,16.0,4.0,7.0,18.0,20.0,6.0,10.0,3.0,1.0,0.0,0.0
I1,28/08/2005,Parma,Palermo,1.0,1.0,D,0.0,1.0,A,2.4,2.87,2.87,2.55,2.9,2.75,2005/6,€57.05m,€94.20m,T. Pieri,8.0,14.0,3.0,9.0,18.0,9.0,3.0,8.0,3.0,0.0,0.0,0.0
I1,28/08/2005,Reggina,Roma,0.0,3.0,A,0.0,1.0,A,3.5,3.0,2.0,3.9,3.15,1.9,2005/6,€43.65m,€193.20m,R. Rosetti,5.0,13.0,3.0,9.0,19.0,18.0,2.0,4.0,0.0,0.0,1.0,0.0
I1,28/08/2005,Siena,Cagliari,2.0,1.0,H,1.0,1.0,D,2.2,3.0,3.1,2.2,2.9,3.3,2005/6,€34.98m,€35.65m,C. Brighi,10.0,9.0,6.0,6.0,21.0,19.0,4.0,4.0,2.0,2.0,1.0,0.0
I1,28/08/2005,Udinese,Empoli,1.0,0.0,H,1.0,0.0,H,1.57,3.25,6.0,1.6,3.4,5.5,2005/6,€89.60m,€37.00m,A. De Marco,12.0,8.0,8.0,4.0,20.0,12.0,6.0,5.0,2.0,1.0,0.0,0.0
I1,10/09/2005,Milan,Siena,3.0,1.0,H,2.0,1.0,H,1.2,5.0,12.0,1.16,6.4,12.5,2005/6,€269.75m,€34.98m,S. Farina,21.0,7.0,11.0,3.0,7.0,16.0,3.0,4.0,1.0,2.0,0.0,0.0
I1,10/09/2005,Palermo,Inter,3.0,2.0,H,1.0,0.0,H,3.5,3.0,2.0,3.65,3.05,2.0,2005/6,€94.20m,€234.93m,G. Paparesta,24.0,15.0,13.0,6.0,15.0,14.0,9.0,6.0,2.0,1.0,0.0,0.0
I1,11/09/2005,Cagliari,Lazio,1.0,1.0,D,1.0,1.0,D,2.25,3.0,3.0,2.15,2.9,3.45,2005/6,€35.65m,€83.05m,P. Bertini,9.0,6.0,3.0,3.0,12.0,16.0,6.0,6.0,2.0,2.0,1.0,0.0
I1,11/09/2005,Chievo,Parma,1.0,0.0,H,1.0,0.0,H,2.2,2.87,3.2,2.25,2.75,3.45,2005/6,€49.55m,€57.05m,O. Girardi,12.0,5.0,8.0,2.0,16.0,15.0,9.0,2.0,1.0,1.0,0.0,0.0
I1,11/09/2005,Empoli,Juventus,0.0,4.0,A,0.0,3.0,A,5.5,3.75,1.5,6.75,3.75,1.45,2005/6,€37.00m,€308.90m,A. Dattilo,9.0,13.0,1.0,8.0,16.0,23.0,3.0,6.0,1.0,0.0,0.0,0.0
I1,11/09/2005,Lecce,Ascoli,0.0,0.0,D,0.0,0.0,D,1.72,3.2,4.5,1.75,3.1,4.9,2005/6,€52.15m,€24.55m,A. Romeo,9.0,6.0,6.0,4.0,18.0,9.0,9.0,2.0,2.0,3.0,0.0,1.0
I1,11/09/2005,Messina,Fiorentina,2.0,2.0,D,0.0,2.0,A,2.5,2.87,2.75,2.7,2.8,2.7,2005/6,€39.98m,€138.68m,P. Rodomonti,8.0,12.0,4.0,7.0,19.0,20.0,7.0,7.0,3.0,3.0,0.0,0.0
I1,11/09/2005,Roma,Udinese,0.0,1.0,A,0.0,1.0,A,1.83,3.0,4.33,1.77,3.2,4.5,2005/6,€193.20m,€89.60m,D. Messina,13.0,10.0,4.0,5.0,15.0,20.0,7.0,4.0,0.0,4.0,0.0,0.0
I1,11/09/2005,Sampdoria,Reggina,3.0,2.0,H,1.0,1.0,D,1.53,3.5,5.5,1.5,3.6,6.5,2005/6,€61.50m,€43.65m,L. Palanca,16.0,11.0,7.0,7.0,22.0,24.0,5.0,5.0,1.0,3.0,0.0,1.0
I1,11/09/2005,Treviso,Livorno,0.0,1.0,A,0.0,0.0,D,2.5,2.87,2.75,2.5,2.8,2.9,2005/6,€23.53m,€56.38m,M. Saccani,4.0,7.0,2.0,4.0,14.0,19.0,3.0,6.0,3.0,2.0,0.0,0.0
I1,17/09/2005,Inter,Lecce,3.0,0.0,H,2.0,0.0,H,1.22,5.5,13.0,1.2,5.2,14.0,2005/6,€234.93m,€52.15m,T. Pieri,12.0,7.0,8.0,5.0,16.0,19.0,5.0,3.0,1.0,1.0,0.0,0.0
I1,17/09/2005,Parma,Empoli,1.0,0.0,H,1.0,0.0,H,1.8,3.1,5.0,1.75,3.15,4.7,2005/6,€57.05m,€37.00m,M. Bergonzi,27.0,16.0,12.0,3.0,22.0,19.0,10.0,7.0,1.0,0.0,0.0,0.0
I1,18/09/2005,Cagliari,Messina,1.0,1.0,D,1.0,1.0,D,2.1,2.9,3.8,2.25,2.85,3.25,2005/6,€35.65m,€39.98m,A. Giannoccaro,16.0,8.0,8.0,5.0,20.0,25.0,8.0,4.0,1.0,4.0,0.0,0.0
I1,18/09/2005,Fiorentina,Udinese,4.0,2.0,H,2.0,1.0,H,2.2,3.0,3.4,2.25,2.9,3.25,2005/6,€138.68m,€89.60m,P. Dondarini,11.0,14.0,6.0,9.0,24.0,21.0,4.0,3.0,0.0,3.0,0.0,0.0
I1,18/09/2005,Juventus,Ascoli,2.0,1.0,H,2.0,1.0,H,1.16,6.5,15.0,1.11,7.15,17.0,2005/6,€308.90m,€24.55m,P. Tagliavento,17.0,12.0,7.0,5.0,18.0,16.0,8.0,6.0,2.0,2.0,0.0,0.0
I1,18/09/2005,Lazio,Treviso,3.0,1.0,H,2.0,1.0,H,1.61,3.4,6.0,1.65,3.15,5.75,2005/6,€83.05m,€23.53m,P. Mazzoleni,13.0,5.0,6.0,1.0,23.0,23.0,7.0,1.0,0.0,0.0,0.0,1.0
I1,18/09/2005,Livorno,Roma,0.0,0.0,D,0.0,0.0,D,3.4,3.0,2.2,3.1,3.1,2.2,2005/6,€56.38m,€193.20m,M. Trefoloni,6.0,8.0,4.0,5.0,17.0,13.0,5.0,3.0,2.0,2.0,0.0,0.0
I1,18/09/2005,Reggina,Chievo,1.0,3.0,A,1.0,1.0,D,2.37,2.87,3.25,2.3,2.85,3.15,2005/6,€43.65m,€49.55m,S. Racalbuto,16.0,8.0,8.0,5.0,11.0,12.0,5.0,3.0,3.0,2.0,0.0,1.0
I1,18/09/2005,Sampdoria,Milan,2.0,1.0,H,1.0,1.0,D,4.5,3.2,1.83,4.2,3.15,1.83,2005/6,€61.50m,€269.75m,P. Bertini,7.0,12.0,4.0,5.0,20.0,16.0,4.0,7.0,3.0,1.0,0.0,0.0
I1,18/09/2005,Siena,Palermo,1.0,2.0,A,1.0,1.0,D,2.6,2.87,2.6,2.75,2.85,2.6,2005/6,€34.98m,€94.20m,G. Rocchi,10.0,14.0,3.0,10.0,13.0,15.0,4.0,6.0,3.0,2.0,0.0,0.0
I1,21/09/2005,Ascoli,Siena,1.0,1.0,D,0.0,1.0,A,2.3,2.9,3.25,2.45,2.9,2.9,2005/6,€24.55m,€34.98m,N. Stefanini,7.0,8.0,2.0,4.0,28.0,19.0,3.0,3.0,1.0,2.0,0.0,0.0
I1,21/09/2005,Chievo,Inter,0.0,1.0,A,0.0,0.0,D,5.5,3.1,1.72,4.9,3.25,1.7,2005/6,€49.55m,€234.93m,E. Morganti,6.0,17.0,2.0,10.0,22.0,18.0,1.0,7.0,2.0,2.0,0.0,0.0
I1,21/09/2005,Empoli,Cagliari,3.0,1.0,H,0.0,1.0,A,2.3,2.9,3.3,2.35,2.9,3.0,2005/6,€37.00m,€35.65m,N. Rizzoli,8.0,9.0,4.0,5.0,22.0,16.0,8.0,5.0,3.0,2.0,0.0,0.0
I1,21/09/2005,Lecce,Fiorentina,1.0,3.0,A,1.0,0.0,H,3.75,3.0,2.1,3.75,3.0,2.0,2005/6,€52.15m,€138.68m,M. De Santis,10.0,14.0,4.0,9.0,18.0,16.0,2.0,6.0,3.0,1.0,1.0,0.0
I1,21/09/2005,Messina,Livorno,0.0,0.0,D,0.0,0.0,D,2.2,2.87,3.6,2.2,2.8,3.45,2005/6,€39.98m,€56.38m,R. Rosetti,10.0,5.0,7.0,3.0,16.0,13.0,7.0,1.0,1.0,0.0,0.0,0.0
I1,21/09/2005,Milan,Lazio,2.0,0.0,H,2.0,0.0,H,1.4,4.0,9.0,1.3,4.65,8.5,2005/6,€269.75m,€83.05m,D. Messina,12.0,8.0,7.0,3.0,17.0,14.0,5.0,2.0,0.0,1.0,0.0,0.0
I1,21/09/2005,Palermo,Reggina,1.0,0.0,H,0.0,0.0,D,1.44,3.8,7.0,1.4,3.75,8.25,2005/6,€94.20m,€43.65m,P. Rodomonti,16.0,8.0,10.0,3.0,17.0,19.0,10.0,5.0,2.0,4.0,0.0,0.0
I1,21/09/2005,Roma,Parma,4.0,1.0,H,3.0,1.0,H,1.57,3.6,6.0,1.55,3.4,6.25,2005/6,€193.20m,€57.05m,D. Tombolini,18.0,8.0,12.0,2.0,17.0,14.0,7.0,6.0,2.0,3.0,0.0,0.0
I1,21/09/2005,Treviso,Sampdoria,0.0,2.0,A,0.0,1.0,A,3.75,3.0,2.0,3.9,3.0,1.97,2005/6,€23.53m,€61.50m,L. Banti,11.0,9.0,4.0,6.0,15.0,12.0,3.0,5.0,3.0,0.0,0.0,0.0
I1,21/09/2005,Udinese,Juventus,0.0,1.0,A,0.0,1.0,A,4.0,3.0,2.0,3.75,3.1,1.95,2005/6,€89.60m,€308.90m,N. Ayroldi,6.0,7.0,3.0,3.0,24.0,18.0,3.0,1.0,3.0,1.0,0.0,0.0
I1,24/09/2005,Parma,Juventus,1.0,2.0,A,1.0,1.0,D,6.0,3.4,1.61,6.0,3.25,1.6,2005/6,€57.05m,€308.90m,T. Pieri,5.0,8.0,3.0,6.0,27.0,27.0,2.0,5.0,3.0,3.0,0.0,0.0
I1,24/09/2005,Reggina,Udinese,2.0,0.0,H,1.0,0.0,H,3.5,3.0,2.2,3.5,3.1,2.05,2005/6,€43.65m,€89.60m,M. Gabriele,6.0,7.0,4.0,3.0,20.0,26.0,4.0,7.0,4.0,3.0,0.0,1.0
I1,25/09/2005,Cagliari,Roma,0.0,0.0,D,0.0,0.0,D,3.75,3.2,2.0,3.8,3.25,1.9,2005/6,€35.65m,€193.20m,A. Dattilo,8.0,12.0,3.0,5.0,12.0,17.0,2.0,3.0,2.0,2.0,0.0,0.0
I1,25/09/2005,Empoli,Lecce,1.0,0.0,H,0.0,0.0,D,2.0,3.2,3.75,1.95,3.05,3.85,2005/6,€37.00m,€52.15m,O. Pantana,5.0,12.0,2.0,2.0,21.0,24.0,3.0,5.0,1.0,4.0,0.0,0.0
I1,25/09/2005,Inter,Fiorentina,1.0,0.0,H,1.0,0.0,H,1.61,3.4,6.0,1.7,3.2,5.0,2005/6,€234.93m,€138.68m,S. Farina,17.0,4.0,7.0,2.0,26.0,20.0,6.0,3.0,2.0,3.0,0.0,0.0
I1,25/09/2005,Lazio,Palermo,4.0,2.0,H,0.0,1.0,A,2.6,2.9,2.9,2.7,2.8,2.7,2005/6,€83.05m,€94.20m,M. Saccani,8.0,10.0,5.0,4.0,23.0,21.0,8.0,7.0,2.0,3.0,0.0,0.0
I1,25/09/2005,Livorno,Ascoli,2.0,0.0,H,0.0,0.0,D,1.72,3.1,5.5,1.67,3.1,5.6,2005/6,€56.38m,€24.55m,C. Brighi,9.0,5.0,2.0,2.0,10.0,15.0,4.0,3.0,0.0,2.0,0.0,1.0
I1,25/09/2005,Sampdoria,Chievo,1.0,2.0,A,0.0,1.0,A,1.66,3.2,6.0,1.67,3.1,5.6,2005/6,€61.50m,€49.55m,S. Cassara',8.0,10.0,5.0,6.0,18.0,26.0,6.0,7.0,2.0,4.0,0.0,0.0
I1,25/09/2005,Siena,Messina,4.0,2.0,H,3.0,1.0,H,2.2,3.0,3.4,2.2,2.8,3.5,2005/6,€34.98m,€39.98m,A. De Marco,12.0,6.0,5.0,3.0,17.0,16.0,6.0,2.0,1.0,2.0,0.0,0.0
I1,25/09/2005,Treviso,Milan,0.0,2.0,A,0.0,1.0,A,9.0,4.33,1.36,8.75,3.95,1.37,2005/6,€23.53m,€269.75m,L. Palanca,6.0,12.0,2.0,6.0,22.0,13.0,4.0,2.0,3.0,0.0,0.0,0.0
I1,01/10/2005,Chievo,Treviso,0.0,0.0,D,0.0,0.0,D,1.53,3.5,7.0,1.57,3.15,7.0,2005/6,€49.55m,€23.53m,M. Mazzoleni,11.0,7.0,0.0,3.0,24.0,22.0,6.0,4.0,3.0,2.0,0.0,0.0
I1,01/10/2005,Udinese,Lazio,3.0,0.0,H,0.0,0.0,D,1.9,3.1,4.33,1.9,3.1,4.0,2005/6,€89.60m,€83.05m,R. Rosetti,19.0,6.0,10.0,1.0,18.0,25.0,10.0,1.0,2.0,3.0,0.0,0.0
I1,02/10/2005,Ascoli,Parma,3.0,1.0,H,2.0,1.0,H,2.5,2.87,3.0,2.5,2.8,2.9,2005/6,€24.55m,€57.05m,D. Preschern,10.0,10.0,6.0,4.0,23.0,22.0,5.0,5.0,3.0,5.0,0.0,1.0
I1,02/10/2005,Fiorentina,Livorno,3.0,2.0,H,2.0,0.0,H,1.66,3.4,5.5,1.67,3.2,5.4,2005/6,€138.68m,€56.38m,N. Ayroldi,11.0,9.0,5.0,5.0,19.0,21.0,2.0,7.0,2.0,2.0,0.0,1.0
I1,02/10/2005,Juventus,Inter,2.0,0.0,H,2.0,0.0,H,2.2,2.87,3.6,2.1,2.9,3.6,2005/6,€308.90m,€234.93m,G. Paparesta,8.0,11.0,5.0,6.0,29.0,22.0,1.0,9.0,2.0,3.0,0.0,0.0
I1,02/10/2005,Lecce,Cagliari,3.0,0.0,H,2.0,0.0,H,2.1,3.0,3.75,2.2,2.85,3.4,2005/6,€52.15m,€35.65m,O. Girardi,11.0,17.0,8.0,7.0,24.0,16.0,4.0,8.0,0.0,3.0,0.0,0.0
I1,02/10/2005,Messina,Sampdoria,1.0,4.0,A,0.0,1.0,A,2.75,2.87,2.75,2.9,2.8,2.5,2005/6,€39.98m,€61.50m,M. De Santis,18.0,12.0,10.0,7.0,15.0,18.0,5.0,0.0,4.0,3.0,0.0,0.0
I1,02/10/2005,Milan,Reggina,2.0,1.0,H,2.0,0.0,H,1.2,5.5,17.0,1.17,6.0,13.0,2005/6,€269.75m,€43.65m,N. Rizzoli,17.0,8.0,7.0,1.0,13.0,10.0,7.0,1.0,1.0,0.0,0.0,0.0
I1,02/10/2005,Palermo,Empoli,2.0,2.0,D,1.0,2.0,A,1.53,3.5,7.0,1.55,3.2,7.0,2005/6,€94.20m,€37.00m,L. Banti,21.0,5.0,10.0,4.0,13.0,11.0,11.0,0.0,0.0,2.0,0.0,0.0
I1,02/10/2005,Roma,Siena,2.0,3.0,A,0.0,1.0,A,1.53,3.5,7.0,1.45,3.7,7.15,2005/6,€193.20m,€34.98m,E. Morganti,15.0,5.0,9.0,4.0,19.0,17.0,14.0,5.0,2.0,3.0,0.0,1.0
I1,15/10/2005,Juventus,Messina,1.0,0.0,H,1.0,0.0,H,1.16,5.5,13.0,1.15,6.0,16.0,2005/6,€308.90m,€39.98m,M. Bergonzi,14.0,8.0,10.0,4.0,24.0,26.0,6.0,1.0,2.0,4.0,0.0,0.0
I1,15/10/2005,Siena,Udinese,2.0,3.0,A,0.0,2.0,A,2.75,2.75,2.6,2.7,2.9,2.6,2005/6,€34.98m,€89.60m,P. Tagliavento,11.0,13.0,6.0,8.0,16.0,19.0,3.0,6.0,2.0,4.0,0.0,1.0
I1,16/10/2005,Ascoli,Sampdoria,2.0,1.0,H,1.0,0.0,H,3.2,2.87,2.2,3.45,3.0,2.1,2005/6,€24.55m,€61.50m,M. Saccani,13.0,13.0,9.0,7.0,17.0,19.0,4.0,9.0,2.0,1.0,0.0,0.0
I1,16/10/2005,Cagliari,Milan,0.0,2.0,A,0.0,2.0,A,5.5,3.5,1.53,6.85,3.5,1.5,2005/6,€35.65m,€269.75m,D. Messina,10.0,9.0,5.0,4.0,15.0,16.0,6.0,3.0,1.0,1.0,0.0,0.0
I1,16/10/2005,Empoli,Roma,1.0,0.0,H,0.0,0.0,D,3.2,2.8,2.25,3.2,3.1,2.15,2005/6,€37.00m,€193.20m,T. Pieri,7.0,8.0,4.0,4.0,12.0,17.0,4.0,11.0,0.0,3.0,1.0,0.0
I1,16/10/2005,Inter,Livorno,5.0,0.0,H,2.0,0.0,H,1.25,5.0,9.0,1.22,5.5,10.5,2005/6,€234.93m,€56.38m,P. Rodomonti,15.0,5.0,11.0,1.0,20.0,16.0,4.0,2.0,1.0,0.0,0.0,1.0
I1,16/10/2005,Lazio,Fiorentina,1.0,0.0,H,0.0,0.0,D,2.5,2.87,2.75,2.6,2.9,2.7,2005/6,€83.05m,€138.68m,N. Rizzoli,10.0,12.0,9.0,4.0,15.0,21.0,8.0,7.0,1.0,3.0,0.0,0.0
I1,16/10/2005,Palermo,Chievo,2.0,2.0,D,1.0,2.0,A,1.72,3.2,4.5,1.72,3.0,5.5,2005/6,€94.20m,€49.55m,G. Rocchi,9.0,7.0,6.0,5.0,26.0,20.0,4.0,3.0,3.0,3.0,1.0,0.0
I1,16/10/2005,Parma,Treviso,1.0,1.0,D,1.0,0.0,H,1.66,3.2,5.0,1.7,3.0,5.65,2005/6,€57.05m,€23.53m,A. Giannoccaro,5.0,13.0,2.0,4.0,16.0,37.0,1.0,7.0,3.0,5.0,0.0,0.0
I1,16/10/2005,Reggina,Lecce,2.0,0.0,H,1.0,0.0,H,2.1,2.8,3.5,2.1,3.0,3.45,2005/6,€43.65m,€52.15m,M. Trefoloni,12.0,9.0,8.0,4.0,12.0,25.0,4.0,3.0,2.0,4.0,0.0,1.0
I1,22/10/2005,Fiorentina,Parma,4.0,1.0,H,3.0,0.0,H,1.5,3.6,7.5,1.45,3.9,6.5,2005/6,€138.68m,€57.05m,E. Morganti,11.0,9.0,6.0,4.0,12.0,17.0,6.0,5.0,1.0,2.0,0.0,0.0
I1,22/10/2005,Messina,Ascoli,1.0,1.0,D,1.0,0.0,H,1.9,3.0,4.5,1.9,3.15,3.95,2005/6,€39.98m,€24.55m,L. Banti,10.0,6.0,3.0,2.0,16.0,12.0,3.0,4.0,3.0,1.0,1.0,1.0
I1,23/10/2005,Chievo,Cagliari,2.0,1.0,H,0.0,0.0,D,1.8,3.1,5.0,1.7,3.25,4.9,2005/6,€49.55m,€35.65m,P. Mazzoleni,12.0,5.0,5.0,2.0,24.0,29.0,10.0,1.0,1.0,3.0,0.0,0.0
I1,23/10/2005,Lecce,Juventus,0.0,3.0,A,0.0,1.0,A,7.0,3.75,1.5,7.0,3.6,1.47,2005/6,€52.15m,€308.90m,S. Racalbuto,5.0,17.0,2.0,9.0,30.0,27.0,9.0,5.0,1.0,0.0,0.0,0.0
I1,23/10/2005,Livorno,Reggina,1.0,0.0,H,0.0,0.0,D,1.9,3.1,4.33,1.83,3.0,4.55,2005/6,€56.38m,€43.65m,P. Bertini,15.0,7.0,6.0,1.0,21.0,20.0,10.0,7.0,2.0,2.0,1.0,1.0
I1,23/10/2005,Milan,Palermo,2.0,1.0,H,1.0,1.0,D,1.4,4.0,9.0,1.35,4.2,8.25,2005/6,€269.75m,€94.20m,S. Farina,16.0,8.0,11.0,4.0,19.0,18.0,6.0,6.0,1.0,3.0,0.0,0.0
I1,23/10/2005,Roma,Lazio,1.0,1.0,D,1.0,0.0,H,2.4,2.87,3.2,2.45,2.9,2.9,2005/6,€193.20m,€83.05m,G. Paparesta,14.0,6.0,4.0,2.0,28.0,21.0,3.0,3.0,3.0,2.0,0.0,0.0
I1,23/10/2005,Sampdoria,Siena,3.0,3.0,D,1.0,0.0,H,1.66,3.4,5.5,1.65,3.25,5.35,2005/6,€61.50m,€34.98m,O. Girardi,11.0,15.0,8.0,8.0,20.0,23.0,5.0,2.0,2.0,5.0,1.0,0.0
I1,23/10/2005,Treviso,Empoli,1.0,2.0,A,0.0,1.0,A,2.37,2.75,3.4,2.2,2.95,3.3,2005/6,€23.53m,€37.00m,F. Squillace,17.0,10.0,6.0,4.0,19.0,17.0,10.0,3.0,1.0,2.0,0.0,0.0
I1,23/10/2005,Udinese,Inter,0.0,1.0,A,0.0,1.0,A,3.75,3.0,2.1,3.7,3.1,1.97,2005/6,€89.60m,€234.93m,D. Tombolini,9.0,17.0,4.0,10.0,20.0,20.0,1.0,8.0,2.0,3.0,0.0,0.0
I1,26/10/2005,Ascoli,Udinese,1.0,1.0,D,1.0,0.0,H,3.4,3.0,2.2,3.3,2.85,2.25,2005/6,€24.55m,€89.60m,A. De Marco,7.0,8.0,4.0,4.0,17.0,19.0,3.0,9.0,1.0,0.0,0.0,0.0
I1,26/10/2005,Cagliari,Livorno,1.0,1.0,D,0.0,0.0,D,2.37,2.75,3.4,2.3,2.9,3.15,2005/6,€35.65m,€56.38m,L. Palanca,14.0,5.0,5.0,3.0,16.0,25.0,8.0,2.0,2.0,3.0,0.0,0.0
I1,26/10/2005,Empoli,Milan,1.0,3.0,A,1.0,1.0,D,6.5,3.5,1.57,6.75,3.4,1.52,2005/6,€37.00m,€269.75m,M. Trefoloni,8.0,16.0,4.0,8.0,13.0,13.0,5.0,10.0,0.0,1.0,0.0,0.0
I1,26/10/2005,Inter,Roma,2.0,3.0,A,0.0,2.0,A,1.61,3.4,6.0,1.55,3.45,6.15,2005/6,€234.93m,€193.20m,R. Rosetti,15.0,9.0,9.0,5.0,16.0,20.0,9.0,2.0,2.0,3.0,1.0,1.0
I1,26/10/2005,Juventus,Sampdoria,2.0,0.0,H,1.0,0.0,H,1.4,4.0,9.0,1.35,4.1,9.0,2005/6,€308.90m,€61.50m,A. Dattilo,14.0,12.0,9.0,4.0,24.0,25.0,3.0,7.0,0.0,2.0,0.0,0.0
I1,26/10/2005,Palermo,Lecce,3.0,0.0,H,1.0,0.0,H,1.57,3.5,6.5,1.5,3.5,6.9,2005/6,€94.20m,€52.15m,C. Brighi,10.0,12.0,4.0,5.0,13.0,16.0,2.0,7.0,3.0,3.0,1.0,0.0
I1,26/10/2005,Parma,Messina,1.0,1.0,D,1.0,0.0,H,2.0,3.0,4.0,1.95,3.1,3.8,2005/6,€57.05m,€39.98m,D. Messina,11.0,14.0,5.0,8.0,15.0,22.0,4.0,3.0,1.0,4.0,0.0,0.0
I1,26/10/2005,Reggina,Treviso,1.0,2.0,A,0.0,1.0,A,1.72,3.3,5.0,1.75,3.1,4.9,2005/6,€43.65m,€23.53m,O. Pantana,10.0,5.0,5.0,3.0,14.0,20.0,8.0,3.0,1.0,3.0,0.0,0.0
I1,26/10/2005,Siena,Fiorentina,0.0,2.0,A,0.0,1.0,A,3.0,3.0,2.4,2.8,3.0,2.45,2005/6,€34.98m,€138.68m,M. De Santis,13.0,8.0,7.0,4.0,12.0,21.0,8.0,2.0,5.0,1.0,0.0,0.0
I1,29/10/2005,Milan,Juventus,3.0,1.0,H,3.0,0.0,H,2.37,2.75,3.0,2.45,2.9,2.9,2005/6,€269.75m,€308.90m,P. Bertini,7.0,4.0,4.0,3.0,26.0,26.0,6.0,2.0,2.0,3.0,0.0,0.0
I1,29/10/2005,Sampdoria,Inter,2.0,2.0,D,2.0,2.0,D,3.0,3.0,2.25,3.4,3.05,2.1,2005/6,€61.50m,€234.93m,S. Farina,11.0,12.0,8.0,7.0,13.0,20.0,4.0,8.0,1.0,2.0,0.0,0.0
I1,30/10/2005,Chievo,Empoli,2.0,2.0,D,1.0,1.0,D,1.83,3.0,4.33,1.85,3.0,4.45,2005/6,€49.55m,€37.00m,N. Stefanini,14.0,7.0,6.0,4.0,13.0,21.0,6.0,2.0,2.0,1.0,0.0,0.0
I1,30/10/2005,Fiorentina,Cagliari,2.0,1.0,H,0.0,1.0,A,1.36,4.0,7.5,1.36,4.0,8.75,2005/6,€138.68m,€35.65m,M. Gabriele,7.0,11.0,4.0,6.0,22.0,14.0,4.0,5.0,3.0,3.0,0.0,2.0
I1,30/10/2005,Lecce,Messina,0.0,2.0,A,0.0,0.0,D,2.0,3.0,3.5,2.15,2.9,3.45,2005/6,€52.15m,€39.98m,M. Mazzoleni,14.0,10.0,6.0,5.0,22.0,25.0,5.0,3.0,2.0,4.0,0.0,0.0
I1,30/10/2005,Livorno,Parma,2.0,0.0,H,2.0,0.0,H,1.72,3.25,4.33,1.77,3.1,4.75,2005/6,€56.38m,€57.05m,M. Saccani,7.0,8.0,3.0,5.0,15.0,13.0,3.0,5.0,1.0,1.0,0.0,0.0
I1,30/10/2005,Reggina,Lazio,1.0,0.0,H,0.0,0.0,D,2.6,2.87,2.6,2.55,2.9,2.75,2005/6,€43.65m,€83.05m,G. Rocchi,12.0,5.0,5.0,2.0,23.0,20.0,3.0,4.0,2.0,4.0,0.0,0.0
I1,30/10/2005,Roma,Ascoli,2.0,1.0,H,1.0,0.0,H,1.44,3.75,6.5,1.45,3.65,7.5,2005/6,€193.20m,€24.55m,N. Rizzoli,13.0,9.0,8.0,5.0,19.0,15.0,9.0,2.0,1.0,3.0,1.0,0.0
I1,30/10/2005,Treviso,Siena,0.0,1.0,A,0.0,1.0,A,2.4,2.9,2.8,2.37,2.9,3.0,2005/6,€23.53m,€34.98m,M. Bergonzi,7.0,10.0,3.0,4.0,23.0,18.0,3.0,7.0,2.0,1.0,0.0,0.0
I1,30/10/2005,Udinese,Palermo,0.0,0.0,D,0.0,0.0,D,2.0,3.0,3.5,2.05,3.1,3.5,2005/6,€89.60m,€94.20m,P. Rodomonti,10.0,9.0,2.0,3.0,31.0,28.0,6.0,6.0,2.0,2.0,0.0,0.0
I1,05/11/2005,Empoli,Reggina,3.0,0.0,H,1.0,0.0,H,2.0,2.75,4.0,2.0,2.85,4.05,2005/6,€37.00m,€43.65m,A. Romeo,12.0,11.0,8.0,4.0,23.0,17.0,3.0,7.0,1.0,1.0,0.0,0.0
I1,05/11/2005,Lazio,Inter,0.0,0.0,D,0.0,0.0,D,3.6,3.1,2.1,3.5,3.1,2.05,2005/6,€83.05m,€234.93m,D. Messina,7.0,9.0,3.0,3.0,16.0,18.0,3.0,8.0,2.0,3.0,0.0,0.0
